MONTH;YEAR;OMV PETROM;BANCA TRANSILVANIA CLUJ;BRD GROUPE SOCIETE GL.;ROMGAZ S A;SC FONDUL PROPRIETATEA;CNTEE TRANSELECTRICA;ELECTRICA SA;ROMPETROL REFINERY;S N NUCLEARELECT;S N T G N TRANSGAZ;AEROSTAR BACAU;AGRANA ROMANIA;ALBALACT;ALRO SLATINA;ALUM;ALUMIL ROM INDUSTRY;AMONIL SLOBOZIA;ANTIBIOTICE;ARCELORMITTAL HUNEDOARA;ARGUS;ARMATURA CLUJ NAPOCA;ARTECA JILAVA;ARTEGO;ARTROM SLATINA;ATHENEE PALACE;BANCA COMERCIALA CARPATICA;BERMAS SUCEAVA;BIOFARM;BITTNET SYS;BRAICONF;BTT BUCURESTI;BUCUR;BUCUR OBOR;CALIPSO;CARBOCHIM CLUJ NAPOCA;CARPATHIA CAP;CASA DE BUCOVINA-CLUB DE MUNTE;CHIMCOMPLEX BORZESTI;CHRONOS CURIER;CIA.HOTELIERA ICTL.RO.;COCOR;COMALEX;COMCEREAL;COMCM;COMELF BISTRITA;COMINCO BUCURESTI;COMMIXT;COMNORD BUCURESTI;COMPA SIBIU;COMPANIA ENGPT.CAMPINA;COMVEX;CONDMAG;CONECT BUSINESS PARK;CONPET PLOIESTI;CONSTRUCTII BIHOR;CONSTRUCTII HIDROTEHNICE;CONTED;DAN STEEL GROUP BECLEAN;DELIVERY SOL;DOROBANTUL PLOIESTI;ELECTROAPARATAJ BUCAREST;ELECTROARGES;ELECTROMAGNETICA;ELECTROPRECIZIA;ELECTROPUTERE CRAIOVA;FABRICA DE SCULE RASNOV;FARMACEUTICA REMEDIA;FEPSHARES-ATS;FLAROS;FORAJ SONDE CRAIOVA;FORAJ SONDE ERNEI;GENERALCOM BUCURESTI;GRUPUL INDL.ELECON.;IAR BRASOV;IMOTRUST;IMPACT DEVELOPER & CONR.;INDEPENDENTA;INDUA.SARMEI CAMPIA TURZII;INTFOR;IOR;IPROEB BISTRITA;LACTATE NATURA;LAMINORUL;LIFE IS HARD;MECANICA CEAHLAU;MECHEL TARGOVISTE SUSP - 25/02/13;MERCUR CRAIOVA;METALICA ORADEA;METAV;MOARA CIBIN;NAPOCHIM;NAPOCHIM;OIL TERMINAL;OLTCHIM RM VALCEA;PERLA COVASNEI;PETROLEXPORTIMPORT;PRACTIC BUCURESTI;PREBET AIUD;PREMIA FINANZ;PRIMCOM BUCURESTI;PRO VORBAS;PRODLACTA;PRODPLAST BUCAREST;PRODVINALCO CLUJ NAPOCA;PROSPECTIUNI BUCURESTI;RAFINARIA ASTRA;REMARUL 16 FEBRUARIE;RETRASIB;ROLAST PITESTI;ROMAERO;ROMCAB;ROMPETROL WELL SER.;ROPHARMA;SANTIERUL NAVAL 2 MAI;SC BURSA DE VALORI BCT.;SC TRANSILVANIA;SC VRANCART;SCCA.DE REPARAT MRA. RULANT REVA;SEMROM MUNTENIA;SEVERNAV;SIF 1 BANAT CRISANA;SIF 2 MOLDOVA;SIF 3 TRANSILVANIA;SIF 4 MUNTENIA;SIF 5 OLTENIA;SINTEROM;SINTEZA ORADEA;SINTOFARM;SPIT BUCOVINA;SSIF BROKER CLUJ;STDC.IN TSBU.;STIROM BUCURESTI;TERAPLAST;TRANSILVANIA;TURBOMECANICA;TURHOTREST.MAREA NEAGRA;UAMT ORADEA;UCM RESITA;UNIREA SHOPPING CENTER;UPET;UZINEXPORT;VULCAN;ZENTIVA;ADIDAS (BSE);ALLIANZ (BSE);BAYER (BSE);BMW (BSE);CHRISTIAN DIOR (BSE);DAIMLER (BSE);DANONE (BSE);DEUTSCHE BANK (BSE);DEUTSCHE TELEKOM (BSE);EON (BSE);ERSTE BK.DER OSTER.(BSE);HEINEKEN (BSE);LOREAL (BSE);OMV (BSE);SAP (BSE);SIEMENS (BSE);SANTIERUL NAVAL ORSOVA;ALPHABET 'C' (BSE)
5;2004;-0.004330879;-0.008666346;0.004237288;NA;NA;NA;NA;0;NA;NA;0.024776604;NA;0;0;0;NA;0;-0.003411029;0;0;0;NA;0;0;0;NA;0;0.017287234;NA;0;0;0.052631579;0;NA;0;NA;NA;0;NA;0;0;0;0;NA;0;-0.078973543;NA;0;-0.028872594;0;0.04999744;NA;0;NA;0;0.020833333;0;0.166666667;NA;0;0;NA;0;0;0.023622047;0;NA;NA;0;0;0;0;0.010135135;0;NA;-0.008063631;0;0;-0.041666667;0;-0.035909091;0;0;NA;NA;0;0;0;0;NA;NA;-0.047294876;-0.037593985;-0.013888889;0;0;0;0;NA;0;NA;-0.021728483;0;0;0;0;0;NA;0;0;NA;0.015037594;NA;0;NA;0;NA;0;0;0;0.022556391;0.018867925;0.015042118;0.025;0.025882353;NA;0;0;NA;NA;0;0;NA;NA;0;0;0.086363636;0;0;0;-0.041666667;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
5;2004;0.004349717;0;0;NA;NA;NA;NA;0.012461059;NA;NA;0;NA;0;0;0.031278295;NA;-0.034246575;0.030804335;0;-0.023229853;0.009987012;NA;0;0;0;NA;0;0.020043573;NA;0;0;0;0;NA;0;NA;NA;0;NA;0;0;-0.142857143;0;NA;0;-0.057235421;NA;0;-0.037281737;0;0.009533098;NA;0;NA;0;0;0;0;NA;0;0;NA;-0.03264095;0;0.039316239;0;NA;NA;-0.054541211;0;0;0;0.037904125;0;NA;0;0;0;0;0;0;0;0;NA;NA;0;0;0.018181818;0;NA;NA;-0.005453178;-0.0234375;-0.001083424;0;-0.002832861;0;0;NA;0;NA;0;0.064546202;0;0;0;0;NA;0.111111111;0;NA;-0.044444444;NA;0;NA;0;NA;0;0;0;0;0.00462963;0.007705987;0.019512195;0;NA;0;0;NA;NA;0;0;NA;NA;-0.008403361;0;0.066945607;0;0.085714286;0;0.043478261;0;0.008888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
5;2004;0.016890429;0;0.037974684;NA;NA;NA;NA;-0.012307692;NA;NA;0;NA;-0.048780488;0;0;NA;0.028368794;-0.016602103;0;0.023782313;0;NA;0;0;0;NA;0.062162633;0.034600598;NA;0;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;NA;0;0;NA;0;0.066666667;0;0.037724001;NA;0;NA;0;0;0;0;NA;0;0;NA;0;0;0.007401316;0;NA;NA;-0.125003429;0;0;0.233333333;-0.02792696;0.045454545;NA;-0.004092241;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;NA;0;0;0.021691974;0;0.015625;0;0;NA;0;NA;-0.022211096;0;0;0;0.001438849;0;NA;0;0;NA;0.031007752;NA;0;NA;0;NA;0;0;0;0;0.013824885;0.014705882;0.007177033;0.03440367;NA;-0.018271258;0;NA;NA;0.111229783;0;NA;NA;0.016949153;0;0.129411765;0;0.052631579;-0.017857143;0;0;-0.008810573;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
5;2004;0.0379046;0.008742108;0.024390244;NA;NA;NA;NA;-0.021806854;NA;NA;0;NA;0;0;0;NA;-0.034482759;-0.010129432;0;0.046512864;0.108948209;NA;0;0;-0.030769231;NA;0;-0.01734104;NA;0;0;0;0;NA;0;NA;NA;0;NA;0.024390244;0;0.083333333;0;NA;0;0;NA;0;0.002757353;0;0.136380562;NA;0;NA;0;0;0;0;NA;0;0;NA;0;0;0.014693878;0;NA;NA;0;0;0;0;-0.01878453;-0.043478261;NA;0.006163585;0;0;0;0;0;0.04;0;NA;NA;0;0;-0.017857143;0;NA;NA;0;0;-0.001061571;0;-0.012587413;0;0;NA;0;NA;0;0;0;0;-0.005747126;0;NA;-0.088235294;0;NA;0.015037594;NA;0;NA;0;NA;0;0.033316921;-0.010752688;0.022058824;0.027272727;0.014492754;0.035629454;0.033259424;NA;0;0;NA;NA;0;-0.028559746;NA;NA;0.075;0;-0.114583333;0;-0.15;0.018181818;-0.083333333;0;0.013333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
5;2004;0.052933935;0.008666346;0.01984127;NA;NA;NA;NA;0.003184713;NA;NA;-0.015061435;NA;0;0;0;NA;0;0;0;0.022248184;0.071414291;NA;0;0;0;NA;-0.009781421;-0.018067227;NA;0;0;-0.0625;0;NA;0;NA;NA;0;NA;0;0;0;0;NA;0;0.060710195;NA;0;-0.002749771;0;-0.048005243;NA;0;NA;0;0;0;0;NA;0;0;NA;0.067484663;0;0.058728882;0;NA;NA;0;0.024518389;0;0;-0.009009009;0;NA;0.030573951;0.240107431;0;0;0;0;-0.019230769;0;NA;NA;0;0;0;0;NA;NA;0;-0.016;-0.009564293;0;0;0;0;NA;0;NA;0.045431271;0;0;0;0.148843931;0;NA;0;0;NA;-0.022222222;NA;0;NA;0;NA;0;0;0;0.007194245;0.03539823;0.014285714;0.013761468;0.036480687;NA;0.031496063;0;NA;NA;0;0;NA;NA;0.054263566;0;0.098039216;0;0;0.017857143;0.090909091;0;-0.00877193;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
5;2004;-0.015198753;0;-0.038910506;NA;NA;NA;NA;-0.011111111;NA;NA;0;NA;0;0;0;NA;-0.007142857;0.023877203;0;-0.043478261;0;NA;0;0;0;NA;-0.004911429;0.001711596;NA;0;0.250196078;0;0;NA;0;NA;NA;0;NA;0.047619048;0;0;0;NA;0;0;NA;0;-0.014246324;0;0.176469323;NA;0;NA;0;0;0;0;NA;0;0;NA;0;0.028571429;0.090425532;0;NA;NA;0;0;0;0;0;0.045454545;NA;0;0.236500144;0;-0.217391304;0;0.037246582;0.039215686;0;NA;NA;0;0;0.018181818;0;NA;NA;0.005483078;0;-0.003218884;0;-0.079320113;0;0;NA;0;NA;0;0;0;0;0.056603774;0;NA;0.012903226;0;NA;0;NA;0;NA;0;NA;0;0;0;-0.014285714;-0.008547009;-0.014084507;0.009049774;0.014492754;NA;0;0;NA;NA;0;0;NA;NA;-0.029411765;0;-0.064285714;0;0;0.01754386;0;0;0.008849558;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
5;2004;0;0;0.012145749;NA;NA;NA;NA;0.011235955;NA;NA;0;NA;0.051282051;0;0;NA;0;-0.023320378;0;0;0;NA;0;0;0.015873016;NA;0;-0.001708672;NA;0.011066667;0.249686324;0;0;NA;0;NA;NA;0;NA;0;0;0.115384615;0;NA;0;0;NA;0;-0.024242424;0;-0.05714338;NA;0;NA;0;0;0;0;NA;0;0;NA;-0.031609195;0;-0.095470383;0;NA;NA;0.120885322;0;0;-0.013513514;0.009090909;0;NA;0;0;0;0;0;0;0;0;NA;NA;0;0;-0.017857143;0;NA;NA;0.022188793;0;0.003229279;0;0;0;0;NA;-0.159428119;NA;0;0;0;0;0;0;NA;0.01910828;0;NA;0.007575758;NA;0.086956522;NA;0;NA;0;0;0;0;0.004310345;-0.014285714;0.00896861;0.018367347;NA;0;0;NA;NA;0;0.058831148;NA;NA;0.015151515;0;0.011450382;0;0;-0.034482759;0;0;0.00877193;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.076923077;NA
5;2004;0;0.017183771;-0.016;NA;NA;NA;NA;0.014285714;NA;NA;-0.009255533;NA;0;-0.003342516;0;NA;-0.007194245;0.020466174;0;-0.022753247;-0.033327113;NA;0;0;0;NA;0;0;NA;-0.010945536;0;0.066666667;0;NA;0;NA;NA;0;NA;0;0;0;0;NA;0;0;NA;0;0.002388915;0;-0.053023544;NA;0;NA;0;0;0;0;NA;0;0;NA;0;0;-0.013867488;0;NA;NA;0;0;0;-0.113013699;-0.029279279;-0.043478261;NA;-0.009906822;0;0;0;0;0;0.094339623;0;NA;NA;0;0;0.181818182;0;NA;NA;0;0.008130081;-0.004291845;0;0.007692308;0;0;NA;0;NA;-0.065185449;0;0;0;-0.005952381;0;NA;-0.0125;0;NA;-0.015037594;NA;0;NA;0.060587985;NA;0;0;0;0.014492754;0.030042918;0.006956522;0.028888889;0.062124248;NA;-0.018043026;0;NA;NA;0;0;NA;NA;-0.02238806;0;0.00754717;0;0;0;0;0;0.010869565;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.0625;NA
5;2004;0;0;0.004065041;NA;NA;NA;NA;-0.014084507;NA;NA;0.006092608;NA;0;0;0;NA;-0.043478261;-0.003342618;0;0;0;NA;0;-0.006909851;0;NA;0.014862467;0;NA;0.011066667;0;-0.05;0;NA;0;NA;NA;0;NA;0;0;-0.034482759;0;NA;0;0;NA;0;0.034795043;0;0;NA;0;NA;0;0;0;0;NA;0;0;NA;0.03264095;0.083333333;0.05703125;0;NA;NA;0;0;0;0;-0.009280742;0;NA;0.010005949;0;0;0;0;0;0;0;NA;NA;0;0;-0.153846154;0;NA;NA;-0.016372333;0.048387097;-0.016163793;0;0.022900763;0;0;NA;0;NA;0;0;0;0;-0.101796407;0;NA;0.044303797;0;NA;-0.007633588;NA;0;NA;0;NA;0;0;-0.141304348;-0.007142857;0.033333333;0;0.025917927;0.047169811;NA;0.00565371;0;NA;NA;0;-0.027796465;NA;NA;0.022900763;0;-0.007490637;0;0;0.017857143;-0.041666667;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
5;2004;0;0;0;NA;NA;NA;NA;-0.011111111;NA;NA;0.148970529;NA;0;0;-0.06065927;NA;0.083333333;-0.013415316;0;0;0;NA;0.027027027;0;0;NA;0.014644809;0;NA;-0.010945536;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;NA;0.1;0;NA;0;0.036388761;0;0.119992627;NA;0;NA;0;0;0;0;NA;0;0;NA;-0.031609195;0;0.006651885;0;NA;NA;0;0;0;0;0.009367681;0;NA;-0.009906822;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;NA;0;0.007692308;0.010952903;0;0.007462687;0;0;NA;0;NA;0.023243629;0;0;0;0.1;0;NA;-0.024242424;0;NA;0;NA;0;NA;0;NA;0;-0.032242694;0.012658228;0.007194245;0.018145161;0.007484168;0.004210526;0.018018018;NA;0.03092059;0;NA;NA;0.149938212;0;NA;NA;-0.029850746;0;0.045283019;0;0.014705882;-0.035087719;0.043478261;0;0.021505376;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.00952381;NA
5;2004;-0.03917689;-0.008446739;-0.024291498;NA;NA;NA;NA;0.006420546;NA;NA;0.018973999;NA;0;-0.023402373;0;NA;0;0.003399433;0;0.023283011;0;NA;0;-0.027831715;0;NA;-0.038453253;0;NA;0;0;0.026315789;0;NA;0;NA;NA;0;NA;-0.022727273;0;0;0;NA;0.036363636;0;NA;0;0.034666667;0;0;NA;0;NA;0;0;0;0;NA;0;0;NA;0.038575668;-0.102564103;-0.027165932;0;NA;NA;0;0;0;0;-0.019721578;0.090909091;NA;-0.00200119;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;NA;-0.005423602;0.038167939;-0.008667389;0;0.02962963;0;0;NA;0;NA;-0.159102546;0;0;0;0;0;NA;-0.031055901;0;NA;-0.038461538;NA;0;NA;0;NA;0;0;-0.025;-0.028571429;-0.041584158;-0.021714286;0.002096436;-0.044247788;NA;-0.017723245;0;NA;NA;0;0;NA;NA;0;0;-0.028880866;0;0;0.054545455;-0.041666667;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
6;2004;0.0407743;0;0.01659751;NA;NA;NA;NA;-0.074960128;NA;NA;0;NA;0;0;0;NA;0;-0.003387916;0;-0.022753247;-0.051733457;NA;0;0.071571238;0;NA;0;0;NA;0.011066667;0;0;0;NA;0;NA;NA;0;NA;-0.023255814;0;0;0;NA;0;0;NA;0;0.033505155;0;0;NA;0;NA;0;0;0;0;NA;0;0;NA;0.057142857;0;0.021132075;0;NA;NA;0;0;0;0;0;-0.041666667;NA;-0.006015608;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;NA;-0.060737119;-0.022058824;-0.012021858;0;-0.005755396;0;0;NA;0;NA;0.05408248;0;0;0;-0.127272727;0;NA;0.006410256;0;NA;-0.008;NA;0;NA;0;NA;0;0;0.256410256;0.007352941;0;0;0.00209205;0.037037037;NA;0;0;NA;NA;0;0.171421382;NA;NA;-0.007692308;0;0;0;0.028985507;-0.034482759;0;0;-0.010526316;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
6;2004;0.007518797;-0.008518694;-0.004081633;NA;NA;NA;NA;0.005172414;NA;NA;-0.045172414;NA;0.073170732;0;0;NA;0;0.023796034;0;0.023283011;0;NA;0;0;0.015625;NA;0;0;NA;0;0;0;0;NA;0.071382637;NA;NA;0;NA;0.071428571;0;0.042857143;0;NA;0;0;NA;0;0.022028263;0;0;NA;0;NA;0;0;0;0;NA;0;0;NA;0.056756757;0.028571429;0.026607539;0;NA;NA;0;0;0;0;-0.014201183;-0.043478261;NA;0.006052015;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;NA;0;-0.007518797;0.001106195;0;-0.001447178;0;0;NA;0;NA;0.02562756;0;0;0;0.097222222;0;NA;-0.006369427;0;NA;-0.016129032;NA;0;NA;-0.057126788;NA;0;0.066633842;-0.040816327;0.00729927;0.02892562;0.007593458;0.008350731;0.026785714;NA;-0.006245663;0;NA;NA;0;0;NA;NA;0.069767442;0;0;0;0;0.035714286;0;0;-0.006382979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
6;2004;0.00392773;0.008591885;0.008196721;NA;NA;NA;NA;0.02058319;NA;NA;0.055615746;NA;0;-0.024000906;0;NA;0;0.006640841;0;-0.022753247;0.054555818;NA;0;0.013202858;0;NA;0.0749972;0;NA;0.098905446;0;0.025641026;0;NA;0.071128451;NA;NA;0;NA;0;0;0;0;NA;0;0;NA;0;-0.010573404;0;-0.10713698;NA;0;NA;0;0;0;0;NA;0;0;NA;-0.028132992;0;-0.019438445;0;NA;NA;0;0;0;0;-0.016806723;0;NA;-0.002005203;-0.217421766;0;0;0;0;0;0.043478261;NA;NA;0;0;0;0;NA;NA;0;0.022727273;0;0;0.007246377;0;0;NA;0;NA;0.075012801;0;0;0;-0.050632911;0;NA;0.025641026;0;NA;0.049180328;NA;0;NA;0.060587985;NA;0;0;-0.138297872;-0.007246377;0.014056225;-0.007536232;0.01242236;0.008695652;NA;-0.006284916;0;NA;NA;0;-0.073168112;NA;NA;0;0;-0.018587361;0;0;0.034482759;-0.043478261;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.009433962;NA
6;2004;-0.019170579;-0.008518694;0.012195122;NA;NA;NA;NA;0.008403361;NA;NA;0;NA;0;0.031589529;0;NA;0;-0.006597031;0;0;0;NA;0.105263158;0.006592059;0.015384615;NA;0.069765018;0;NA;-0.039961598;0;0;0;NA;0;NA;NA;0;NA;-0.044444444;0;-0.006849315;0;NA;0;0;NA;0;0.010686395;0;0;NA;0;NA;0;0;0;0;NA;0;0.149606299;NA;0.115789474;0;0;0;NA;NA;-0.078424792;0.031794872;0;0;0.074481074;0.045454545;NA;-0.006027695;0;0;0;0;0;0;0.166666667;NA;NA;0;0;0.181818182;0;NA;NA;0;-0.02962963;0;0;0.007194245;0;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;0.0234375;NA;0;NA;0;NA;0;0;0.111111111;0.02189781;0.04950495;0.036799065;0.083844581;0.034482759;NA;0.006324666;0;NA;NA;0;0;NA;NA;0;0;0.060606061;0;0;0.083333333;0;0;0.004282655;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
6;2004;0;0;-0.008032129;NA;NA;NA;NA;0.03;NA;NA;-0.036948341;NA;0;0.020427286;0;NA;-0.034965035;-0.003320421;0;0.023283011;0;NA;0;0;0;NA;-0.021770894;0.036371416;NA;0.020875;0;0;0;NA;0;NA;NA;0;NA;-0.023255814;0.121212121;0.103448276;0;NA;0;0;NA;0;-0.029686865;0;0.015994921;NA;0;NA;0;0;0;0;NA;0;0;NA;-0.025943396;0;0;0;NA;NA;0;0;0;0;-0.029545455;0.043478261;NA;-0.010052448;0;0;0;0;0;0;0;NA;NA;0;0;-0.123076923;0;NA;NA;0;-0.007633588;0;0;0;0;0;NA;0;NA;-0.02329126;0;0;0;-0.013333333;0;NA;0.03125;0;NA;-0.022900763;NA;0;NA;0;NA;0;0;-0.066666667;0.007142857;0.028301887;0.014084507;0;0.041666667;NA;-0.011871508;0;NA;NA;0;0.052639203;NA;NA;0.014492754;0;-0.057142857;0;0;0.107692308;0;0;0.021321962;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.076190476;NA
6;2004;-0.015955325;0;-0.004048583;NA;NA;NA;NA;0.045307443;NA;NA;0;NA;0;0;0.032288215;NA;-0.050724638;0.009994448;0;0;0;NA;0;0;0;NA;0.022255414;-0.01734104;NA;0;0;0;0;NA;0;NA;NA;0;NA;0.071428571;-0.144144144;0;0;NA;0;0.142764579;NA;0;0.01969824;0;0;NA;0;NA;0;0;0;0;NA;0;-0.085616438;NA;0;0;-0.027165932;0;NA;NA;0.021274659;0;0;0;0;-0.041666667;NA;0.018322296;0;0;0;0;0;-0.103448276;-0.142857143;NA;NA;-0.147826087;0;0;0;NA;NA;0;0.015384615;0.001104972;0;-0.035714286;0;0;NA;0;NA;-0.047595826;0;0;0;0;0;NA;-0.024242424;0;NA;0;NA;0;NA;0;NA;0;0;0;0.035460993;0.04587156;0.034444444;0.066037736;0.056;NA;-0.062190813;0;NA;NA;0;0;NA;NA;-0.014285714;0;0.060606061;0;0;0;0;0;-0.006263048;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.044247788;NA
6;2004;-0.004053506;0;0.004065041;NA;NA;NA;NA;0.035603715;NA;NA;-0.01634103;0;0;0;0;NA;0.045801527;0.02308961;0;0.022701299;0;NA;0.023809524;0;0;NA;0;0;NA;0;0;0.0125;0;NA;0;NA;NA;0;NA;-0.022222222;-0.052631579;0;0;NA;0;0;NA;0;0.023427867;0;0.007861477;NA;0;NA;0;0;0;0.214285714;NA;0;0;NA;0;0;-0.006792453;0;NA;NA;-0.020831476;0;0;0;0.019906323;0.086956522;NA;-0.016041622;0;0;-0.111111111;0;0;0;0;NA;NA;0;0;0;0;NA;NA;0.058858859;0.007575758;0.023178808;0;0.037037037;0;0;NA;0;NA;-0.050025602;0;0;0;0;0;NA;0.049689441;0;NA;0;NA;0;NA;0;NA;0;0;0;0.054794521;0.105263158;0.080558539;0.07079646;0.098484848;NA;0;0;NA;NA;0;0.07499656;NA;NA;-0.028985507;0;0;0;-0.028169014;0;0.045454545;0;0.016806723;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.064814815;NA
6;2004;-0.004070004;0;0.012145749;NA;NA;NA;NA;-0.013452915;NA;NA;0.04189238;0;0;0;0;NA;-0.02919708;-0.012896292;0;-0.022197389;-0.068990812;NA;0;-0.019494365;0;-0.057518056;-0.004383402;0;NA;0;0;0;0;NA;0;NA;NA;0;NA;0;0.066666667;0;0;NA;0;0;NA;0;0.018875502;0;0;NA;0;NA;0;0;0;0;NA;0;0.082397004;NA;0;0;0.006838906;0;NA;NA;0;0;0;0;0;-0.08;NA;0.010189469;0;0;0;0;0;0;0;NA;NA;0;0;-0.035087719;0;NA;NA;-0.150122897;-0.007518797;-0.015102481;0;-0.04;0;0;NA;0;NA;0.052659947;0;0;0;-0.054054054;0;NA;0;0;NA;0.0078125;NA;0;NA;0;NA;0;0;0;-0.051948052;-0.055555556;-0.049701789;-0.049586777;-0.048275862;NA;0.085908063;0;NA;NA;0;0;NA;NA;-0.007462687;0;-0.035714286;0;0.014492754;0;-0.017391304;0;-0.016528926;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.026086957;NA
6;2004;-0.00776461;0;0.04;NA;NA;NA;NA;-0.015151515;NA;NA;0;0;0;0;0;NA;0.015037594;-0.009798585;0;0.01361039;0.018536181;NA;-0.023255814;0;0;0.030514142;0.048038352;0.035714286;NA;0;0;0;0;NA;0.049817876;NA;NA;0;NA;0;0.041666667;0;0;NA;0;0;NA;0;0.010248325;0;0;NA;0;NA;0;0;0;0;NA;0;-0.041522491;NA;0;0;0.034716981;0;NA;NA;0;0;0;0;-0.010332951;0.130434783;NA;0.07867619;0;0;0;0;0.035909091;0;0;NA;NA;0;0;0;0;NA;NA;0.111234705;0.007575758;0.010952903;0;0.041666667;0;0;NA;0;NA;0.075012801;0;0;0;0.001428571;0.103451797;NA;-0.053254438;0;NA;0.007751938;NA;0;NA;0;NA;0;0;0;-0.01369863;-0.008403361;-0.006276151;-0.008695652;-0.007246377;NA;0;0;NA;NA;0;0;NA;NA;0.052631579;0;0;0;0.328571429;0;0.017699115;0;0.00210084;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
6;2004;-0.008237232;0.025775656;-0.007692308;NA;NA;NA;NA;0;NA;NA;0;0;0;0.063324151;0;NA;0.007407407;0.016492578;0;-0.013427634;-0.009079065;NA;-0.047619048;-0.033395464;0;-0.035424554;0;-0.017444219;NA;0;0;0;0;NA;0.047400448;NA;NA;0;NA;-0.045454545;0;0;0;NA;0;0;NA;0;0;0;0;NA;0;NA;0;0;0;0;NA;0;0.003610108;NA;0;0.041666667;0.066374909;0;NA;NA;0;0;0;0;0;-0.076923077;NA;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA;NA;0.058858859;-0.015037594;-0.007583965;0;-0.028571429;0;0;NA;0;NA;-0.02329126;0;0;0;0;0;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;-0.016949153;0.013157895;0;-0.01459854;NA;-0.030534351;0;NA;NA;0;-0.023246288;NA;NA;0;0;0.037037037;0;0.225806452;0;-0.043478261;0;0.002096436;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
6;2004;0.004152824;0.041414611;0.015503876;NA;NA;NA;NA;0;NA;NA;0.013171577;0;-0.022727273;-0.028222046;0;NA;-0.029411765;-0.006489995;0;0.022701299;0.00916225;NA;0.05;0;0.015151515;-0.018502944;0;0.017753922;NA;0.001959104;-0.196787149;0;0;NA;0;NA;NA;0;NA;0;0.2;-0.09375;0;NA;0;0;NA;0;0;0;0;NA;0;NA;0;0;0;0;NA;0;0.003597122;NA;0;0;0.062927497;0;NA;NA;0;0;0;0;-0.001160093;0.083333333;NA;0;0;0;0;0;0;0.019230769;0;NA;NA;0;0;0;0;NA;NA;-0.055587067;-0.015267176;0.013100437;0;0.001470588;0;0;NA;0;NA;-0.047595826;0;0;0;0.098430813;-0.062471078;NA;0;0;NA;0.084615385;NA;0;NA;-0.057126788;NA;0;0;0;0;-0.00862069;0.032207792;0.00877193;0.022222222;NA;0.031496063;0;NA;NA;0;0;NA;NA;0;0;0;0;0.245615851;0;0;0;-0.006276151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.026785714;NA
