MONTH;YEAR;MOL MAGYAR OLAJ-ES GAZIPARI;OTP BANK;RICHTER GEDEON;MAGYAR TKOM.TELECOM.;BUDAPEST ELECTRICITY;4IG NYILVANOSAN;ALLAMI NYOMDA;ALTEO ENERGY;ALTERA WEALTH MANAGEMENT;APPENINN NYILVANOSAN;BPT.PR.UTILIZATION&.DEV.;CIG PANNONIA LIFE IN.;CSEPEL HOLDING;DUNA HOUSE HOLDING;EHEP SHARE;ENEFI ENERGY;EST MEDIA;EXTERNET;FHB SHARE;FINEXT SHARE;FORRAS FORRAS/T;FUTURAQUA;GRAPHISOFT PARK SE SHARE;KARTONPACK;KEG CTL.EUR.LPG TERM.;KEY SOFT;KONZUM TRDG.&.INDL.;MASTERPLAST;NORDTELEKOM TELECOM.SX.;NTH.HUNGARIAN ELTY.SUPP.;NUTEX INVESTMENTS;OPMIUS GROUP;ORMESTER;OTT ONE;PANNERGY;PANNON VALTO;PLOTINUS HOLDING;RABA AUTOMOTIVE GP.;TR INVESTMENT;ZWACK UNICUM;ADIDAS (BUD);ARCELORMITTAL (BUD);AXA (BUD);BANCO SANTANDER (BUD);BASF (BUD);BAYER (BUD);BBV.ARGENTARIA (BUD);BMW (BUD);BNP PARIBAS (BUD);COMMERZBANK (BUD);DAIMLER (BUD);DEUTSCHE BANK (BUD);DEUTSCHE LUFTHANSA (BUD);E ON (BUD);INFINEON TECH 'N' (BUD);LINDE (BUD);NOKIA (BUD);SIEMENS (BUD);TELEFONICA (BUD);THYSSENKRUPP (BUD);TOTAL (BUD);ERWOJ.TURBO LONG 03 CKT.;ERWOJ.TURBO LONG 70 CKT.;FORRAS TRUST & INV.
6;2005;0.014540059;-0.016968988;0.001037344;0.002424242;0.000834376;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0.1403588;NA;0.002210759;NA;-0.0325;NA;NA;0;NA;NA;0;NA;NA;0;-0.079996274;0;NA;NA;0;0;NA;0.064748201;NA;0.005405405;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
6;2005;0.028370869;0.007440476;0;0.00120919;0.010837849;0;NA;NA;NA;NA;-0.060568603;NA;0;NA;0;NA;-0.015389877;NA;0.003676471;NA;0.015503876;NA;NA;0;NA;NA;0;NA;NA;-0.005617978;0.043478724;0.014925373;NA;NA;0.003067485;0;NA;-0.013513514;NA;-0.010752688;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.00140647
6;2005;-0.010238908;0.008271787;0.006908463;0.020531401;-0.006185567;0;NA;NA;NA;NA;0.063157895;NA;-0.15;NA;0;NA;0;NA;0.016849817;NA;0.017811705;NA;NA;0;NA;NA;0;NA;NA;0.013559322;0;0.058823529;NA;NA;0.021406728;0.001904762;NA;0.006849315;NA;0.010869565;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.004213483
6;2005;-0.014655172;-0.0111339;-0.019382504;0;-0.004149378;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;-0.031260854;NA;0.025216138;NA;-0.016666667;NA;NA;0;NA;NA;0;NA;NA;-0.002229654;0;-0.013888889;NA;NA;-0.017964072;0;NA;-0.020408163;NA;0.005376344;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.015384615
6;2005;0.019247594;0.016296296;0.02326395;0.01183432;0;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0.016134815;NA;0.008432888;NA;-0.005932203;NA;NA;0;NA;NA;0.060869565;NA;NA;-0.027374302;0.083329077;-0.014084507;NA;NA;-0.006097561;-0.001901141;NA;-0.006944444;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.017906336
6;2005;0.008297568;0.018950437;-0.013504274;-0.011695906;0.0125;0;NA;NA;NA;NA;-0.084158416;NA;0;NA;0;NA;0.015878617;NA;0.003484321;NA;0;NA;NA;0;NA;NA;0;NA;NA;0.00229753;-0.038462082;0;NA;NA;-0.021472393;0;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.002805049
6;2005;-0.016742338;-0.005722461;0.010223531;0.030769231;-0.002057613;0;NA;NA;NA;NA;-0.094594595;NA;0;NA;0;NA;-0.031260854;NA;-0.004861111;NA;-0.016197783;NA;NA;0;NA;NA;-0.098360656;NA;NA;0.017765043;-0.039995685;0;NA;NA;-0.012539185;-0.00952381;NA;-0.020979021;NA;-0.004278075;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.00140647
6;2005;-0.021645022;-0.021582734;0.018867925;0.002296211;-0.004123711;0;NA;NA;NA;NA;0.134328358;NA;0;NA;0;NA;0;NA;-0.023028611;NA;0.02339688;NA;NA;0;NA;NA;0;NA;NA;0;0;-0.028571429;NA;NA;-0.019047619;0;NA;0;NA;0.002685285;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.014084507
6;2005;0.002359882;-0.019117647;0.003367003;-0.002290951;0.010351967;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;-0.016115944;NA;-0.007142857;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;0;NA;NA;0.003236246;0;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.009722222
6;2005;0.000588582;-0.005997001;0.001677852;-0.001148106;0;0;NA;NA;NA;NA;0.052631579;NA;0;NA;0;NA;-0.016399102;NA;-0.021582734;NA;0.016088061;NA;NA;0;NA;NA;0;NA;NA;0.01295045;0;0;NA;NA;0.009677419;0;NA;-0.021428571;NA;-0.00374933;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.002805049
6;2005;0.013823529;0.004524887;0.015075377;-0.011494253;0;0;NA;NA;NA;NA;0.01;NA;0;NA;0;NA;-0.033325533;NA;0.011029412;NA;-0.020833333;NA;NA;0;NA;NA;0;NA;NA;0.000555864;0;-0.014705882;NA;NA;-0.012779553;0;NA;-0.01459854;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.012658228
6;2005;-0.013635045;0.025825826;0.005775578;0.005813953;0.008196721;0;NA;NA;NA;NA;0.03960396;NA;0;NA;0;NA;0.01722712;NA;0.026181818;NA;0.029787234;NA;NA;0;NA;NA;0;NA;NA;0;0;0;NA;NA;0.006472492;0;NA;0;NA;0.001075269;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.013888889
6;2005;0.007941176;0.013026932;-0.014766202;0.008092486;0.007723577;0;NA;NA;NA;NA;0.046428571;NA;0;NA;0;NA;0;NA;0.013465627;NA;-0.026446281;NA;NA;0;NA;NA;0;NA;NA;-0.004444444;0.124996169;0.029850746;NA;NA;-0.009646302;0;NA;-0.014814815;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.023943662
7;2005;0.006419609;0.007802341;0.0316403;0.026376147;0.028640581;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;-0.016935372;NA;0.005594406;NA;0.027164686;NA;NA;0;NA;NA;0;NA;NA;0.071428571;-0.111108084;-0.014492754;NA;NA;0.003246753;0;NA;0.022556391;NA;-0.001074114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.034632035
7;2005;0.023485068;0.026523297;0.016787732;-0.005586592;0.019607843;0;NA;NA;NA;NA;0.001137656;NA;0;NA;0;NA;0.051721703;NA;-0.011126565;NA;-0.008264463;NA;NA;0;NA;NA;0;NA;NA;-0.035416667;0.041661985;0;NA;NA;0.006472492;0;NA;0;NA;-0.005376344;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.022315202
7;2005;0.005382436;-0.01396648;-0.012541673;-0.011235955;0.007692308;-0.086956522;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;0.002109705;NA;0.014166667;NA;NA;0;NA;NA;0;NA;NA;-0.003239741;0;0;NA;NA;0.032154341;0.003846154;NA;-0.014705882;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.011412268
7;2005;0.020005635;0.033002833;0.01607717;0.005681818;0;0.095238095;NA;NA;NA;NA;0;NA;0;NA;0;NA;0.016379922;NA;0.01754386;NA;0.068200493;NA;NA;0;NA;NA;0;NA;NA;0.017334778;0;0;NA;NA;-0.015576324;-0.003831418;NA;0.044776119;NA;0.005405405;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.005772006
7;2005;0.005524862;-0.022350199;-0.003797468;-0.020338983;0;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;-0.016115944;NA;-0.033793103;NA;-0.034615385;NA;NA;0;NA;NA;0;NA;NA;-0.009584665;-0.039995685;-0.029411765;NA;NA;0.018987342;0;NA;-0.021428571;NA;-0.010752688;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.024390244
7;2005;0.016208791;0;0.000635324;-0.01384083;0.009541985;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;0.017130621;NA;0.035856574;NA;NA;0;NA;NA;0;NA;NA;0;0;0.015151515;NA;NA;0.01863354;0;NA;0.02189781;NA;0.005434783;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.005602241
7;2005;-0.02676399;-0.019635344;0.000793651;0.01754386;0.035916824;-0.002173913;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;-0.007017544;NA;0;NA;NA;0;NA;NA;0.127272727;NA;NA;0;0;0.014925373;NA;NA;0;0;NA;-0.021428571;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.014084507
7;2005;0.016388889;0.016452074;0.027755749;0.005747126;0.019708029;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0.016379922;NA;-0.001413428;NA;-0.065384615;NA;NA;0;NA;NA;0;NA;NA;0.031182796;0.041661985;0.029411765;NA;NA;0.009146341;0.059615385;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.041428571
7;2005;0.018857611;0.024630542;-0.0125;0.011428571;0.05547602;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;0.008492569;NA;0.028806584;NA;NA;0;NA;NA;0;NA;NA;0.032325339;0;-0.014285714;NA;NA;0.01510574;-0.103448276;NA;0.00729927;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.022354694
7;2005;0.013412017;0.000412088;-0.002969214;0.005649718;-0.0169549;0;NA;NA;NA;NA;-0.001136364;NA;0;NA;0;NA;-0.016115944;NA;-0.009122807;NA;-0.0144;NA;NA;0;NA;NA;-0.112903226;NA;NA;0;0.040000588;0;NA;NA;0;0.052631579;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.008746356
7;2005;-0.015352038;0.007826445;-0.021786834;-0.007865169;0.000344947;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0.016379922;NA;0.009206799;NA;-0.012987013;NA;NA;0;NA;NA;0;NA;NA;0.01010101;-0.038462082;0.014492754;NA;NA;-0.017857143;0.053846154;NA;0.007246377;NA;0.005405405;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.027941176
7;2005;-0.005376344;-0.021389646;-0.022912995;0.00792752;0.013275862;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;-0.010526316;NA;0.000822368;NA;NA;0;NA;NA;0;NA;NA;0.03;0;-0.028571429;NA;NA;0.015151515;-0.051094891;NA;-0.014388489;NA;0.005376344;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.034334764
7;2005;0.005405405;0.03188083;0.016562807;0.014606742;-0.006125574;0;NA;NA;NA;NA;-0.044368601;NA;0;NA;0;NA;0.16129154;NA;0.031914894;NA;0;NA;NA;0;NA;NA;0;NA;NA;0.014563107;0;0;NA;NA;-0.014925373;0.048076923;NA;0.03649635;NA;0.012834225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.037037037
7;2005;0.010752688;0.007150567;-0.002742378;-0.003322259;-0.000342407;0;NA;NA;NA;NA;0;NA;0.803921569;NA;0;NA;-0.027771458;NA;-0.010996564;NA;0.004108463;NA;NA;0;NA;NA;0;NA;NA;-0.007177033;0.080001177;0;NA;NA;-0.015151515;0;NA;0;NA;0.001055966;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.014285714
7;2005;-0.007978723;0.003348962;-0.024587512;0.005555556;-0.003253982;-0.021786492;NA;NA;NA;NA;-0.046428571;NA;0;NA;0;NA;-0.028564743;NA;-0.020152884;NA;0.002454992;NA;NA;0;NA;NA;0;NA;NA;-0.008192771;0;0;NA;NA;0.021538462;-0.027522936;NA;0;NA;0.032700422;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.014492754
7;2005;0.002680965;-0.005340454;-0.006633499;0.011049724;0;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;0;NA;-0.020408163;NA;NA;0;NA;NA;0;NA;NA;-0.008746356;-0.074075083;0;NA;NA;0.009036145;0;NA;0;NA;-0.019407559;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
7;2005;0.021390374;0.016778523;0.012520868;0;0.006872852;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0.02940468;NA;0.019148936;NA;0;NA;NA;0;NA;NA;0;NA;NA;0.024509804;0;0;NA;NA;-0.008955224;0;NA;0.021126761;NA;-0.020833333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.005882353
7;2005;0.009947644;0.001320132;0.012366035;-0.005464481;0.013651877;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;-0.018789144;NA;0;NA;NA;0;NA;NA;0;NA;NA;0.05215311;0;0;NA;NA;0.024096386;-0.075471698;NA;0.013793103;NA;0.021276596;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
7;2005;0.032141006;-0.000527357;0.011237785;0.008791209;-0.00993266;0;NA;NA;NA;NA;0.02372035;NA;0;NA;0;NA;0.014290729;NA;0.00141844;NA;0;NA;NA;0;NA;NA;0;NA;NA;-0.020463847;0.040000588;0;NA;NA;0;0.02244898;NA;0.040816327;NA;0.03125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.00147929
7;2005;0.002009041;0.010420789;0.022225801;-0.01416122;0.008331916;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0.014072902;NA;0.005665722;NA;-0.000833333;NA;NA;0;NA;NA;0;NA;NA;-0.006499536;0;0.014705882;NA;NA;0;0;NA;-0.019607843;NA;-0.047979798;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.007407407
7;2005;0.015037594;-0.007832898;0.008350402;-0.005524862;-0.011804384;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;0.05;NA;-0.022518766;NA;NA;0;NA;NA;0;NA;NA;0.027102804;0;0;NA;NA;0.005882353;0.037924152;NA;-0.013333333;NA;0.018567639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.023529412
8;2005;0.021234568;0.017105263;-0.0046875;0.011111111;-0.003412969;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0.013893854;NA;0.069751844;NA;0.024744027;NA;NA;0;NA;NA;0;NA;NA;-0.016378526;0;-0.014492754;NA;NA;-0.029239766;0.055769231;NA;-0.006756757;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.022988506
8;2005;0.029980658;0.027166882;0.001569859;-0.016483516;-0.006849315;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0.01370346;NA;0.046394984;NA;-0.000832639;NA;NA;0;NA;NA;0.072727273;NA;NA;0.008325624;-0.07691945;0;NA;NA;-0.003012048;0.003642987;NA;-0.006802721;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.005882353
8;2005;-0.009624413;-0.019143577;-0.037774295;0.002234637;-0.013793103;0;NA;NA;NA;NA;-0.024390244;NA;0;NA;0;NA;-0.027036428;NA;-0.047333733;NA;0;NA;NA;0;NA;NA;0;NA;NA;-0.018348624;0;-0.014705882;NA;NA;0.003021148;0.034482759;NA;-0.006849315;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.00147929
8;2005;-0.013984356;0.00192604;0.008307542;0.022296544;0.032867133;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0.027787708;NA;0;NA;-0.008333333;NA;NA;0;NA;NA;0;NA;NA;0.007476636;-0.041667092;0;NA;NA;0.024096386;0;NA;-0.006896552;NA;0.005208333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.001477105
8;2005;-0.004807692;-0.010636935;-0.004200323;-0.002181025;-0.031821259;-0.002227171;NA;NA;NA;NA;0.05;NA;0;NA;0;NA;-0.027036428;NA;-0.006289308;NA;0.018487395;NA;NA;0;NA;NA;0;NA;NA;0.011131725;0.043478724;0;NA;NA;-0.005882353;0;NA;0.006944444;NA;-0.005181347;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.001474926
8;2005;0.025120773;0.016839378;-0.000648929;-0.003278689;-0.003496503;-0.017857143;NA;NA;NA;NA;0;NA;0;NA;0;NA;-0.013877604;NA;0.000632911;NA;-0.009075908;NA;NA;0;NA;NA;-0.059322034;NA;NA;0.009174312;0;0;NA;NA;0.01183432;-0.084210526;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
8;2005;0.015551367;-0.012738854;-0.022727273;0.00877193;-0.028070175;-0.018181818;NA;NA;NA;NA;0.011904762;NA;0;NA;0;NA;0;NA;-0.019607843;NA;0;NA;NA;0;NA;NA;0;NA;NA;-0.018181818;-0.041667092;0;NA;NA;-0.014619883;0.101532567;NA;0.034482759;NA;0.002604167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.005891016
8;2005;-0.032018561;-0.012258065;0.006644518;-0.002173913;-0.025270758;0.039351852;NA;NA;NA;NA;-0.035294118;NA;0;NA;0;NA;-0.028178762;NA;-0.019354839;NA;-0.000832639;NA;NA;0;NA;NA;0;NA;NA;0.001851852;0.043478724;0;NA;NA;0.005934718;0.005217391;NA;-0.046666667;NA;-0.012987013;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.005925926
8;2005;0.001917546;-0.033311561;0.009405941;0.031590414;0.018148148;-0.020044543;NA;NA;NA;NA;0.024390244;NA;0;NA;0;NA;0.014497914;NA;0;NA;0.000833333;NA;NA;0;NA;NA;0;NA;NA;0.007393715;-0.041667092;0;NA;NA;0.002949853;0;NA;0.006993007;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.001472754
8;2005;-0.046650718;-0.006756757;-0.01258787;-0.019007392;-0.043288469;-0.020454545;NA;NA;NA;NA;-0.023809524;NA;0;NA;0;NA;0.028564743;NA;-0.006578947;NA;0.024146545;NA;NA;0;NA;NA;-0.009009009;NA;NA;-0.021100917;0.043478724;0;NA;NA;-0.011764706;-0.081314879;NA;0.006944444;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.017699115
8;2005;0.000250941;0.023401361;0.01307947;0.005382131;0.007794677;0.018561485;NA;NA;NA;NA;0;NA;0;NA;0;NA;-0.013877604;NA;0.021192053;NA;-0.032520325;NA;NA;0;NA;NA;0;NA;NA;-0.001874414;0;-0.014925373;NA;NA;-0.005952381;0.001883239;NA;0.034482759;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.02173913
8;2005;0.013547416;0.030444031;0.009151822;0.027837259;0.000188644;0.002277904;NA;NA;NA;NA;0;NA;0;NA;0;NA;-0.028178762;NA;0.015564202;NA;0.005882353;NA;NA;0;NA;NA;0.009090909;NA;NA;-0.001877934;-0.041667092;0;NA;NA;0.017964072;0;NA;-0.006666667;NA;0.021052632;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.037037037
8;2005;-0.016584158;0.001806219;-0.028340081;-0.015625;0.093738212;-0.05;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;-0.01660281;NA;0.011695906;NA;NA;0;NA;NA;0;NA;NA;0.001411101;-0.043478724;-0.015151515;NA;NA;-0.008823529;-0.003759398;NA;-0.013422819;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.001428571
8;2005;-0.023408004;0.004507405;0.026;0.017989418;-0.034316261;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;-0.014480958;NA;-0.006493506;NA;0;NA;NA;0;NA;NA;0;NA;NA;0.011742602;0.045455052;0.015384615;NA;NA;0.005934718;0.037735849;NA;0.013605442;NA;0.005154639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.011412268
8;2005;-0.025773196;-0.019230769;-0.006497726;-0.016632017;0.000357143;0.033492823;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0.008257638;NA;NA;0;NA;NA;0;NA;NA;-0.006499536;0;0;NA;NA;0;-0.036363636;NA;-0.006711409;NA;-0.01025641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.008462623
8;2005;0.023809524;0.016993464;0.003924133;0.014799154;0.05301678;0;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;0.013071895;NA;0.00982801;NA;NA;0;NA;NA;0;NA;NA;0.028037383;-0.086957449;0;NA;NA;0;0;NA;0.006756757;NA;0.015544041;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
8;2005;0.018087855;0.006298201;0.010749186;-0.001041667;-0.026953721;0.041666667;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0.02189781;NA;NA;0;NA;NA;0;NA;NA;-0.01;0.047619604;0;NA;NA;-0.005899705;0;NA;0.006711409;NA;0.009693878;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01958042
8;2005;0.008629442;0.011240261;0.000644538;0.032325339;0.010452962;-0.002222222;NA;NA;NA;NA;0;NA;0;NA;0;NA;-0.014710943;NA;0.019354839;NA;-0.022222222;NA;NA;0;NA;NA;0;NA;NA;0.012855831;0.045455052;0;NA;NA;0.002967359;0;NA;0.006666667;NA;0.000505306;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.001426534
8;2005;0.001258178;-0.014778325;-0.00805153;-0.007070707;-0.010344828;-0.028953229;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;0.022151899;NA;0.034902597;NA;NA;0;NA;NA;0.009009009;NA;NA;0.001813237;-0.043478724;-0.015151515;NA;NA;-0.00295858;0;NA;-0.006622517;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.021428571
8;2005;0.020859512;0.015897436;0.000324675;0.011190234;0.027874564;0;NA;NA;NA;NA;0.073170732;NA;0;NA;0;NA;0;NA;-0.009287926;NA;0;NA;NA;0;NA;NA;0.008928571;NA;NA;-0.002262443;-0.045455052;0.030769231;NA;NA;-0.005934718;0.013207547;NA;-0.02;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.034965035
8;2005;0.020679468;-0.009338718;0.005842259;-0.004024145;-0.003389831;0;NA;NA;NA;NA;0.011363636;NA;0;NA;0;NA;0.014930586;NA;0.00625;NA;0.019607843;NA;NA;0;NA;NA;0;NA;NA;-0.019954649;-0.047619604;-0.014925373;NA;NA;-0.017910448;0;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.008108108
