MONTH;YEAR;ENERGIJOS SKIRSTYMO OPERATORIUS;TELIA LIETUVA;AGROWILL GROUP;AMBER GRID AB;APRANGA;GRIGISKES;GUBERNIJA;INVALDA;INVL BALTIC FARM;INVL TECHNOLOGY;K2 LT AB;KAUNO ENERGIJA;KLAIPEDOS NAFTA;LIETUVOS ENERGIJA;LINAS;LINAS AGRO GROUP;LITGRID;PANEVEZIO STATYBOS TTAS.;PIENO ZVAIGZDES;ROKISKIO SURIS;SIAULIU BANKAS;SNAIGE;UTENOS TRIKOTAZAS;VILKYSKIU PIENINE;VILNIAUS BALDU KOMBINATA;VILNIAUS DEGTINE;ZEMATIJOS PIENAS
5;2006;NA;-0.011494253;NA;NA;0;-0.012048193;0;-0.011049724;NA;NA;NA;0;0;NA;0;NA;NA;0;0;-0.010695187;0;0;-0.032810271;NA;0;0;0
5;2006;NA;-0.011627907;NA;NA;0;-0.024390244;0;-0.019553073;NA;NA;NA;0;0;NA;-0.0625;NA;NA;-0.002695418;-0.008547009;0;0;-0.01038961;0.016224189;NA;-0.03038674;0.011494253;0
5;2006;NA;0;NA;NA;-0.004950495;0;0;-0.045584046;NA;NA;NA;0;-0.037037037;NA;0;NA;NA;-0.02972973;0;0;0;-0.010498688;0;NA;-0.00997151;0;0
5;2006;NA;0.023529412;NA;NA;0;0.025;0;0.020895522;NA;NA;NA;0;0;NA;0;NA;NA;0.008356546;0;0.016216216;0;0.00265252;0.026124819;NA;0.008633094;0;0
5;2006;NA;0.011494253;NA;NA;0;0.012195122;0;0.002923977;NA;NA;NA;0;0;NA;0;NA;NA;0;0.025862069;0;0;0;0;0.012820513;0;-0.011363636;0
5;2006;NA;0.011363636;NA;NA;0;0;0;0.002915452;NA;NA;NA;0;0.038461538;NA;0;NA;NA;0;-0.008403361;-0.031914894;0;0;-0.008486563;0.025316456;0.05278174;0;0
5;2006;NA;-0.02247191;NA;NA;0;0;0;-0.020348837;NA;NA;NA;0;-0.037037037;NA;-0.066666667;NA;NA;-0.033149171;0.008474576;0;-0.045454545;-0.026455026;0.008559201;0;-0.097560976;0;0
5;2006;NA;-0.011494253;NA;NA;-0.004975124;-0.012048193;0;-0.014836795;NA;NA;NA;0;-0.038461538;NA;-0.071428571;NA;NA;-0.02;-0.008403361;-0.027472527;0.023809524;-0.016304348;-0.025459689;0;0.001501502;0;0
5;2006;NA;0;NA;NA;0;0.036585366;0;-0.027108434;NA;NA;NA;-0.051724138;0.04;NA;0;NA;NA;-0.029154519;-0.016949153;-0.04519774;0;0;0;-0.037037037;-0.00149925;0;-0.068965517
5;2006;NA;0;NA;NA;0;0;0;0;NA;NA;NA;0;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0
5;2006;NA;0.011627907;NA;NA;0.01;0;0;0.037151703;NA;NA;NA;0;0;NA;-0.076923077;NA;NA;0.012012012;-0.017241379;0;0;-0.03038674;0;0;0;-0.057471264;0.055555556
5;2006;NA;-0.011494253;NA;NA;0.00990099;-0.035294118;0;0.002985075;NA;NA;NA;0;0;NA;-0.083333333;NA;NA;0;0.01754386;0.01183432;0;0;0;0;0;0;-0.052631579
5;2006;NA;0.011627907;NA;NA;0.004901961;0.024390244;-0.088888889;0.005952381;NA;NA;NA;0;0;NA;0.090909091;NA;NA;-0.002967359;0;0;-0.023255814;-0.008547009;0.026124819;0;0;0;0
5;2006;NA;-0.011494253;NA;NA;-0.014634146;0;0;-0.00887574;NA;NA;NA;0;0;NA;0.083333333;NA;NA;-0.008928571;0;-0.01754386;0;-0.005747126;-0.008486563;0;0;0;0
6;2006;NA;0;NA;NA;-0.004950495;0;0;0;NA;NA;NA;0;-0.038461538;NA;-0.076923077;NA;NA;0;0;0;0.023809524;0;0;-0.006410256;-0.043543544;0;-0.037037037
6;2006;NA;0;NA;NA;0.004975124;0.011904762;0;0.002985075;NA;NA;NA;0;0;NA;0;NA;NA;0;0;-0.005952381;-0.023255814;0;0;-0.006451613;0.045525903;0;0.019230769
6;2006;NA;0;NA;NA;0;-0.011764706;0;0;NA;NA;NA;0;-0.04;NA;0;NA;NA;0;0;0;0;-0.002890173;0;0;0;0;0
6;2006;NA;0;NA;NA;0;0;0;0;NA;NA;NA;-0.009090909;0;NA;0;NA;NA;-0.021021021;0;0;0;0;-0.017118402;0;0;0.097560976;-0.018867925
6;2006;NA;0;NA;NA;-0.00990099;0.011904762;0;-0.00297619;NA;NA;NA;0;0;NA;0;NA;NA;-0.021472393;0;-0.02994012;-0.023809524;0;0;0;-0.043543544;-0.055555556;0
6;2006;NA;-0.011627907;NA;NA;-0.01;-0.035294118;0;-0.020895522;NA;NA;NA;0;0;NA;0;NA;NA;-0.028213166;0;0;-0.024390244;-0.075362319;0;0;-0.021978022;0;0
6;2006;NA;0.011764706;NA;NA;0;0;0;-0.015243902;NA;NA;NA;0;0;NA;0;NA;NA;0.003225806;-0.00862069;0;0.025;-0.056426332;0;0;-0.040128411;0;0
6;2006;NA;0;NA;NA;0;-0.024390244;0;-0.049535604;NA;NA;NA;0;0;NA;0;NA;NA;-0.01607717;0;0;-0.024390244;-0.063122924;-0.015965167;0;0;0;0
6;2006;NA;-0.034883721;NA;NA;-0.055555556;0;0;-0.068403909;NA;NA;NA;0;-0.083333333;NA;-0.083333333;NA;NA;-0.009803922;0;-0.043209877;-0.05;-0.003546099;0.016224189;0;-0.10367893;0;0
6;2006;NA;-0.012048193;NA;NA;-0.037433155;-0.0375;0;-0.031468531;NA;NA;NA;-0.027522936;0.045454545;NA;-0.090909091;NA;NA;-0.082508251;-0.008695652;0.025806452;-0.026315789;0;0;0;0.085820896;-0.023529412;0.115384615
6;2006;NA;0.012195122;NA;NA;-0.011111111;-0.012987013;0;0.007220217;NA;NA;NA;0;0;NA;0.1;NA;NA;0.061151079;0.00877193;-0.018867925;0;-0.024911032;0;0;-0.005154639;0.024096386;0
6;2006;NA;0.012048193;NA;NA;0.005617978;0.013157895;0;0.043010753;NA;NA;NA;0;0.043478261;NA;0.090909091;NA;NA;0.006779661;0;0.019230769;0.027027027;0.003649635;0;-0.006493506;-0.074265976;0;0
6;2006;NA;0.023809524;NA;NA;0.022346369;0.038961039;0.024390244;0;NA;NA;NA;0;-0.041666667;NA;0;NA;NA;0.033670034;0;0;-0.026315789;0.010909091;0;0;0;0;0
6;2006;NA;-0.023255814;NA;NA;-0.016393443;0;0;-0.024054983;NA;NA;NA;0;0;NA;0;NA;NA;-0.009771987;-0.008695652;0;0;0;0;-0.006535948;-0.027985075;0;0
6;2006;NA;0;NA;NA;0;0.025;0;0.017605634;NA;NA;NA;0;0.043478261;NA;0;NA;NA;0.036184211;0;0;0;-0.010791367;0;0.026315789;0.011516315;0;0
6;2006;NA;0;NA;NA;0.011111111;-0.024390244;-0.166666667;0.003460208;NA;NA;NA;0;-0.041666667;NA;-0.083333333;NA;NA;-0.006349206;0.00877193;0;0.027027027;-0.036363636;0;0;0.017077799;0;-0.034482759
6;2006;NA;0.011904762;NA;NA;-0.005494505;0;0;0.013793103;NA;NA;NA;0;0.043478261;NA;0;NA;NA;0;0.008695652;-0.025157233;-0.026315789;0;0;0;0;0;0
6;2006;NA;0;NA;NA;0;0;0;0;NA;NA;NA;0;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0
6;2006;NA;0;NA;NA;0.005524862;0;-0.085714286;0.006802721;NA;NA;NA;0;-0.041666667;NA;0.090909091;NA;NA;-0.038338658;-0.00862069;-0.006451613;0;0;0;0;0.080223881;0;0
6;2006;NA;0;NA;NA;0;0;0.09375;-0.023648649;NA;NA;NA;0;0;NA;0;NA;NA;0.006644518;0;0;0;-0.003773585;0;0;0;0;0
6;2006;NA;0;NA;NA;0;0;0;0;NA;NA;NA;0;0;NA;0;NA;NA;-0.0330033;0;-0.038961039;0;0;0;0;0;0;0
6;2006;NA;0.011764706;NA;NA;0.010989011;0;-0.028571429;0.003460208;NA;NA;NA;0;0.043478261;NA;0;NA;NA;0.037542662;0;-0.02027027;0;0.041666667;0;0;0;0;0.017857143
7;2006;NA;0;NA;NA;0.032608696;0;0;0.020689655;NA;NA;NA;0;0;NA;-0.083333333;NA;NA;-0.003289474;0;0;0;-0.036363636;0.017416546;0;0;0;-0.01754386
7;2006;NA;0;NA;NA;0.010526316;0.025;0;0.016891892;NA;NA;NA;0;0;NA;0;NA;NA;0.00330033;0;0;0;0;0;0;0;0.023529412;-0.017857143
7;2006;NA;-0.011627907;NA;NA;0.020833333;0;-0.058823529;-0.016611296;NA;NA;NA;0;0;NA;0;NA;NA;0;0;-0.020689655;0;0.011320755;-0.008559201;-0.006410256;0;0;0
7;2006;NA;0;NA;NA;0;0;0;0;NA;NA;NA;0;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0
7;2006;NA;0;NA;NA;0;0;0;0;NA;NA;NA;0;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0
7;2006;NA;0;NA;NA;0.015306122;0;0;0.006756757;NA;NA;NA;0.009433962;0;NA;0.090909091;NA;NA;-0.013157895;0;-0.021126761;-0.027027027;0;0;0;0;0;0
7;2006;NA;0;NA;NA;-0.010050251;0.024390244;0;0.016778523;NA;NA;NA;0;0;NA;-0.083333333;NA;NA;0.023333333;0;0;0;-0.014925373;0;0;0.025906736;0.034482759;0
7;2006;NA;0.011764706;NA;NA;-0.010152284;0;-0.03125;0.00660066;NA;NA;NA;0;0.041666667;NA;0;NA;NA;0.048859935;0.008695652;0.021582734;0.027777778;0;0;0;0;0;0
7;2006;NA;0;NA;NA;0.005128205;-0.035714286;0.129032258;0.016393443;NA;NA;NA;0;-0.04;NA;0;NA;NA;-0.01863354;0;0;-0.027027027;-0.011363636;0.008633094;0;0.072390572;0;0.018181818
7;2006;NA;-0.011627907;NA;NA;-0.015306122;0.012345679;0;-0.016129032;NA;NA;NA;0;0;NA;0;NA;NA;-0.009493671;0;0;0;0;0;0;0.040816327;0;0
7;2006;NA;0;NA;NA;0;-0.024390244;0;-0.013114754;NA;NA;NA;0;0;NA;0.090909091;NA;NA;0.012779553;0;0;0;0;0;0;0.027149321;0;0
7;2006;NA;-0.011764706;NA;NA;0.015544041;0.025;0;-0.026578073;NA;NA;NA;0;0;NA;0;NA;NA;0.006309148;0;0;0;-0.011494253;0;0;0;0;0
7;2006;NA;0.011904762;NA;NA;-0.005102041;0;-0.028571429;-0.010238908;NA;NA;NA;0;0;NA;0;NA;NA;-0.015673981;0;0;0;-0.023255814;0;0;0;-0.022222222;0
7;2006;NA;0;NA;NA;0.005128205;-0.024390244;0;-0.010344828;NA;NA;NA;0;0;NA;0;NA;NA;-0.012738854;0;0;0;0.003968254;-0.008559201;0;0.020558003;0;0
7;2006;NA;-0.011764706;NA;NA;-0.010204082;0.0125;0;-0.017421603;NA;NA;NA;0;0;NA;-0.083333333;NA;NA;0.006451613;0;-0.007042254;0;-0.007905138;0;0;0;0;0
7;2006;NA;0;NA;NA;0.015463918;-0.012345679;0;0.007092199;NA;NA;NA;0;0;NA;0;NA;NA;0.012820513;0;0.007092199;0;0.003984064;0;0;0;0;0
7;2006;NA;0;NA;NA;-0.015228426;0.025;0;0.007042254;NA;NA;NA;0;-0.041666667;NA;0.090909091;NA;NA;-0.009493671;0;-0.014084507;0;-0.011904762;-0.008633094;0;-0.041726619;0.022727273;-0.017857143
7;2006;NA;0.011904762;NA;NA;0.005154639;-0.024390244;0;0;NA;NA;NA;0;0;NA;-0.083333333;NA;NA;0.012779553;0;0.007142857;0;0.008032129;0;0;0;0.022222222;0
7;2006;NA;-0.011764706;NA;NA;0.025641026;0.0125;0;0.013986014;NA;NA;NA;0;0;NA;0.090909091;NA;NA;-0.009463722;0;-0.028368794;0;-0.007968127;0.010159652;0;-0.15015015;0;-0.036363636
7;2006;NA;0;NA;NA;0.005;0.024691358;-0.029411765;0;NA;NA;NA;0;0.043478261;NA;-0.083333333;NA;NA;-0.00955414;0;0;0;0.004016064;-0.001436782;0;0.125441696;0;0
7;2006;NA;-0.011904762;NA;NA;0.009950249;0;0;0;NA;NA;NA;0;0;NA;-0.090909091;NA;NA;0.019292605;0;-0.00729927;0;-0.04;0;0.025806452;0;0;0
8;2006;NA;0.012048193;NA;NA;-0.004926108;-0.012048193;0.060606061;0.013793103;NA;NA;NA;0;0;NA;-0.1;NA;NA;-0.006309148;0;-0.044117647;0;-0.033333333;0;-0.031446541;0;0.02173913;0.018867925
8;2006;NA;-0.011904762;NA;NA;-0.00990099;-0.024390244;-0.028571429;0;NA;NA;NA;0;0;NA;-0.111111111;NA;NA;-0.006349206;0;0;-0.027777778;0;0;0;-0.113029827;0.042553191;0.018518519
8;2006;NA;0;NA;NA;-0.01;0;-0.058823529;-0.013605442;NA;NA;NA;0;-0.041666667;NA;0;NA;NA;-0.006389776;0;0;-0.028571429;0.030172414;0;0;0;0;-0.018181818
8;2006;NA;0;NA;NA;-0.005050505;0;0;0.003448276;NA;NA;NA;0;0;NA;-0.125;NA;NA;-0.012861736;0;0;0;0;0;0;0;-0.020408163;0
8;2006;NA;0.012048193;NA;NA;0;0.0125;0;-0.003436426;NA;NA;NA;0;0.043478261;NA;0;NA;NA;0.009771987;0.00862069;0.023076923;0;0.0041841;0;-0.006493506;0;0;0
8;2006;NA;0;NA;NA;0;0.012345679;0;-0.010344828;NA;NA;NA;0;0;NA;0.142857143;NA;NA;-0.029032258;0;0;0;0.033333333;0;0;0.076106195;0;0
8;2006;NA;0;NA;NA;0.005076142;0;-0.03125;0.003484321;NA;NA;NA;-0.028037383;0;NA;0;NA;NA;0;-0.008547009;-0.007518797;0;0.004032258;-0.008633094;0;0;0;0.018518519
8;2006;NA;-0.011904762;NA;NA;-0.01010101;0;-0.032258065;0.003472222;NA;NA;NA;0;0;NA;0.125;NA;NA;0;0;0;0;0.048192771;0;0.006535948;-0.047697368;0;0
8;2006;NA;0.012048193;NA;NA;0.020408163;-0.024390244;0;0;NA;NA;NA;0;0;NA;-0.111111111;NA;NA;0;0;0;0;-0.011494253;0;0;0;0;-0.018181818
8;2006;NA;0;NA;NA;0;0;0;0;NA;NA;NA;0;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0
8;2006;NA;0;NA;NA;0;0;0;0;NA;NA;NA;0;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0
8;2006;NA;0;NA;NA;0;0.025;-0.066666667;-0.006920415;NA;NA;NA;0;0;NA;0;NA;NA;0;0.00862069;-0.037878788;0.029411765;0;0;0;0;0.041666667;0
8;2006;NA;-0.011904762;NA;NA;0.015;0;0;-0.006968641;NA;NA;NA;0;0;NA;0;NA;NA;0;0;0.023622047;0.028571429;0;0.017416546;0;0;0.03;0
8;2006;NA;0;NA;NA;0;-0.024390244;0;0.007017544;NA;NA;NA;0;0.041666667;NA;0;NA;NA;0;-0.008547009;0;0.027777778;0;0;0;0;-0.029126214;0
8;2006;NA;0;NA;NA;0.02955665;0;0;0.006968641;NA;NA;NA;0;0;NA;0;NA;NA;-0.009966777;0;-0.007692308;0.081081081;0.007751938;0;0;0;0.03;0
8;2006;NA;0;NA;NA;0.023923445;0.0375;0;0.003460208;NA;NA;NA;-0.105769231;0;NA;0.125;NA;NA;0.010067114;0;0.007751938;0.025;-0.007692308;0;0;-0.09671848;0.067961165;0.018518519
8;2006;NA;0.012048193;NA;NA;0;-0.012048193;0;-0.010344828;NA;NA;NA;0;0;NA;0;NA;NA;0;0;0;-0.024390244;0;-0.098430813;-0.006493506;0;-0.063636364;0
8;2006;NA;-0.011904762;NA;NA;0.009345794;0;0;0.006968641;NA;NA;NA;0;0.08;NA;0;NA;NA;0;0.025862069;0;0.025;0;0;0;0;0;0
8;2006;NA;0.012048193;NA;NA;0.00462963;0;0;0.010380623;NA;NA;NA;0;0.037037037;NA;0;NA;NA;0;-0.016806723;0;0;0.011627907;0.090189873;0;-0.003824092;0;-0.018181818
8;2006;NA;-0.011904762;NA;NA;0;0;0.035714286;0;NA;NA;NA;-0.053763441;-0.035714286;NA;0;NA;NA;0;0;-0.007692308;0;-0.034482759;-0.007256894;0;0;0.009708738;0.018518519
8;2006;NA;0.012048193;NA;NA;0;0;0;0.116438356;NA;NA;NA;0.147727273;-0.037037037;NA;-0.111111111;NA;NA;0;-0.008547009;0;0;0;0.007309942;0;0;0.019230769;-0.018181818
8;2006;NA;-0.011904762;NA;NA;0.023041475;0.048780488;0;0.024539877;NA;NA;NA;0.02970297;0.038461538;NA;0;NA;NA;-0.003322259;0.025862069;0.007751938;0;0;0;0;0;0;0
8;2006;NA;0.012048193;NA;NA;0.022522523;0.034883721;0;0.008982036;NA;NA;NA;0.028846154;0;NA;0;NA;NA;0.003333333;0.042016807;-0.007692308;0;0;-0.02467344;0;0;0;0
9;2006;NA;0;NA;NA;0;0.011235955;-0.034482759;0.011869436;NA;NA;NA;-0.056074766;0;NA;0;NA;NA;0;0.024193548;0.054263566;0;-0.015873016;-0.004464286;0;0;0;0
9;2006;NA;0.035714286;NA;NA;-0.008810573;-0.011111111;0;-0.005865103;NA;NA;NA;0;0;NA;0;NA;NA;0.066445183;0;0.014705882;0;0.004032258;0.029895366;0;0;0;0
9;2006;NA;0;NA;NA;0.035555556;0.011235955;-0.071428571;0.002949853;NA;NA;NA;0.059405941;-0.037037037;NA;0;NA;NA;-0.00623053;-0.031496063;0;0.024390244;0;0;0;0;0.066037736;0
9;2006;NA;0;NA;NA;0.012875536;0;0.076923077;0.005882353;NA;NA;NA;0.08411215;0;NA;0;NA;NA;-0.018808777;0.024390244;0;-0.023809524;0;0;-0.013071895;0;0;0
9;2006;NA;-0.011494253;NA;NA;-0.012711864;-0.033333333;0;-0.00877193;NA;NA;NA;-0.077586207;0;NA;0;NA;NA;-0.009584665;-0.015873016;0;0;0.016064257;0;0.013245033;0;-0.008849558;0
9;2006;NA;0;NA;NA;0.017167382;0;0;0;NA;NA;NA;0.074766355;0;NA;0.125;NA;NA;0.009677419;0;-0.02173913;0;-0.04743083;0;0;0;0;0
9;2006;NA;0.011627907;NA;NA;0;0;0;-0.002949853;NA;NA;NA;-0.095652174;0;NA;0;NA;NA;0.025559105;0;-0.014814815;0.024390244;0.020746888;0;0;0;0;-0.018518519
9;2006;NA;0.011494253;NA;NA;0.050632911;0.034482759;0;0.014792899;NA;NA;NA;0;0;NA;-0.111111111;NA;NA;-0.00623053;0.008064516;0.022556391;-0.023809524;0;-0.007256894;0;0.053742802;0;0
9;2006;NA;0;NA;NA;0.016064257;-0.033333333;0;0.011661808;NA;NA;NA;0;0.038461538;NA;0;NA;NA;0;0;0;0;-0.012195122;0;-0.006535948;0;0;0.018867925
9;2006;NA;0;NA;NA;-0.007905138;0;0;-0.008645533;NA;NA;NA;0.057692308;0;NA;0;NA;NA;-0.009404389;0.016;0.014705882;0;-0.004115226;-0.01754386;0;-0.04007286;-0.008928571;0.018518519
9;2006;NA;0.011363636;NA;NA;-0.007968127;0.022988506;0;-0.002906977;NA;NA;NA;0.045454545;0;NA;0;NA;NA;0.025316456;0;0;0;0.016528926;0;-0.006578947;0;0.009009009;0
9;2006;NA;0.011235955;NA;NA;0;-0.011235955;0;-0.011661808;NA;NA;NA;0;0;NA;0;NA;NA;0.043209877;0;0;0;0;0.025297619;0;0.022770398;0;0
9;2006;NA;0.011111111;NA;NA;-0.008032129;0.011363636;0;0.002949853;NA;NA;NA;0.043478261;0;NA;0;NA;NA;0.071005917;0;-0.014492754;0;0.008130081;0;0.006622517;-0.005565863;0;0
9;2006;NA;0.010989011;NA;NA;0.004048583;-0.02247191;0;0;NA;NA;NA;0;0;NA;0;NA;NA;-0.016574586;0;0;0;-0.008064516;-0.015965167;-0.006578947;0;0;-0.018181818
9;2006;NA;0.010869565;NA;NA;0.004032258;0;0;0.005882353;NA;NA;NA;0;0;NA;0;NA;NA;-0.016853933;0;0.022058824;0;-0.004065041;0.001474926;0;0;-0.017857143;-0.018518519
9;2006;NA;0.010752688;NA;NA;0.012048193;0;0;-0.00877193;NA;NA;NA;0;0;NA;0;NA;NA;0.014285714;0;0;-0.024390244;0;0.002945508;0;-0.02238806;0;0
9;2006;NA;-0.010638298;NA;NA;-0.011904762;0;0;-0.01179941;NA;NA;NA;0;0;NA;0;NA;NA;0.005633803;-0.007874016;-0.007194245;0.025;-0.008163265;0;0.006622517;0;0;0
9;2006;NA;-0.021505376;NA;NA;0.016064257;0;0;-0.002985075;NA;NA;NA;0;0;NA;0;NA;NA;-0.025210084;0.007936508;0.007246377;0;0.016460905;-0.013215859;0;0.028625954;0;0.018867925
9;2006;NA;-0.010989011;NA;NA;0.027667984;0;0;-0.011976048;NA;NA;NA;-0.066666667;-0.037037037;NA;0;NA;NA;0.011494253;0.007874016;-0.007194245;0;0.004048583;0;0;0;0;0
9;2006;NA;0;NA;NA;-0.019230769;0;0;0.006060606;NA;NA;NA;0;0;NA;0;NA;NA;0;-0.0078125;0;0;0;0;0;-0.025974026;0;-0.018518519
9;2006;NA;0;NA;NA;0.003921569;0;0;0;NA;NA;NA;0.008928571;0;NA;0.125;NA;NA;-0.005681818;0;0;0;0.008064516;0;0;0.007619048;0;0
10;2006;NA;0;NA;NA;0.01171875;0.011494253;0;0;NA;NA;NA;0;0;NA;0;NA;NA;0.005714286;0;0.007246377;0;0;0;0;0;0;0
10;2006;NA;0;NA;NA;0.019305019;-0.011363636;0;0.027108434;NA;NA;NA;0;0;NA;0;NA;NA;0.011363636;0;-0.007194245;-0.024390244;-0.004;0;0;0;0.018181818;0
10;2006;NA;0.011111111;NA;NA;0;0.011494253;0;0.008797654;NA;NA;NA;0;0;NA;0;NA;NA;-0.002808989;0;0.007246377;0;-0.004016064;-0.008928571;0;0;0.035714286;0
10;2006;NA;0;NA;NA;0.007575758;-0.022727273;0;-0.011627907;NA;NA;NA;-0.008849558;-0.038461538;NA;-0.111111111;NA;NA;0.01971831;0;0;0;0.004032258;0;0;-0.003780718;0.120689655;0
10;2006;NA;-0.010989011;NA;NA;0.011278195;0;-0.071428571;0.017647059;NA;NA;NA;0;0;NA;0;NA;NA;0.060773481;0;-0.007194245;0;-0.004016064;-0.016516517;0;0;0;0
10;2006;NA;0;NA;NA;0.011152416;0;0;0.00867052;NA;NA;NA;0;0.04;NA;0;NA;NA;-0.0234375;0;0;0;0.008064516;0.009160305;0;0;0;0
10;2006;NA;0;NA;NA;0;0.011627907;0.115384615;0.022922636;NA;NA;NA;0.008928571;-0.038461538;NA;0;NA;NA;0;0;-0.007246377;0;-0.008;0;0;0;0.069230769;-0.018867925
10;2006;NA;0;NA;NA;0.014705882;0;0;0.014005602;NA;NA;NA;0;0;NA;0;NA;NA;-0.008;0;-0.01459854;0.025;-0.008064516;0.057488654;0;0;0;0
10;2006;NA;-0.011111111;NA;NA;0.02173913;0;-0.103448276;0;NA;NA;NA;0;0;NA;0;NA;NA;0.010752688;0;-0.014814815;-0.024390244;0;-0.001430615;0;0;0;0
10;2006;NA;0;NA;NA;-0.017730496;-0.011494253;0.115384615;-0.016574586;NA;NA;NA;0;0;NA;0;NA;NA;-0.021276596;0;0.022556391;-0.025;0;-0.037249284;0;0.043643264;0.007194245;0
10;2006;NA;0.011235955;NA;NA;0;0;-0.034482759;0.002808989;NA;NA;NA;0;-0.08;NA;0;NA;NA;0.008152174;0;0.007352941;0;0;0;0;-0.041818182;0.014285714;0
10;2006;NA;0;NA;NA;0;0;-0.035714286;0.011204482;NA;NA;NA;0;0;NA;0;NA;NA;0.002695418;0;0;0;0;0;0;0;-0.021126761;0
10;2006;NA;0.022222222;NA;NA;0;0.011627907;0;0;NA;NA;NA;0.026548673;0;NA;0;NA;NA;0.01344086;0;0.00729927;0;0.012195122;0;0;-0.009487666;0.043165468;0
10;2006;NA;0.02173913;NA;NA;0;0;0.037037037;0;NA;NA;NA;0;0.043478261;NA;0;NA;NA;0.026525199;0;0;0;0;0;0;0.001915709;0;0
10;2006;NA;-0.010638298;NA;NA;0;-0.011494253;0;0;NA;NA;NA;0;0;NA;0;NA;NA;0.010335917;0;-0.007246377;0;0.008032129;-0.008928571;0;0;0;0
10;2006;NA;-0.010752688;NA;NA;0.02166065;0;-0.107142857;-0.002770083;NA;NA;NA;0;0;NA;0;NA;NA;0.007672634;0.007874016;-0.00729927;0;0;0.001501502;0;0.001912046;0;0
10;2006;NA;0.02173913;NA;NA;0.028268551;0;0.04;-0.013888889;NA;NA;NA;0;0;NA;0;NA;NA;-0.005076142;-0.0078125;0;0;0;-0.00149925;0;0;0;0.019230769
10;2006;NA;0;NA;NA;-0.017182131;0;0;-0.008450704;NA;NA;NA;0;-0.041666667;NA;0;NA;NA;0.005102041;0;0;0;0.003984064;0;-0.046052632;0;0;0.037735849
10;2006;NA;0.010638298;NA;NA;0.01048951;0;0;0.005681818;NA;NA;NA;-0.051724138;0.043478261;NA;0;NA;NA;0.015228426;0;0;0;-0.011904762;0;0.020689655;0.005725191;0;-0.036363636
10;2006;NA;0.021052632;NA;NA;0.027681661;0;0.038461538;0.008474576;NA;NA;NA;0;0;NA;0;NA;NA;0.02;0.007874016;-0.007352941;0.025641026;0.048192771;0;0;0;0;0.018867925
10;2006;NA;0;NA;NA;0.013468013;0;0;0;NA;NA;NA;0;0;NA;0;NA;NA;-0.009803922;0.03125;0;0;0.019157088;0;0.013513514;0;-0.103448276;0
10;2006;NA;0;NA;NA;-0.006644518;0;0;-0.011204482;NA;NA;NA;0;0;NA;0;NA;NA;0.002475248;0.022727273;-0.059259259;0;0.011278195;0.004504505;-0.006666667;0;-0.023076923;-0.018518519
11;2006;NA;0;NA;NA;0;0;0;0;NA;NA;NA;0;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0
11;2006;NA;-0.020618557;NA;NA;-0.006688963;-0.011627907;0.037037037;0;NA;NA;NA;0.009090909;-0.041666667;NA;0;NA;NA;-0.014814815;-0.022222222;0.015748031;0;0;-0.004484305;0;0.017077799;0;0
11;2006;NA;0;NA;NA;-0.01010101;0;0;-0.025495751;NA;NA;NA;0.018018018;0;NA;0;NA;NA;0;-0.007575758;0.007751938;0;0.022304833;0.009009009;0;0;0.023622047;0.018867925
11;2006;NA;0.010526316;NA;NA;-0.006802721;-0.023529412;-0.071428571;0.020348837;NA;NA;NA;0;0;NA;0;NA;NA;0.002506266;0.015267176;-0.023076923;0.025;0.04;-0.008928571;0;0;0;0.018518519
11;2006;NA;0.010416667;NA;NA;0.02739726;0.012048193;0;0.008547009;NA;NA;NA;-0.026548673;0.043478261;NA;0;NA;NA;0.0125;0;0;0;0.017482517;0;0;0;0;0
11;2006;NA;-0.020618557;NA;NA;0.013333333;0;0;-0.028248588;NA;NA;NA;0;0.083333333;NA;0;NA;NA;-0.004938272;-0.015037594;0;0;0.034364261;0.018018018;0;0;-0.023076923;0
11;2006;NA;0;NA;NA;0.003289474;0;0;-0.020348837;NA;NA;NA;-0.036363636;0;NA;0;NA;NA;0.00248139;0.022900763;0.015748031;0;0.049833887;0;-0.006711409;0;0.015748031;0.018181818
11;2006;NA;0;NA;NA;-0.003278689;-0.011904762;0.115384615;-0.089020772;NA;NA;NA;-0.028301887;0.038461538;NA;0;NA;NA;0.007425743;0.007462687;0;0;-0.015822785;0;0.006756757;-0.042910448;0;0
11;2006;NA;-0.021052632;NA;NA;-0.009868421;-0.024096386;0;0.039087948;NA;NA;NA;0;0.037037037;NA;0;NA;NA;-0.00982801;0;0;0;-0.035369775;-0.017699115;-0.006711409;0;0;-0.017857143
11;2006;NA;0;NA;NA;0.003322259;-0.012345679;0.137931034;-0.034482759;NA;NA;NA;-0.029126214;0;NA;0;NA;NA;0.004962779;0;0;0;0.006666667;0.018018018;0;0.015594542;0;0
