MONTH;YEAR;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B
5;2004;0;0.021671827;0;0;0;-0.003802281;NA;-0.03962704;0;0;NA;NA;0;-0.010526316;0;0;0.025;-0.0390625;NA;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;-0.2;0;0;NA;0;0.013157895;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;NA;0;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0.057692308;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;NA;0;-0.032258065;-0.009090909;NA;NA;0;NA;0;0;NA;0;0;NA;0.00776699;NA;0;NA;0;0;0;0;NA;0;NA;NA;0.01744186;-0.015873016;0;0;NA;0;0;NA;NA;-0.037037037;NA;0;0;0;0;0;0;-0.044776119;0;0;0;0;NA;0;NA;0;0.02891933;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;0;NA;0;NA;-0.04577823;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.022774327;NA;NA;NA;0;0;0.093785311;NA;0;0.114814815;0;0;0;0;NA;NA;-0.042553191;0;0.018181818;NA;0;NA;0;NA;0;0;NA;0.04742268;0;0;0;0;0;0.035714286
5;2004;0;0;0;0;0;0.043256997;NA;0.019417476;0.019230769;0;NA;NA;0.0025;-0.031914894;0;0;-0.024390244;0;NA;0;0;0;0;-0.027027027;0;NA;0;-0.004237288;-0.045454545;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;-0.125;0;0;NA;0;-0.012987013;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;NA;0;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;NA;0;0;0.055045872;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;0.022857143;0;0;0;NA;0;0;NA;NA;-0.015384615;NA;0;0;0;0;0;0;-0.015625;0;0;0;0;NA;0;NA;0.086705202;0.026627219;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;0.00375;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.058704453;NA;NA;NA;0;0;0;NA;0;0;0;-0.043478261;0;0;NA;NA;0.022222222;0;0;NA;0;NA;0;NA;0;0;NA;0.025590551;0;0;0;0;0;0
5;2004;0;0;0.022727273;0;0;-0.024390244;NA;-0.019047619;0;0.016666667;NA;NA;0.009975062;0;0;0;0;0;NA;0;0;0;0;0;0;NA;0;0;0.047619048;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;NA;0;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;-0.028985507;0;0;NA;0;0;NA;0.407407407;0;0;NA;NA;0;NA;0;0;NA;0;0;NA;0.003853565;NA;0;NA;0;0;0;0;NA;0;NA;NA;0.055865922;0.048387097;0;0;NA;0;0;NA;NA;0;NA;0;0;0;0.1;0;-0.375;0;0;-0.020689655;0;0;NA;0;NA;0.122340426;0.027377522;0;0;0;NA;0;0;0;NA;0.082725061;NA;NA;0;NA;0;-0.007155635;0;0;-0.0124533;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;-0.03250478;NA;NA;NA;0;0;0;NA;0;0;0;0;0;0;NA;NA;-0.02173913;0;0;NA;0;NA;0;NA;0;0;NA;0.005758157;0;0;0;0.016245487;0.01980198;0
5;2004;0;0;0.022222222;0;0;0.025;NA;0;0;0.024590164;NA;NA;0;0;0;0;0.05;0;NA;0.027027027;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;-0.032258065;0;0;0;0;0;0;NA;0;-0.026315789;0;NA;0;0;0;NA;0;0.081967213;NA;NA;NA;0;NA;0;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0.029850746;0;0;NA;0;0;NA;0;0;-0.052173913;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;-0.021164021;0.107692308;-0.125;0;NA;0;-0.076923077;NA;NA;0.078125;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0.004739336;0.026647966;0;0;0;NA;0;0;0;NA;0.025617978;NA;NA;0.095249406;NA;0;0;0;0;0.01261034;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.033596838;NA;NA;NA;0;0;0;NA;0;0.029900332;0;0;0;0;NA;NA;0;0;0;NA;0.068181818;NA;0;NA;0;0;NA;0.04389313;0;0;0.037037037;0.044404973;-0.009708738;0
5;2004;0.027027027;-0.015151515;0;0;0;0.006097561;NA;0;0;0.008;NA;NA;0.012345679;0;0;0;0;0.040650407;NA;0.026315789;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;0.015151515;NA;NA;NA;0;0;0;0.01048218;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;-0.014492754;0;0;NA;0;0;NA;0.131578947;0;0.055045872;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;-0.027027027;-0.041666667;0;0;NA;0;0;NA;NA;-0.036231884;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0.025956284;0;0;0;NA;0;0;0;NA;0.019719544;NA;NA;0;NA;0;0;0;0;-0.00373599;NA;0;NA;0;NA;0;NA;NA;0;0.11249309;0;NA;NA;NA;NA;NA;NA;NA;-0.024856597;NA;NA;NA;0;0;0;NA;0;0;0;0;0;0;NA;NA;0;0;0;NA;0.021276596;NA;0;NA;0;0;NA;0;0;0;0;0;-0.009803922;0
5;2004;-0.026315789;0;0;0;0;0;NA;0.080097087;0;0;NA;NA;0;0;0;0;-0.023809524;0;NA;0;0.045454545;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;0.066666667;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;NA;0;0;0;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;0.005555556;0.043478261;0;0;NA;0;0;NA;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;-0.061320755;0;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;-0.00125;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;0;0;NA;0;0;0;0;0;0.142857143;NA;NA;0;0;0;NA;0;NA;0;NA;0;0;NA;0;0;0;0;0;0;0
6;2004;0.027027027;0.030769231;0;0;0;-0.03030303;NA;0.017977528;0.018867925;-0.007936508;NA;NA;-0.009756098;0.021978022;-0.006097561;0.041666667;0;0;NA;0;0.043478261;0;0;0;0;NA;0;0;0.045454545;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0;0.002074689;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;NA;0;0;0;NA;NA;0;NA;0;0;NA;0;0;NA;-0.003838772;NA;0;NA;0;0;0;0;NA;0;NA;NA;0.005524862;0.013888889;0;0;NA;0;-0.083333333;NA;NA;0;NA;0;0;0;0;0;0;0;0;0.021126761;0;0;NA;0;NA;0.065326633;-0.001331558;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;0.005006258;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.011764706;NA;NA;NA;0;0;0;NA;0;0.032258065;0;-0.009090909;0;0;NA;NA;0;0.047619048;0;NA;0;NA;0;NA;0;0;NA;0.018281536;0;0;0;0;0;0
6;2004;0;0;0;0;0;0;NA;0.072847682;0;0;NA;NA;0;0;0;0;0;0;NA;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;NA;0;0;0;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;0;0;0;0;NA;0;0;NA;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;0;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;0;0;NA;0;0;0;0;0;0;NA;NA;0;0;0;NA;0;NA;0;NA;0;0;NA;0;0;0;0;0;0;-0.034482759
6;2004;0;-0.044776119;0;0;0;-0.0175;NA;-0.016460905;-0.018518519;0.008;NA;NA;0.009852217;0;0;0;-0.048780488;0;NA;-0.025641026;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;NA;0.011363636;-0.013513514;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;NA;0;0;0.043478261;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;-0.032967033;-0.04109589;0;0;NA;0;0;NA;NA;-0.067669173;NA;0;0;0;-0.045454545;0;0;0.015873016;0;0;0;0;NA;0;NA;0.014150943;-0.036;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;0.03237858;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;-0.040697674;NA;NA;NA;0;0;0;NA;0;0;0;0;0;0;NA;NA;0;0;0;NA;0;NA;0;NA;0;0;NA;0;0;0;0;0;0;0
6;2004;0.026315789;-0.03125;0.043478261;0;0;0;NA;0.035564854;0;0;NA;NA;-0.002439024;0;0;0;0;-0.03125;NA;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;0.09375;0;0;0;0;0;0;NA;0;-0.04109589;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0.094339623;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0.014705882;0;0;NA;0;0;NA;0;0;0.016666667;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;0;-0.071428571;0;0;NA;0;0;NA;NA;0;NA;0;0;0;0.047619048;0;0;0;0;0;0;0;NA;0;NA;-0.009302326;-0.002766252;0;0;0;NA;0;0;0;NA;0.100128921;NA;NA;0;NA;0;0;0;0;0.006031363;NA;0;NA;0;NA;0;NA;NA;0.070632799;0;0;NA;NA;NA;NA;NA;NA;NA;-0.002020202;NA;NA;NA;0;0;0;NA;0;0;0;0;0;0;NA;NA;-0.022222222;0.045454545;0;NA;0;NA;0;NA;0;0;NA;0;0;0;0;0;-0.00990099;0
6;2004;0;0.032258065;0;0;0;0;NA;0.016161616;0;0.007936508;NA;NA;0;0;0;0;0;0;NA;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;NA;0;0;0.024590164;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;0.017045455;0.061538462;0;0;NA;0;0;NA;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0.06036036;0;0;0;NA;0;NA;0;NA;0;NA;NA;0;0;-0.024778761;NA;NA;NA;NA;NA;NA;NA;0.030364372;NA;NA;NA;0;0;0;NA;0;-0.03125;0;0;0;0;NA;NA;0;0;0.035714286;NA;0;NA;0;NA;0;0;NA;0;0;0;0;0;-0.01;0
6;2004;0;-0.025;0.020833333;0;0;0;NA;0;0;-0.015748031;NA;NA;0.002444988;-0.021505376;0;0;0;0;NA;0;0.041666667;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;0.085714286;0;0;0;0;0;0;NA;0.123595506;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0;0;0.028571429;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0.057142857;0;NA;0;0;NA;0;0;0.024;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;-0.005586592;0;0;0;NA;0;0;NA;NA;-0.024193548;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;-0.018030513;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;0.004796163;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.019646365;NA;NA;NA;0;0;0;NA;0;0;0;0;0;0;NA;NA;0.045454545;0;-0.051724138;NA;0;NA;0;NA;0;0;NA;-0.078994614;0;0;0;0;0.01010101;0
6;2004;0;-0.022435897;0;0;0;-0.045801527;NA;0;0;0.008;NA;NA;-0.002439024;0;0;0;0;0;NA;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;0.026315789;0;0;0;0;0;0;NA;0.025;0.014285714;0;NA;0;0;0;NA;0;-0.044776119;NA;NA;NA;0;0;-0.017241379;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;-0.014285714;NA;NA;NA;NA;NA;NA;0;0.043478261;0.036036036;0;NA;0;0;NA;0;0;0.03125;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;0;-0.028985507;0;0;NA;0;0;NA;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0.007062147;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0.051120837;0;0;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;-0.01734104;NA;NA;NA;0.06241824;0;0;NA;0;0;-0.222222222;0;0;0;NA;NA;-0.043478261;0.043478261;0;NA;0;NA;0;NA;0;0;NA;0;0;0;0;0;0.01;0
6;2004;0.025641026;-0.016393443;-0.020408163;0;0;-0.013333333;NA;-0.015904573;0;0.007936508;NA;NA;0.002444988;0.010989011;0.006134969;0;-0.025641026;0;NA;0;-0.04;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;-0.025641026;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;-0.09375;NA;NA;NA;0;0;0;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;-0.013888889;0;0;NA;0;0;NA;0;0;0;NA;NA;0;NA;0;0;NA;0;0;NA;0.001926782;NA;0.333333333;NA;0;0;0;0;NA;0;NA;NA;-0.033707865;-0.074626866;0;0;NA;0;0;NA;NA;-0.016528926;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;-0.03286385;0;0;0;0;NA;0;-0.026315789;0;NA;0;NA;NA;0;NA;0;0;0;0;-0.013126492;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.045098039;NA;NA;NA;0;0;0;NA;0;0;0;0;0;0;NA;NA;0.045454545;0;0;NA;0;NA;0;NA;0;0;NA;-0.064327485;0;0;0;-0.121598639;-0.00990099;0
6;2004;-0.025;0;-0.020833333;0;0;-0.013513514;NA;0;0;0;NA;NA;0;-0.010869565;0;0;0;0;NA;0;0.083333333;0;0;0;0;NA;0;0;-0.086956522;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;NA;0.009756098;0.014084507;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0;0;-0.027777778;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0.008695652;0;NA;0;0;NA;0;0;0;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;-0.01744186;0.016129032;0;0;NA;0;0;NA;NA;0.025210084;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;-0.029126214;0;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;0;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;0;0;NA;0;0;0;0;0;0;NA;NA;-0.02173913;0.020833333;0;NA;0;NA;0;NA;0;0;NA;0.010416667;0;0;0;0.13552759;0;0
6;2004;0;-0.006666667;0;0.409200969;0;-0.004109589;NA;0;-0.018867925;0;NA;NA;0;0;0;0;0;0;NA;-0.052631579;0.038461538;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;-0.026315789;0;0;0;0;0;0;NA;-0.009661836;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;-0.051724138;0;NA;0;0;NA;0;0;-0.015151515;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;0;0.031746032;0;0;NA;0;0;NA;NA;-0.049180328;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0.030769231;NA;0;-0.040540541;0;NA;0;NA;NA;0;NA;0;0;0;0;-0.009673519;NA;0;NA;0;NA;0;NA;NA;0;0;0.028130672;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;0;0;NA;0;0;0;0;0;0;NA;NA;0;0;0;NA;0;NA;0;NA;0;0;NA;0;0;0;0;0;0;0
6;2004;0;0.023489933;0;0;0;0;NA;0;0;0;NA;NA;0;0.021978022;0;0;0;0;NA;0;0;0;0;0.166666667;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;-0.142857143;0;0;NA;0;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;NA;0;0;0;NA;NA;0;NA;0;0;NA;0;0;NA;-0.001923077;NA;0;NA;0;0;0;0;NA;0;NA;NA;0;-0.015384615;0;0;NA;0;0;NA;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0.04;-0.04628331;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;-0.001221001;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.022514071;NA;NA;NA;0;0;0;NA;0;-0.024193548;0;0;0;0;NA;NA;0.022222222;0.020408163;0;NA;0;NA;0;NA;0;0;NA;0.039175258;0;0;0;0;0.04;0
6;2004;0;0;0.021276596;0;0;-0.031636864;NA;0;0;-0.007874016;NA;NA;0;0;0;-0.022222222;0;0;NA;0;0;0;0;-0.142857143;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;0.081081081;0;0;0;0;0;0;NA;0;0.041666667;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0;0.18426501;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;-0.014084507;0;0;NA;0;0;NA;0;0;0;NA;NA;0;NA;0;0;NA;0;0;NA;0.001926782;NA;0;NA;0;0;0;0;NA;0;NA;NA;-0.023668639;0;0;0;NA;0;0;NA;NA;-0.017241379;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0.033653846;-0.033823529;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;-0.007334963;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.040366972;NA;NA;NA;0;0;0;NA;0;-0.008264463;0;0;0;0;NA;NA;0;0;0;NA;0;NA;0;NA;0;0;NA;0;0;0;0;0;-0.019230769;0
6;2004;0;-0.02295082;0;0;0;0;NA;0;0;0;NA;NA;-0.007317073;0.021505376;0;0;0;0;NA;0;-0.037037037;0;0;0.055555556;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;-0.025;0;0;0;0;0;0;NA;0.024390244;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0;0;0.142857143;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;-0.028571429;0;0;NA;0;0;NA;0;0;0;NA;NA;0;NA;0;0;NA;0;0;NA;0.001923077;NA;0;NA;0;0;0;0;NA;0;NA;NA;0.006060606;-0.015625;0;0;NA;0;0;NA;NA;0;NA;0;0;0;-0.045454545;0;0;0;0;0;0;0;NA;0;NA;0.03255814;0;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;-0.007389163;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.007054674;NA;NA;NA;0;0;0;NA;0;-0.016666667;-0.071428571;-0.04587156;0;0.0625;NA;NA;0;0;0;NA;0;NA;0;NA;0;0;NA;0;0;0;0;0;0;0
6;2004;0;0;0;0;0;0;NA;0;0;0;NA;NA;0.002457002;0;0;0;0;0;NA;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0.045454545;NA;NA;NA;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;NA;0;0;0;NA;NA;0;NA;0;0;NA;0;0;NA;0.001919386;NA;0;NA;0;0;0;0;NA;0;NA;NA;0.018072289;0;0;0;NA;0;0;NA;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0.031531532;0.02130898;0;0;0.044776119;NA;0;0.084507042;0;NA;0;NA;NA;0;NA;0;0;0;0;0.008684864;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.077057793;NA;NA;NA;0;0;0;NA;0;0;0;0;0;0;NA;NA;0;0;0;NA;0;NA;0;NA;0;0;NA;0;0;0;0;0;0.009803922;0
6;2004;0;-0.003355705;0;0;0;0.048295455;NA;0;0;-0.007936508;NA;NA;-0.00245098;-0.042105263;-0.006097561;0;0;0;NA;0;0;0;0;0;0;NA;0;-0.076595745;-0.047619048;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;NA;0;0.12;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;-0.052631579;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0.009090909;0;NA;0;0;NA;0;0;0;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;-0.023668639;-0.015873016;0;0;NA;0;0;NA;NA;0;NA;0;0;0;0;0;0;0;0;-0.04137931;0;0;NA;0;NA;0;0;0;0.009375;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;0.030750308;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.042276423;NA;NA;NA;0;0;0;NA;0;0;0;0;0;0;NA;NA;0;0;0;NA;0;NA;0;NA;0;0;NA;-0.047619048;0;0;0;0;0;0
6;2004;0;-0.057239057;0;0;0;-0.010840108;NA;0;0;0;NA;NA;0;0.010989011;0;0;-0.026315789;0;NA;0;0;0;0;-0.052631579;0;NA;0;0;0;NA;0;0;0;NA;0;NA;NA;NA;-0.051282051;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;NA;0;0;NA;NA;NA;0;0;0;0;0;NA;0;0;0;NA;NA;NA;0;0;NA;0;NA;0;NA;0;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0.014705882;0;0;NA;0;0;NA;0;0;-0.038461538;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;NA;-0.012121212;-0.096774194;0;0;NA;0;0;NA;NA;-0.052631579;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;-0.021834061;0;0;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;-0.007159905;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;-0.00624025;NA;NA;NA;0;0;0;NA;0;-0.06779661;0;0;0;-0.117647059;NA;NA;-0.02173913;0;0;NA;0;NA;0;NA;0;0;NA;-0.110416667;0;0;0;0;-0.009708738;0
