"","Group.1","Group.2","ERSTE.GROUP.BANK..PRA.","VIENNA.IN.GROUP..PRA.","CENTRAL.EUR.MEDIA..PRA.","PHILIP.MORRIS.CR","CEZ","KOMERCNI.BANKA","MONETA.MONEY.BANK","KOFOLA.CESKOSLOVENSKO","UNIPETROL","TELF.O2.CZECH.REPUBLIC","STOCK.SPIRITS.GROUP.PRA.","PEGAS.NONWOVENS","FORTUNA.ENTM.GROUP"
"114",6,2013,0.000192687136261498,3.19184788931409e-05,8.60836739653223e-06,-0.238945426688046,5.72556478156811e-05,1.08409130565237e-05,NA,NA,-1.82782660708611e-05,-8.0962120461866e-05,NA,-2.61931426130851e-05,0.00010773370650946
"115",7,2013,1.54826621938192e-05,6.06432070484452e-06,7.53912134885222e-05,-0.175531333075647,1.43228836626151e-06,2.97628117762054e-05,NA,NA,-3.16212553949418e-06,-5.21030284147983e-05,NA,-3.1525185374073e-05,5.65277706660956e-06
"116",8,2013,5.33949592967491e-05,1.74787028906075e-05,-0.000222903340308986,3.49889231015146e-05,-2.5205086606872e-05,8.27389439007376e-05,NA,NA,-1.61500860018986e-05,-2.40483536102923e-05,NA,4.95526821655167e-05,-2.70634621181965e-05
"117",9,2013,-7.09517697172578e-05,-7.5561971583923e-05,4.961735177401e-05,-0.220871490544021,0.000202360597891527,2.04477303703236e-05,NA,NA,-1.46860359585112e-05,8.09020866377591e-05,NA,-8.29276773265761e-06,-9.95713640338808e-06
"118",10,2013,-8.38324220952351e-06,3.09799263574851e-06,0.00117692462845667,2.34987003199836e-06,0.000116234972917974,1.89229312315522e-05,NA,NA,-1.37393047936186e-06,0.000130270890400983,NA,-3.27485544925159e-05,-1.71273342038195e-05
"119",11,2013,-0.000103002802732991,-9.58302584671876e-05,-0.000100323329141958,-0.22991601035133,-4.17193914886677e-05,3.970438723855e-05,NA,NA,-2.31803901720522e-05,-3.79475355627667e-06,NA,-1.00543823325318e-05,2.65678276872805e-05
"120",12,2013,-2.20924254204215e-05,7.94420849708047e-05,-0.000122036683508733,-1.25754715960133e-05,1.93712551655149e-05,1.48773066772508e-05,NA,NA,-2.36987618370399e-05,9.19289853997671e-07,-2.1480837000512e-05,-3.07757225276659e-06,3.25341522679616e-05
"121",1,2014,3.19132124875491e-05,-7.72230939171081e-08,5.8846210398946e-05,1.61082962803316e-05,9.03563523534682e-05,8.18001652508801e-05,NA,NA,-6.91871504563967e-05,-2.21607109998524e-06,-7.97173699194348e-05,-6.59250789378592e-06,3.27375958767008e-05
"122",2,2014,0.000140354330098742,-2.68444141524531e-05,-0.00159883472075732,8.69610428829e-07,0.000129322320151937,-2.70478924436575e-05,NA,NA,-0.000139490548652794,-2.29587754655129e-06,-2.68164863934357e-05,-2.1003838741902e-05,-7.54104147386797e-06
"123",3,2014,-8.13022974077815e-05,-4.9510692837195e-05,0.000406794234478175,-7.41400117685785e-05,2.14975063855567e-05,-1.83389912600761e-06,NA,NA,3.53084764259875e-05,-3.94778301033336e-06,-6.69867798091435e-05,-1.06505786240689e-05,-3.27570244562181e-05
"124",4,2014,2.5193023462819e-05,-2.30318650149266e-05,-0.000176799689686523,-0.217136515702038,-4.41162208473039e-05,-4.17155397830736e-05,NA,NA,-1.07414316077995e-06,-2.38900857439752e-06,-0.000221432848180279,-8.70658838313145e-06,-5.56071009220919e-05
"125",5,2014,0.000130882784349004,-6.46851194861887e-05,-8.35174909378743e-05,-1.40060885507489e-05,5.29075178013788e-05,-1.00609251142787e-06,NA,NA,-0.000157321365662416,-8.46534942747745e-07,-1.9353824486868e-05,-1.97817062778413e-05,-6.19758558755335e-06
"126",6,2014,-1.31847029642231e-05,-1.79358344243672e-05,1.76167703096893e-05,-1.35902901422553e-05,-2.67608615589262e-05,6.43297942398381e-06,NA,NA,-3.55838785912886e-05,1.07392648057077e-05,-0.000168888049339443,-1.04826522994643e-05,1.82124401768721e-05
"127",7,2014,0.000242562504841635,-5.44682046796887e-05,-0.000108324372527098,-2.50653800636843e-06,1.78352209241518e-05,1.38285383893814e-05,NA,NA,-0.000167370276754098,8.63174783758383e-05,-8.1366698947725e-05,-2.76275834822086e-05,1.73354123201563e-06
"128",8,2014,-6.46551450219181e-05,2.8101136046666e-05,-0.000118392540729595,0.00257521229683168,-1.65686871869058e-06,-2.54646220937052e-05,NA,NA,-3.34333980787006e-05,-9.36630123097342e-06,-2.19052505281251e-05,-7.33815440421725e-06,-3.15405400330774e-05
"129",9,2014,0.00014559305092115,9.19899933719536e-06,2.56012882946451e-05,-5.70804107169881e-06,2.01242027301112e-05,1.57855051821791e-05,NA,NA,2.74270778354796e-05,-1.52021560279158e-05,-8.73993132372975e-05,-1.18992801060953e-05,-2.82847762075632e-05
"130",10,2014,-2.40849165333718e-05,2.73901724743982e-06,6.29022564203556e-05,-8.73802411395498e-06,2.40211246948586e-05,9.91704419266227e-06,NA,NA,-8.17370526676233e-05,5.27103703229384e-05,-0.000122156292882039,-3.54951440106263e-05,3.75579049962401e-05
"131",11,2014,-5.09332980881846e-05,-2.73814010296524e-05,9.67723260891531e-05,9.10053106120372e-06,3.23980455393903e-05,5.71909735368246e-05,NA,NA,-5.25101563303223e-06,0.000416221446168386,-0.000421431899921006,-2.0120953625233e-05,-3.64036916011926e-05
"132",12,2014,8.89027379872964e-06,-8.95296132814478e-06,4.47025328818517e-05,2.52156369030888e-06,-7.86783687550339e-05,-1.7895351690333e-05,NA,NA,-7.51613048262388e-05,3.64914288971193e-05,-5.92553871435776e-05,-5.01854193068599e-05,-3.15072659768014e-06
