"","Group.1","Group.2","ERSTE.GROUP.BANK..PRA.","VIENNA.IN.GROUP..PRA.","CENTRAL.EUR.MEDIA..PRA.","PHILIP.MORRIS.CR","CEZ","KOMERCNI.BANKA","MONETA.MONEY.BANK","KOFOLA.CESKOSLOVENSKO","UNIPETROL","TELF.O2.CZECH.REPUBLIC","STOCK.SPIRITS.GROUP.PRA.","PEGAS.NONWOVENS","FORTUNA.ENTM.GROUP"
"92",8,2011,0.000224787487664547,0.000113152814742539,0.000760876137948986,-0.204309491923572,4.85760771483967e-05,0.000256609825616308,NA,NA,2.11710587937315e-05,1.25283276951304e-05,NA,1.82363523535401e-06,5.67351842701468e-05
"93",9,2011,0.000634040638416416,-9.9971592394942e-05,0.000141187447487687,-9.14780316055072e-05,3.30472710005243e-05,0.000124953811447265,NA,NA,-0.0817339763093341,0.000191964185718506,NA,-1.96443078410213e-05,-5.17754875058767e-06
"94",10,2011,0.000373597026017916,-1.32744237240837e-05,6.90559991746325e-05,2.57615193285245e-05,9.08459128774546e-05,2.01645024568853e-05,NA,NA,-3.42687061932025e-06,-1.52386253048103e-05,NA,-6.90854627122701e-06,2.84197387056691e-05
"95",11,2011,0.000266603003044291,4.81330336923415e-05,0.000111012178131982,-0.160667431711666,-5.88759531120411e-05,-0.000173874854554336,NA,NA,-3.32159020475323e-05,2.65475252697147e-07,NA,1.37366266727093e-05,-0.000104073128757332
"96",12,2011,9.53480684880642e-05,-2.97736842702957e-05,-3.54558974737589e-05,-0.155430606761571,-3.17885420117793e-05,7.03059107513301e-05,NA,NA,-1.09768654749849e-05,1.16099673431008e-05,NA,-8.19095463847294e-06,-2.17879847422767e-05
"97",1,2012,-0.000188804861426406,-1.05105601703772e-05,0.000106146055446246,-4.81728967495827e-05,-3.21464222558452e-05,-0.000126576546031904,NA,NA,-3.29266341364374e-06,4.33121647591271e-06,NA,-1.56807441057884e-05,2.400889033791e-05
"98",2,2012,-0.000123152961427839,-5.12412269829468e-05,0.000133661806855308,-0.188992120937273,-6.84939731893962e-05,-0.000138625800040669,NA,NA,-2.21712613784272e-05,-0.000122791323222588,NA,-3.39282813068378e-05,1.66593324319469e-05
"99",3,2012,-3.00876311420818e-05,9.92874131937688e-06,1.14834504487837e-05,-1.43233594900121e-05,-2.67366512031665e-05,1.06623385623136e-06,NA,NA,-2.74049918646687e-05,-6.67002315904553e-06,NA,-5.54257183971325e-06,8.5321666386548e-07
"100",4,2012,9.51361565995971e-05,-0.000137999896209951,0.000109347246390745,-0.222524543585516,-5.6264312264823e-05,3.97202529462302e-05,NA,NA,-3.00056073014523e-05,1.60292280031109e-05,NA,6.33220415788789e-07,-1.83792070472762e-05
"101",5,2012,-8.44062859781543e-05,6.94262646017102e-05,-6.74875716539728e-05,1.71587071989333e-05,2.45615275834719e-05,-3.29539345990801e-05,NA,NA,-1.64624037133966,-5.13973233041228e-05,NA,-4.13708191144541e-06,1.84460180021493e-06
"102",6,2012,-1.22089165625788e-05,3.34588988426676e-05,0.00011113875113107,-0.000157307886531892,1.92930664943e-05,1.02261258075023e-05,NA,NA,-4.30807101756773e-06,1.33912698450936e-05,NA,-6.33877351980652e-06,-3.6759561852991e-05
"103",7,2012,-2.25211891133998e-05,-1.17490595194044e-05,1.76665072724378e-05,-8.89869206816465e-05,2.1095846315561e-05,1.59868577153714e-05,NA,NA,-9.29860563655099e-06,8.16793615606636e-06,NA,7.39680861583729e-06,-1.33628016190642e-05
"104",8,2012,-8.52777090987415e-05,-3.79598689953103e-05,-0.156487913540199,-2.02572074791134e-05,-5.75572451161441e-05,2.88715970645198e-05,NA,NA,-1.92373568177784e-05,4.9515230429696e-06,NA,-2.72676715018023e-06,-7.73727751085202e-05
"105",9,2012,-0.000201915254833242,-4.84317278799749e-05,-0.000132097545196637,-1.23873177368059e-05,-3.41585060836448e-05,-7.06494366200503e-05,NA,NA,-2.42686332635662e-05,2.7386350489905e-05,NA,1.26717157611672e-05,0.000123397169600158
"106",10,2012,-1.03226695841572e-05,3.858412728279e-06,-9.16857578984009e-05,9.04438896549718e-07,-1.19075688624198e-05,-2.1417899074226e-05,NA,NA,-1.62555618717491e-05,4.98717455363263e-06,NA,-1.73336281922769e-05,3.86410842146837e-05
"107",11,2012,-8.72232235447627e-05,-1.81921995049473e-05,-0.000159307289581223,-0.202256830491619,1.18563168049241e-05,-1.65784740134339e-05,NA,NA,-0.00321774836139448,1.14849329625691e-05,NA,-1.94419046389756e-06,8.07638284203785e-06
"108",12,2012,4.29844740885502e-05,4.09572231532295e-06,5.74731263190737e-05,-2.75088146641208e-07,3.81618368217017e-05,-1.13560737939697e-06,NA,NA,-3.67929675074414e-05,1.83507916495986e-05,NA,4.2711862090784e-06,1.25471121167162e-05
"109",1,2013,5.06478113166246e-05,-2.33320333558289e-05,-0.000241273874912997,-8.12670211744358e-05,-1.27026066795695e-05,-8.01993105681184e-05,NA,NA,-8.32997428497643e-07,-1.23595065845718e-05,NA,1.18300728091088e-05,-2.96922024297023e-05
"110",2,2013,4.33070964895778e-05,-4.71103476352647e-05,-1.16922076055276e-05,-3.63761100714825e-05,2.30065486364811e-05,9.03129587387525e-06,NA,NA,-2.23487979853753e-05,2.15685820985831e-05,NA,-1.07246199614057e-05,-9.57711532816048e-06
"111",3,2013,-1.32526385114648e-05,-7.11662410698002e-06,-0.0001523988297049,5.04559958755787e-08,4.29430210027755e-05,6.72738237177468e-05,NA,NA,4.93338979337416e-06,-3.49823781147654e-05,NA,-1.00014580694777e-05,1.90251717214837e-06
"112",4,2013,0.000163820825010909,-5.25094456750914e-05,-3.81144631237847e-05,-4.02688657527595e-05,1.07584106043887e-05,3.28347542960424e-05,NA,NA,-2.03496178180549e-05,6.43045036951877e-06,NA,-1.04917835662374e-05,-5.65395499239114e-05
"113",5,2013,1.54852419961686e-05,-8.76018810648425e-06,0.00198177250694087,-9.04074215897976e-06,-7.82625351367061e-06,3.42193351718757e-05,NA,NA,-6.85176606272397e-06,3.60537507363398e-05,NA,-8.7793103816244e-06,-4.99418229287574e-05
