"","Group.1","Group.2","CEZ","KOMERCNI.BANKA","TELF.O2.CZECH.REPUBLIC","UNIPETROL","MONETA.MONEY.BANK","PHILIP.MORRIS.CR","BOREALIS.EXPLORATION","E4U","ENERGOAQUA","ENERGOCHEMICA","FORTUNA.ENTM.GROUP","JACHYMOV","KOFOLA.CESKOSLOVENSKO","PEGAS.NONWOVENS","PRAZSKE.SLUZBY","RM.S.HOLDING","SAFETY.REAL.INVESTICNI.FOND","TOMA","CENTRAL.EUR.MEDIA..PRA.","ERSTE.GROUP.BANK..PRA.","NEW.WORLD.RES...PRA.","PHOTON.ENERGY..PRA.","STOCK.SPIRITS.GROUP.PRA.","TATRY.MOUNTAIN..PRA..RESORTS.6","VGP..WI...PRA.","VIENNA.IN.GROUP..PRA."
"49",1,2008,0.0190513200195517,0,0.0333663657044194,0,NA,0.0231500976540179,NA,NA,0,NA,NA,0,NA,0.0228218214816031,0,0,NA,0,0.0206383787963108,0.00864325875816201,NA,NA,NA,NA,0,NA
"50",2,2008,0.0030934680384924,0.0164136863029609,0.00599102945959739,0,NA,0.0038260882059717,NA,NA,0,NA,NA,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0.0177160744740528
"51",3,2008,0,0.0312654032806899,0.011539785634284,0.0169055414992976,NA,0.0123255623372943,NA,NA,0,NA,NA,0,NA,0.0053291903763264,0,0,NA,0,0,0.0115742829977395,NA,NA,NA,NA,0,0
"52",4,2008,0.00651069750173104,0,0.00325154133467229,0.012684000876711,NA,0.0189940576200659,NA,NA,0,NA,NA,0,NA,0.0170883992983623,0,0,NA,0.0123573751735638,0.0176298961859341,0.0134564806490603,NA,NA,NA,NA,0,0
"53",5,2008,0,0.0222477403011765,0,0.012731039153802,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,NA,0,0.0107051442279285,0.0170415740323561,NA,NA,NA,NA,0.00556225449909854,0.00742612578841817
"54",6,2008,0.0206683335925316,0.00905732790777062,0.0092567853180726,0,NA,0,NA,NA,0,NA,NA,0,NA,0.00596540407759893,0,0,NA,0,0,0.0161460011743958,NA,NA,NA,NA,0.00486124404843269,0.00865034345877115
"55",7,2008,0,0.0134933490146217,0.00976215718550683,0,NA,0,NA,NA,0,NA,NA,0,NA,0.0302698839060223,0,0,NA,0,0.00198604756343436,0.0375451546531959,NA,NA,NA,NA,0.000221543824171666,0
"56",8,2008,0.00344267879604354,0,0.00745356068034137,0.00694237872423367,NA,0.00912923598164192,NA,NA,0,NA,NA,0,NA,0,0,0,NA,0,0.0126676464415026,0,NA,NA,NA,NA,0.00511770672852723,0.00558421157618175
"57",9,2008,0.0276408648794834,0.0294143611155414,0,0.013274646068275,NA,0.0118819958776173,NA,NA,0,NA,NA,0,NA,0,0,0,NA,0,0.0818325454657535,0,NA,NA,NA,NA,0,0.0419986234211845
"58",10,2008,0,0,0,0,NA,0.0403612519901084,NA,NA,0,NA,NA,0,NA,0.0176124511106412,0,0,NA,0.00185845681442231,0.0979944246717301,0,NA,NA,NA,NA,0,0
"59",11,2008,0,0,0.018081920960559,0,NA,0.00428393702229454,NA,NA,0,NA,NA,0,NA,0.0331549828905889,0,0,NA,0,0,0,NA,NA,NA,NA,0.00540738070435875,0
"60",12,2008,0.0251018246061197,0.0354191858513371,0.0249790114691187,0,NA,0,NA,NA,0,NA,NA,0,NA,0.0202569586804615,0,0,NA,0,0,0,NA,NA,NA,NA,0,0.0209479279179455
"61",1,2009,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,0.0293545612060191,0.00487950036474267,0,NA,0,0,0,NA,NA,NA,NA,0,0
"62",2,2009,0.0153993449668346,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,0.00644135978685922,0,0,NA,0.0161980864066844,0,0,NA,NA,NA,NA,0,0.0158368451388542
