"","Group.1","Group.2","VENTSPILS.NAFTA","BALTIC.TELEKOM","DITTON.PIEVADKELU","GRINDEKS","GROBINAS.ZV","LATVIJAS.BALZAMS","LATVIJAS.GAZE","LATVIJAS.KUG","OLAINES.KIMISKI...FAR","RIGAS.KUGU.BUVETAVA","SAF.TEHNNIKA","SALDUS.MR","TALSU.MR.DEAD...DELIST.25.04.17","VALMIERAS.STIKLA.SKIEDRA"
"33",9,2006,0.0194721152341261,NA,0.0155803962616488,0,0.00310315278336703,0.008359959678526,0.0125893957334995,0.0178324003711272,0.0150433381717005,0,0,0.00249215736166062,0,0
"34",10,2006,0.0545292877468951,NA,0,0.00307972536968592,0,0.0107784547380299,0.00574163440644614,0,0,0,0.00623962958830066,0.11672878853974,0.00636083547498015,0.00949572208482781
"35",11,2006,0.0206881390497967,NA,0,0.0097997404505544,0.0296902798495378,0,0.0267944706070364,0.00670082531843423,0,0.00609007959931144,0.00865094781354841,0.0173816506582191,0.0678705429070031,0.00497370966377078
"36",12,2006,0.0131525381123285,NA,0,0.00572140500903217,0.0294786347118611,0.00544392974626367,0.0113853694373043,0,0,0.00750017032782095,0.0102753356717524,0.111082316782475,0.00126663993957923,0
"37",1,2007,0.0108594667807511,NA,0,0,0.0398557651077907,0,0.0119584610317058,0,0,0.00892199267577732,0.00986407875994599,0.00451736238543407,0,0.00373617998611026
"38",2,2007,0,NA,0.00924670983725989,0,0,0,0.0114775618363235,0,0.0021943763320447,0.0151487129632765,0.00963439516474594,0.00398673878723844,0,0.0131383289623109
"39",3,2007,0.0125903316757082,NA,0.0208369284338228,0.00563157429152715,0.000621304536872516,0,0.011219360232729,0,0.00887200251014602,0,0,0,0,0.00895637846647574
"40",4,2007,0.0151676197553779,NA,0,0,0,0.0158464082408399,0.0100260259116622,0.00608541001932101,0,0.0143304546411343,0.0268092071978453,0.00134407647648554,0.00732841675663774,0.0182129568781185
"41",5,2007,0.00632148025160992,NA,0,0,0.0145124592958029,0.0119071286326152,0.011837784307596,0.00680341803851755,0.00563795351708438,0,0.00870045032245544,0.00419616928523399,0.0136644534530826,0
"42",6,2007,0,NA,0,0.00889736638551687,0.0391327057151161,0,0.00395184310812444,0.0156416186264144,0,0.00769661245945364,0,0,0.0186920101336294,0.0117877856656547
"43",7,2007,0.00124201488331515,NA,0.00809199950844796,0,0,0.00645634198623064,0.0144542486326873,0.00803960640716971,0.00491865108884791,0.00935988646861281,0.0140879733037515,0.0726185184073448,0,0
"44",8,2007,0.0130250763747293,NA,0.026903685829496,0.00716091477455863,0.0134287901366853,0.0125458772038577,0.00894280880900492,0,0.00943674560416331,0,0,6.4842094879512e-05,0,0.00665137791277363
"45",9,2007,0.019249000720716,NA,0.011033401145642,0.0116166089357588,0.00813884640507758,0.00297570372229857,0.00472098984511072,0,0.011089626466707,0.0137895905733633,0,0,0.0429121102426066,0.0155393786426132
"46",10,2007,0,NA,0.00881840664702687,0.0133730660819427,0,0.00768442821411227,0.00981224061746229,0.00758062714240681,0,0,0.0214290625481409,0,0.0137386930662934,0.00322101322913645
"47",11,2007,0,NA,0,0,0.0468390637482369,0.00597583276107177,0.0147342819364915,0,0,0,0,0,0.00143077353789033,0.011050665248175
"48",12,2007,0.0791780334490867,NA,0.00452379622658965,0.0125105043449303,0.0162476291586415,0.00636253037823499,0,0,0.0248728227887319,0.030308268003724,0.0411096660012558,0.0112886197356364,0,0
"49",1,2008,0.0143950868240615,NA,0.0255573967756808,0.00595026325375596,0.00711768574374627,0,0.0584285246287817,0,0,0,0.0231291471871617,0,0.0119147367950787,0
"50",2,2008,0.0193111760675679,NA,0.000363766940658945,0.00220982720901046,0.000325707395446459,0.0128105901288277,0.0123491781611129,0.0233350077640707,0.0191284378183399,0.00954905429886674,0.0423229449274803,0,0.0150668149757579,0.00929464378950246
"51",3,2008,0.00618030776989305,NA,0,0,0.00959270090890925,0.0455823009610226,0.0334055919761749,0.00709561050270248,0,0.023705162730342,0.027304437288272,0.0011239199897384,0.0397736892950224,0
"52",4,2008,0.0069295166404512,NA,0,0,0.0137985846940642,0,0.0420491856700263,0.00393427576914749,0,0.00218530068100774,0.011146073407866,0,0.0585184779887978,0.0206035071756982
"53",5,2008,0,NA,0.0365326189917642,0,0.00575399241654095,0.0291722353000513,0.0169973198833917,0.00700350018806929,0.0430693183500795,0.00881342353460834,0.0139507519652811,0.00476981309973,0.0558879966723634,0.01880960835855
"54",6,2008,0.00322124660063211,NA,0.0375017044471028,0.0110934764183892,0.0824934305893775,0.0318861415074829,0.0622707962533661,0.0247069897104013,0.0166695942481518,0.0175356622836581,0.0349471341407571,0.0153919521062682,0,0.01774710607036
"55",7,2008,0.0217071211258578,NA,0.00829308577376161,0.022371664145112,0,0.0105764554318512,0.0384766415916941,0.0220838899162893,0.03837335457438,0.0282517077585714,0.00798640114939952,0.000484186670674527,0.0234747158774231,0.0279801376110625
"56",8,2008,0.0164914264264833,NA,0,0,0,0,0.0196696277983543,0.00468432745367052,0,0.0266444508031045,0.0100228572565966,0,0,0.0260213436269648
"57",9,2008,0,NA,0.0294515824810442,0,0.0124443633928262,0.05251574661821,0.034923059108553,0.0150797507534298,0.0227909595574184,0,0.00232050593005701,0,0,0
"58",10,2008,0,NA,0.0318831643923945,0,0,0.0339632152038379,0,0,0,0,0,0.0295808184401817,0,0.0626832236160894
"59",11,2008,0,NA,0.0608599836583085,0.0507789623548127,0.00408185541310946,0,0.0166590262009488,0.0146153500843811,0.070940491709517,0.0234158443996216,0,0.0123011504359503,0,0.0352112337376989
"60",12,2008,0,NA,0.0470371427950087,0.0489219358984869,0.00244864261486778,0.0508277523565198,0.0105914644762205,0.0633909370461437,0.0671056348167216,0,0.088522469650795,0,0,0.0509032584280848
"61",1,2009,0.0202026091850328,NA,0,0,0.065219267252871,0.0341250953454126,0.0766876357388277,0,0.012443801271238,0.0169001982355972,0.0738845224018592,0.010936347656932,0,0.0267904860353081
"62",2,2009,0.0435051178500095,NA,0,0.0406968661976507,0,0.0280362255440721,0.0639946641711967,0.0374705552364924,0.0856122195543426,0.00781836380718764,0.0226121912889669,0,0,0.0417482795277367
"63",3,2009,0.0116148700658965,NA,0.0668779719678507,0.0105844247330542,0.0150877972282838,0.0452518847631347,0.0109006780164956,0.0313033865060036,0.0346970281356318,0,0.0428039612487028,0,0.0189758347084037,0.0152772302387428
"64",4,2009,0.03362780099109,NA,0.0341654943147953,0.0259216568230724,0.0137626933339514,0.0393972256824378,0.0286751056911694,0.0315470890757649,0.0294788570369199,0.0386361928524438,0.0637817842216307,0,0.0269213813260833,0.0531617709369305
"65",5,2009,0.0330213562052119,NA,0,0.0338662533343712,0.0675749359970979,0.0181981546360276,0.0510508463476836,0,0,0,0,0,0.0122140279961281,0
"66",6,2009,0.0278305717603091,NA,0.0507082610009494,0,0.0150138472911451,0,0,0.0335998141058641,0.0473796825546549,0,0.0613956872470635,0,0,0.0519181430249476
"67",7,2009,0,NA,0.0687722819470045,0,0.00822611426720217,0.0202616284479428,0.00766169507050732,0.00592736056307725,0,0.0571159473856602,0.0572610134711976,0,0.00121930771893563,0.0357583709736768
"68",8,2009,0,NA,0,0.0203109747719521,0.0610960630635035,0.0459639834539776,0.066406815383206,0.0506138759345659,0,0,0.00459852270699154,0.00915584115831963,0,0.0364963161626058
"69",9,2009,0.0197967786923188,NA,0.0456461103144256,0.00998568799553879,0.00204496151866088,0.0488036320302512,0.0407798922123483,0.0157507740012863,0,0.0465260925710787,0,0,0.0154374836586019,0
"70",10,2009,0,NA,0,0.0204587132140597,0.0118272117987141,0.0517194522805187,0.0346849066992241,0.0351085898460693,0,0.0442257707949309,0.0412148382614785,0,0,0.0725030676219544
"71",11,2009,0.0217395802761738,NA,0.0278309704439715,0,0.0354725774207126,0.0243480835208259,0.037019372743199,0,0.0350124656998164,0,0.0423978301246067,0,0,0.0350145834876927
"72",12,2009,0.0439223705093165,NA,0.0249577392088163,0.0185512907828252,0.0518228729996271,0.0286726791385161,0.0254244186929841,0.00596516190501704,0.0119048131399643,0,0.0220845943983327,0.00506052816997839,0.00821015478668669,0
"73",1,2010,0.0343909685836618,NA,0.0063704536900452,0.047982886088586,0,0.0193417211436216,0.0169386024911961,0.0338823984101054,0.0183765257885254,0.011703753045816,0.0204878669930139,0.00392637308700188,0,0.0685686055537442
"74",2,2010,0.0363648871730513,NA,0.00420574055985099,0.0232349827180237,0.0664527560194612,0.0400447827407334,0.0349479428676914,0.0458811635364278,0.01140667887968,0,0.0239672173560346,0,0.0146145424295983,0.053074357975091
"75",3,2010,0.0106525821690521,NA,0.0835304574222349,0.0136108063141536,0.00707977121057674,0.0160778228064075,0.0405052380231207,0,0,0.0456769382957826,0.0322181415860602,0.000160983445434724,0,0
"76",4,2010,0.0561779456757201,NA,0.108394831093121,0.0148194019550313,0.0115275659752756,0.0146196396075887,0.0218719375780822,0.023112907439651,0.0235479202399832,0.075572653309327,0.00126358360606288,0.000337098428488108,0.0302064308758308,0
"77",5,2010,0.143404806890247,NA,0,0.0222140975225674,0,0.0326675735868415,0,0.0599869004040132,0.0255284337860077,0.0394972374899321,0.00709809958003116,0,0.158560290730161,0.0221102368505668
"78",6,2010,0.0822869930747159,NA,0.0456093460971161,0,0.00325300021063177,0.0230521263234844,0.0142504328676001,0,0,0.0354416455704057,0.0708350371790682,0.0258774196398872,0.0453096462161562,0
"79",7,2010,0.0316705399435057,NA,0,0.0277532343963888,0.0121819342993896,0.0248666214672789,0.0431047808583322,0.0405862817518835,0,0.0643212576939689,0,0,0,0
"80",8,2010,0.0435447197262441,NA,0.193478794164441,0,0,0.0350556649432398,0.0451092854847877,0.0320050745315051,0.0156981195665424,0.0482382908069002,0,0,0.0511499926145021,0.043069301312129
"81",9,2010,0.0358191566855425,NA,0.0322928135968461,0.00827122775943313,0.0161157810525047,0.0391232777513198,0.0212053154801107,0.0108358489969732,0,0.0509361865813157,0,0.0422304453181859,0.00522803614690572,0.0284961149709336
"82",10,2010,0.0668609167449662,NA,0.00597601717020816,0.0100140904039646,0.1040058074756,0.0111316122807951,0.0323480228211931,0.0191485926637018,0,0,0,0.000161571378679876,0.0357146837909221,0.0351899799764744
"83",11,2010,0.0230493031350879,NA,0.0209202858535909,0.0127385798596104,0,0.00830700752168292,0.021215729270871,0.0337932564675782,0,0,0,0.00442193507462966,0.031012359503435,0.0142922347728249
"84",12,2010,0.0686437808972621,NA,0.030489252974891,0.0121554879494497,0,0.0143177334955344,0,0.0162308600149611,0.0119517649684939,0.0478419832216022,0.0201882245691003,0,0.00707977121057674,0.0773374371781524
"85",1,2011,0.00501874238971074,NA,0.055592639482363,0.00608659887067411,0.0778623315679361,0.00928097289213683,0.0184715020634779,0.00848673774796996,0.00957648732800899,0.0387003714425314,0.0168800087367927,0,0,0
"86",2,2011,0.025229898449365,NA,0.022542518019565,0.0100684267576539,0,0.0669409288105186,0.00542025581979622,0.0462970977214447,0.00904529318435738,0,0.00357491608501893,0.00228366005158315,0.0136083442740214,0.00817682026370334
"87",3,2011,0.033744695727547,NA,0.0720939881133946,0.0312274252833591,0.000618523148730309,0,0.0166702678909265,0,0,0.0479164259060879,0,0,0.00290776315749522,0
"88",4,2011,0,NA,0.0127812138630326,0.00524230284762769,0,0.0504254440163563,0.0194758515088028,0,0,0,0,0,0,0.0194844401249739
"89",5,2011,0.031478500224434,NA,0.0476003621601213,0.00169328158503822,0.0291382486184942,0.0546590053600351,0.0115719225583307,0.0135159904981881,0.0290610734353852,0.0447685408097582,0.00295589997983818,0.00276738036241025,0.0138006070517854,0.0576458730328765
"90",6,2011,0.0380150672151388,NA,0.0455017936036508,0,0,0.0414345305302889,0.0152120443253233,0.0201682710971497,0,0.0371243845073802,0.0218922145457695,0,0.0160736482258852,0.00975817392160137
"91",7,2011,0.018429027226819,NA,0.00193644262229172,0,0.0928926345390892,0.0152313998168998,0.0213227282087962,0.0167608087169004,0.0431888592653123,0.0144078597140629,0.0222352082334513,0,0,0
"92",8,2011,0.0440889570637776,NA,0,0.0660699674197622,0,0.0302854395626788,0.0257216323744457,0.048693941332552,0,0.0845695068877258,0,0.00692913772711112,0.00131054113747467,0
"93",9,2011,0,NA,0,0.0206442100811136,0.00338987839624121,0.0607842769810808,0.0207788343209582,0.0250244412865175,0,0.0385679766925328,0.0205474420297306,0,0,0.0107090392169963
"94",10,2011,0.00396281537248045,NA,0.0396650753123427,0.0377263949488021,0.000363822080835081,0.0637212086895523,0.018542262108763,0.0234471755981341,0.0145902287045182,0,0.0307474331941513,0,0.00366420842961779,0.0101283071832731
"95",11,2011,0.0421157624848532,NA,0,0.0326190037542249,0,0.0203857647553897,0.0209037360986962,0.00960211211024388,0.0396036145753176,0.0333250720538016,0,0,0.0273252020425589,0
"96",12,2011,0.0155612409405751,NA,0.0590433162354884,0.0448368155944538,0.0231031464293203,0,0.0240147641418993,0,0.00609079118783079,0.047958965468691,0.0178756688731572,0.0362942232762033,0,0.0507223228984127
"97",1,2012,0.0158804272292494,NA,0.0729595536816282,0.0290831598135834,0,0.0079310164126154,0.00498008590180639,0.0481763024373632,0.0334481001093419,0.041579063039803,0.0197250008917821,0,0.00900830833565107,0.0237282186153883
"98",2,2012,0.0233782195183953,NA,0.0623742554506836,0.041169354199326,0.106938955317892,0.0255668878830482,0.0157215557210848,0.0287965068254957,0.0164715096470333,0.021401719382029,0.000749226766158744,0,0.00578015971271673,0.0311861867073473
"99",3,2012,0.0237315883628111,NA,0.0334776581963966,0.0327360179248808,0.0599627562642005,0.0151748086051064,0.00928845742834859,0.0512300051196801,0.0185059983780402,0.0429134023152269,0.013906550978522,0.0195723691448046,0.00436970177984522,0.0457911408042307
"100",4,2012,0.00957529880420105,NA,0.000117928619332383,0,0.0172192171151519,0.0127844202719295,0.0135483762613749,0.0147644334760449,0,0.0396942087620592,0.020561220465206,0,0.0464896440788585,0.0178341148960906
"101",5,2012,0,NA,0.00946739845939057,0,0.00703727553144574,0.0577118141491322,0.0112264646640906,0.0272844966979678,0.00881561615764932,0.0154522243918378,0.0271904849719933,0.011347368464883,0.0500260328541414,0.0233313903111892
"102",6,2012,0.0179736366211361,NA,0,0.0163828404831861,0.0202086645138772,0,0.00922817145557323,0.0423053504042867,0,0.00740194819591032,0.0353135781466181,0,0,0.0254907193768995
"103",7,2012,0.00711066584739383,NA,0,0.0236301938329019,0,0.034866627280415,0,0.0264216285543561,0.0129108027328223,0.080615766581967,0.00953204175819651,0,0.1112072176423,0.0232554305687297
"104",8,2012,0.0272820297171254,NA,0.0560169795811966,0.0292338178857505,0.00315992800740163,0.0028064250914811,0.00894163400050624,0.0278320203071899,0.00744238529569886,0.0384986650079289,0,0.0736133505338984,0,0
"105",9,2012,0.00750734920957424,NA,0.0111227835179823,0.0207102299109043,0.273904618570713,0.0141661321916541,0.00437248178547795,0.0120231705624594,0.0124321820567421,0.0441933215143599,0.010370155747917,0.00355987186931813,0.049371736851778,0
"106",10,2012,0.0202481406077082,NA,0.0169998703272088,0.0241832292157649,0,0.00720164206711724,0.0140049391128409,0.0332440259682595,0.0151869929898415,0.0575671842239666,0.0212364203385697,0.142805429959748,0,0.00452760941568944
"107",11,2012,0.0223756506659715,NA,0,0.0276680622583685,0,0.00840836318251859,0.00745606238943243,0.0129321703236448,0.0123288976560052,0.0220934635021208,0.02324651648965,0.00432960643739809,0.0702648052522944,0.0167978164556605
"108",12,2012,0.0139136472744033,NA,0.0921162290083784,0.0296233737682968,0,0,0.0208556523818202,0.00715619564274343,0.0104628013174064,0.0273429734741877,0.0181144005069101,0.0147005853341218,0.0117974254849484,0
"109",1,2013,0.0421904685564429,NA,0.0401187043185687,0.014209100967281,0.0179071462974975,0,0.0107855141543229,0.0424920656813107,0.00643883926875458,0.0593116588340498,0.0230248594582179,0,0.0257299111971427,0.0240430203640751
"110",2,2013,0.0047232998097265,NA,0.00969472253235262,0.011246642500507,0.0164691798146215,0.02473518611741,0,0.0377915070257033,0.0125487698327237,0.0143647732623647,0.0370855154777058,0.0120059601191134,0,0.0284235587469319
"111",3,2013,0.0115720849492185,NA,0.0183492282357688,0,0.0915147784543431,0.0185449593041519,0.0133451167710482,0.0182392283471128,0,0.0670114141472876,0.0158646137121192,0.00340025097766127,0.0573852298728237,0.00188354285647583
"112",4,2013,0.0227030160233461,NA,0.0402093143210904,0.0111710338780422,0.00403445238922533,0.0240588759256613,0.0150142724867345,0.0298335218976829,0.0130816502929809,0,0.0192591605835975,0.0127330992389892,0.00742532668867319,0
"113",5,2013,0.0152984596230389,NA,0.0147487572271826,0.011829755108578,0.00459530006778736,0.0113925622210526,0.00623286578522092,0,0,0,0,0,0,0.0249301409821225
"114",6,2013,0.0293992383306252,NA,0,0,0.0100750725000117,0.00265570069434757,0,0,0,0.0834262498997739,0.0255551727516141,0,0.0343527715526581,0.0364784553927428
"115",7,2013,0.00946238900975305,NA,0.0300121248190784,0.0107165412486797,0.0365088521436992,0.00566676405874786,0.0111628101810021,0.0255303473821363,0.0188195079469099,0.069981214509567,0.0103055739029399,0.0163411346521264,0.0465242105199235,0.0336993732688265
"116",8,2013,0.0199269397220804,NA,0.040805755541391,0.0112069992343556,0.0356883630701313,0.0193628684466332,0.0127654613317857,0.0145677078268049,0,0.0102192198161713,0.0231523511252289,0.0128072772730448,0,0.00879214384865648
"117",9,2013,0.0100382533347758,NA,0.0525170546669178,0.0159022789137403,0.059243622343453,0.0127387055449388,0.022514673214614,0.0304245387460399,0.00939976885667785,0.0300258275994428,0,5.76392586244735e-05,0,0.000972164364493685
"118",10,2013,0,0.0291792774839993,0.0174597786345641,0.0127100136095069,0.00778731419561637,0.00448923377427685,0.0184462606599705,0.0289581589495773,0.0142037991491645,0.00675570323611364,0.0117501510417726,0.00630287790469499,0.0114521133515928,0
"119",11,2013,0.00749495493387795,0.118414848530655,0.00410391340834062,0.00574084647381169,0.0451804330021136,0.010428602465489,0.00469822707715387,0,0.00717403711555977,0.0333367384294067,0.0115867476572507,0,0.0516402896371838,0.0209718304078408
"120",12,2013,0.0191109820046015,0,0.00966607721439741,0.00161476025163832,0.0293421828862241,0.0128941560332432,0,0.0072767049015015,0,0.00632870317425659,0.0165269040089282,0,0,0.0184106145729899
"121",1,2014,0.0113567925131639,0,0.0769006911891853,0.0153702295183613,0.0313335049686212,0.0144657660524811,0.0147254903624591,0,0,0.0634502352210547,0,0,0,0.0177719926573464
"122",2,2014,0.0135542169366231,0,0,0.0212041624775869,0.0106027072973772,0.0118338010864368,0.0111411200311757,0.00863179705521023,0.0153645222074842,0,0.0361702648335111,0,0,0
"123",3,2014,0.0430322869862562,0.0144337661207478,0.0226169598279699,0.00810468767157871,0.0200130692306941,0.0284061318164482,0.0181790663256118,0.026719997249157,0.00871193305856247,0.0295782790495611,0.0169652033948273,0,0,0.00589878598511105
"124",4,2014,0.035772544632364,0.0146415282338878,0.00422467551457451,0,0.00416605661284274,0.0204879718867585,0.0201284237797508,0.0325259724308472,0.00730498753071775,0.106680894443724,0.0138983024354201,0,0.0243975018237133,0.0373776273608558
"125",5,2014,0.0625306340250869,0.0318558054445215,0.0703732723934403,0.0197405941552122,0.0768112610027931,0.0059887461208199,0.00668468484207621,0.0205547318214319,0,0.0654000465833114,0.024507380908486,0,0.0325300023990878,0
"126",6,2014,0.0601394174482392,0,0,0.00400140026479913,0,0,0.00428791964639346,0.0136178651108143,0,0.0404036519311892,0,0,0.00641236470053221,0.0272207044646381
"127",7,2014,0.0537617715746462,0,0,0,0,0.0286673135166937,0.0220159092207929,0.0100513019859211,0,0.0632097035467256,0.0380164215800677,0,0.0227405796536503,0
"128",8,2014,0,0,0.00537417228136116,0.031513581384801,0.0748799022636182,0.0335388756697309,0.0234419386277663,0.0145405109294853,0.0139669118960266,0,0.0168228733085807,0,0,0.0125100810642431
"129",9,2014,0.0449617159315399,0,0.00189687467600734,0,0.0308429054060596,0.00426162758336176,0.0205540445417274,0.00658617090872393,0.0087341134949243,0.00453497585500881,0.017941093124578,0.0126723302342167,0.0195180014589707,0.00871788837232799
"130",10,2014,0.0582340664581171,0,0.000221543824171667,0,0,0.0176632644537642,0.0128775302547458,0.0271224181648059,0,0.0332310974825633,0.0237981316354514,0,0.00295391815188046,0.0157055544510976
"131",11,2014,0.0402529056646881,0,0.00514988642630266,0.0115113040521805,0.0101257430192518,0,0.00590778967253532,0.0429417200655847,0,0,0.00587599742632816,0.00831904724579405,0,0.0124063589918989
"132",12,2014,0.025688754183512,0,0.00465242105199235,0.0333146533134667,0.0298732357717608,0.0548347520321251,0.0138398822683006,0.0215390401934531,0,0.0383973757114643,0.0363211272967844,0,0,0.016307101010322
