"","Group.1","Group.2","KAZMUNAIGAS.EXPL.PROD","HALYK.SAVINGS.BANK","BANK.ASTANA.FIN","BTA.BANK","KAZAKHTELECOM","KAZTRANSOIL","KCELL","AKTOBE.METALWARE.PLANT","AKTOBE.OIL.EQU.PLANT","ALLIANCE.BANK","ALTYNEX.COMPANY","ASIA.AVTO","ASTEL","ASYL.INVEST","ATAMEKEN.AGRO","ATFBANK","BANK.CENTERCREDIT","BAST","BAYAN.SULU","CHIMPHARM","DELTA.BANK","EKOTON","EXIMBANK.KAZAKHSTAN","HALYK.KAZAKHINSTRAKH","IN.CO.KOMMESK.OMIR","INSURANCE.CO.LDN.ALMATY","JSC.CAPITAL.HOTELS.JSC","KARAGANDA.FAC.OF.ASBESTOS.CMT.PRDS.","KARAZHYRA","KAZINVESTBANK","KAZKOMMERTSBANK","KM.GOLD","KMK.MUNAI","KTC","MANGISTAU.ELTY.DS.NET..MPANY","MANGISTAUMUNAIGAZ","MATEN.PETROL","MINERAL.RES.OF.CENTRAL.ASIA","NURBANK","PNB.KAZAKHSTAN.BANK","RAKHAT","SALDT.GROUP","SAS","SAT...COMPANY","SCIPIO","SENIM.BANK","SHALKIYA.ZYNC","SHYMKENT.MUNAI.ONIMDERI","STANDARD","TEMIRBANK","TEMIRLEASING","TSESNABANK","UST.KMGK.TTM.MGSUM.PLT.","ZA.BEST.GRUP","ZHAYREMSKIY.GOK.ORD","AEROFLOT.RUSS.AIRL..KAZ.","GAZPROM..KAZ.","KAZAKHMYS..KAZ.","MAGNIT..KAZ.","NOSTRUM.OIL...GAS..KAZ.","ROSTELECOM..KAZ.","SBERBANK.OF.RUSSIA..KAZ.","URALKALI..KAZ.","VTB.BANK..KAZ.","KASPI.BANK","KAZCAT.PREFERENCE.LTD."
"43",7,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",8,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",9,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",10,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",11,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",12,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",3,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",4,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",5,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",6,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",7,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",8,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",9,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",10,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",11,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",12,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",1,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",3,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",4,2009,0.0264794102668355,0.0999808843924219,NA,NA,0.0174135884696228,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,0.110766233128176,0,NA,NA,NA,0.0128870750902331,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0.00446990154032724,NA,0,NA,0,NA,0,0,0.000246672058099301,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
"65",5,2009,0.017417260808005,0,NA,NA,0.0351527186212422,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0.00461690258438319,0,0.0267987149528405,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.574547877167686,NA
"66",6,2009,0.0227839607106094,0.0846921462889697,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.0338803043880428,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0.0511202402513881,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0.00975900072948533,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0
"67",7,2009,0,0.0155041671739792,NA,NA,0.00090800598072092,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,5.47021431966947e-05,NA,NA,NA,0.0837565815222185,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.00149095802478883
"68",8,2009,0.0153723123706816,0.0295043176559656,NA,NA,0.0446391191985697,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0.580703747280197,NA,NA,NA,0,0.0128247294010644,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0.00497858190942994,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0
"69",9,2009,0,0,NA,NA,0.015030547204571,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.00887181885385848,NA,0,NA,0,NA,0.000887181875626848,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0
"70",10,2009,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0
"71",11,2009,0.023523139078426,0.0256241633565255,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0.00755727436059324,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0.00348832639708952,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.038378242606424
"72",12,2009,0.0188311619396617,0.0310155374428179,NA,NA,0.501789963179756,NA,NA,NA,NA,NA,NA,0,0,NA,2.58468042996066e-05,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0.00581339532005179,NA,NA,0,0,0.0150649824629322,0,NA,NA,NA,0,NA,NA,NA,0.00418062619783823,NA,0,NA,0,NA,0,0,0.00845894737571777,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.00464807708645611,0.000792799293585289
"73",1,2010,0.0134716275900884,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,1.20976185429416e-05,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0154040943810375,0
"74",2,2010,0.0184905022787472,0,NA,NA,0.0107969094874202,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.00118074624176135,NA,0,NA,0,NA,0.0175527541273541,0,0.000345151920735464,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0
"75",3,2010,0.0128538045835311,0.0204519943376282,NA,NA,0.0145003692972882,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0.00596896232384936,NA,NA,0,0.0604120345237796,0.0422947368785889,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0.000147002361882961,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.000675487617894559
"76",4,2010,0.00737116376173259,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0.0279604045675503,NA,NA,0,0.0307638998371316,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.00520480035652884,NA,0,NA,0,NA,0,0.0537302697724478,0.000103819177460484,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.00323484316079843
"77",5,2010,0.0328633689739801,0.0318905411937703,NA,NA,0.0184252246315292,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0
"78",6,2010,2.41701484341101,0.0254322986372973,NA,NA,0.0204946874287162,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0.0228402144545761,0.00406625033648222,0,NA,NA,NA,0,NA,NA,NA,0.0109687560738842,NA,0,NA,0,NA,0,0.00794120844908535,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.00192855858261658
"79",7,2010,0.00985597085753216,0.017014941238109,NA,NA,3.09994281190865,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0.206084718618762,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.000877881536395175,NA,0,NA,0,NA,0,0,0.00300755597483482,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.00514565495670772
"80",8,2010,0,0.0166240293472425,NA,NA,0.727485305987954,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.000338558189396699,NA,0,NA,0,NA,0,0,0.00100608251522467,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.000186954055284816
"81",9,2010,0.00876636990748863,0.02034307976628,NA,NA,0.628421040937891,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,4.96131190006376e-05,NA,0,NA,0,NA,0,0,0.00091490631838925,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.00174267220670064
"82",10,2010,0.685437832798109,0.0226531517590772,NA,NA,0.0131245054336572,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0.00118672576755047,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.0086881659758319
"83",11,2010,0,0.0218358170703144,NA,NA,0.00578877584284065,NA,NA,NA,NA,NA,NA,0,0,NA,0,0.0243975018237133,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,6.29147546452076e-05,NA,0,NA,0,NA,0,0,0.0378703632067529,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.0229528006897176
"84",12,2010,0.00904961972589417,0.015006964253879,NA,NA,0.501680662950209,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0.0506699322079645,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0.00898398546687511,0,0,NA,NA,NA,0,NA,NA,NA,1.29921183786697e-05,NA,0,NA,0,NA,0,0,0.000219050405633062,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0
"85",1,2011,0,0.00719918399952053,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0.0199897307802005,0.0333993133370544,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.000129139262802074,NA,0,NA,0,NA,0,0,0.0182015769843785,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.00926639578151171
"86",2,2011,0,0,NA,NA,0.00284077605472665,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.000100946349820322,NA,0,NA,0,NA,0,0,0.000153693549169532,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.000362032573670717
"87",3,2011,0.0253140105668584,0.0144665567212574,NA,NA,0.00988636710054064,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.0247143495691254
"88",4,2011,0.00976252086851292,0.0249035639750548,NA,NA,0.0067747254521974,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0.0384741882031933,0,0.00011847320864167,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.00137481353264252
"89",5,2011,0,0.0355022035669069,NA,NA,0.00516304622280271,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0.000744961908605905,0,0,NA,NA,NA,0,NA,NA,NA,9.00607432834719e-05,NA,0,NA,0,NA,0.0197131814735604,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.00343372246082076
"90",6,2011,0.00273027423301382,0.0256204837383404,NA,NA,0.00910804618224093,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0.0444076148346809,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.00355894459073112
"91",7,2011,0.00522953069653552,0.014045996134012,NA,NA,0.00801108190802078,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0.0425408948627476,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,1.4566327653729e-05,NA,0,NA,0,NA,0.148507152279345,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.0167998267754173
"92",8,2011,0.0472510528119927,0.0511683171695834,NA,NA,0.406791907493516,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0.0283190846562101,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,6.1405363644205e-05,NA,0,NA,0,NA,0,0,0.00037130618831951,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.00352586809327977
"93",9,2011,0.0107803095687701,0.0202950740523737,NA,NA,0.024176356383672,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0.0394296235268545,0,NA,NA,NA,0,NA,NA,NA,4.10862713811989e-05,NA,0,NA,0,NA,0,0,0.0206869055419605,NA,NA,NA,NA,NA,0.0769893286406005,NA,NA,NA,NA,NA,NA,0,0
"94",10,2011,0.703279819421661,0.0465064140860828,NA,NA,0.00927805031342832,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,5.89981669518103e-05,NA,NA,0,NA,NA,0,0,0.0101556233258085,0,NA,NA,NA,0,NA,NA,NA,4.33227566994773e-05,NA,0,NA,0,NA,0,0,0.012027180819962,NA,NA,NA,NA,NA,0.0167290633465597,NA,NA,NA,NA,NA,NA,0,0.00169623819928517
"95",11,2011,0.0300132807681194,0.0161827830035476,NA,NA,0.00461790439769894,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0.00383147834870302,0,NA,NA,NA,0,NA,NA,NA,5.75781043039971e-09,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0.0221696045289765,NA,NA,NA,NA,NA,NA,0,0.0223298534040973
"96",12,2011,0.0111503363083765,0.0311790400877301,NA,NA,0.0143818020718596,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0.00154904774723132,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0.000759947482733154,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0.0113603654661705,NA,NA,NA,NA,NA,NA,0,0.0168780733493935
"97",1,2012,3.14583127242884,0.0205856378315431,NA,NA,0.016158253980548,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,5.61507528572689e-05,NA,NA,0,NA,NA,0,0.00375346177399128,0,0,NA,NA,NA,0,NA,NA,NA,0.0024555176685713,NA,0,NA,0,NA,0,0,0.00954497871941719,NA,NA,NA,NA,NA,0.0405836178829989,NA,NA,NA,NA,NA,NA,0,0.00403806729098027
"98",2,2012,0,0.00571549055457878,NA,NA,0.0351848186435134,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0.0277394146665253,0,NA,NA,NA,0,NA,NA,NA,0.0195591674022259,NA,0,NA,0,NA,0,0,0.0231289917510226,NA,NA,NA,NA,NA,0.0308642423317363,NA,NA,NA,NA,NA,NA,0,0.00147125167502964
"99",3,2012,0.013026191354507,0.0058079117648008,NA,NA,0.393345802330062,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0.00995287836144829,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0.0486775052786437,0,0,NA,NA,NA,0,NA,NA,NA,0.0301461627598415,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.00658951445366054
"100",4,2012,0.0260683392773599,0.0102920453025216,NA,NA,0.024817232469346,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0.00649293242077125,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0.00681613273551655,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0.0214669253323314,NA,NA,NA,NA,NA,NA,0,0.00926989002207774
"101",5,2012,0.544398152505182,0,NA,NA,0.135658081096242,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0.0405592255508315,0,0,NA,NA,NA,0,NA,NA,NA,6.97979468325153e-05,NA,0,NA,0,NA,0,0,0.0420640345119133,NA,NA,NA,NA,NA,0.0215237338190322,NA,NA,NA,NA,NA,NA,0,0.0149637053047777
"102",6,2012,0.0262520448028657,0.0412118902420372,NA,NA,1.72909898354313,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0.0586273343608954,0.0221103779741465,0,NA,NA,NA,0,NA,0,NA,0.000229530538579212,NA,0,NA,0,NA,0,0,0.0822014029315813,NA,NA,NA,NA,NA,0.0250125967096674,NA,NA,NA,NA,NA,NA,0,0.0728072590890198
