"","Group.1","Group.2","VENTSPILS.NAFTA","BALTIC.TELEKOM","DITTON.PIEVADKELU","GRINDEKS","GROBINAS.ZV","LATVIJAS.BALZAMS","LATVIJAS.GAZE","LATVIJAS.KUG","OLAINES.KIMISKI...FAR","RIGAS.KUGU.BUVETAVA","SAF.TEHNNIKA","SALDUS.MR","TALSU.MR.DEAD...DELIST.25.04.17","VALMIERAS.STIKLA.SKIEDRA"
"101",5,2012,0.91304347826087,NA,0.826086956521739,0.347826086956522,0.956521739130435,0.608695652173913,0.304347826086957,0.521739130434783,0.304347826086957,0.565217391304348,0.304347826086957,0.956521739130435,0.956521739130435,0.652173913043478
"102",6,2012,0.619047619047619,NA,0.952380952380952,0.19047619047619,0.952380952380952,0.80952380952381,0.238095238095238,0.476190476190476,0.238095238095238,0.714285714285714,0.333333333333333,1,1,0.523809523809524
"103",7,2012,0.5,NA,1,0.136363636363636,1,0.363636363636364,0.0909090909090909,0.272727272727273,0.227272727272727,0.545454545454545,0.409090909090909,1,0.954545454545455,0.272727272727273
"104",8,2012,0.608695652173913,NA,0.652173913043478,0.0434782608695652,0.869565217391304,0.478260869565217,0.173913043478261,0.434782608695652,0.260869565217391,0.434782608695652,0.304347826086957,0.869565217391304,1,0.608695652173913
"105",9,2012,0.7,NA,0.6,0.2,0.7,0.3,0.2,0.6,0.15,0.45,0.4,0.85,0.95,0.65
"106",10,2012,0.652173913043478,NA,0.695652173913043,0.260869565217391,1,0.478260869565217,0.0869565217391304,0.304347826086957,0.0434782608695652,0.391304347826087,0.391304347826087,0.869565217391304,1,0.652173913043478
"107",11,2012,0.409090909090909,NA,1,0.272727272727273,1,0.545454545454545,0.227272727272727,0.636363636363636,0.181818181818182,0.590909090909091,0.181818181818182,0.863636363636364,0.954545454545455,0.545454545454545
"108",12,2012,0.619047619047619,NA,0.523809523809524,0.238095238095238,1,0.380952380952381,0.333333333333333,0.619047619047619,0.285714285714286,0.476190476190476,0.523809523809524,0.952380952380952,0.904761904761905,0.476190476190476
"109",1,2013,0.478260869565217,NA,0.521739130434783,0.391304347826087,0.869565217391304,0.173913043478261,0.130434782608696,0.608695652173913,0.173913043478261,0.478260869565217,0.304347826086957,1,0.91304347826087,0.434782608695652
"110",2,2013,0.7,NA,0.8,0.2,0.95,0.4,0.05,0.4,0.1,0.7,0.25,0.8,1,0.4
"111",3,2013,0.571428571428571,NA,0.904761904761905,0.0952380952380952,0.666666666666667,0.285714285714286,0.19047619047619,0.523809523809524,0.0476190476190476,0.380952380952381,0.285714285714286,0.904761904761905,0.952380952380952,0.238095238095238
"112",4,2013,0.318181818181818,NA,0.863636363636364,0.181818181818182,0.909090909090909,0.363636363636364,0.181818181818182,0.5,0.181818181818182,0.636363636363636,0.409090909090909,0.772727272727273,0.954545454545455,0.5
"113",5,2013,0.565217391304348,NA,0.782608695652174,0.260869565217391,0.869565217391304,0.304347826086957,0.217391304347826,0.521739130434783,0.130434782608696,0.695652173913043,0.217391304347826,1,1,0.608695652173913
"114",6,2013,0.35,NA,0.6,0.15,0.95,0.5,0.3,0.35,0.05,0.35,0.4,0.95,0.95,0.2
"115",7,2013,0.391304347826087,NA,0.739130434782609,0.347826086956522,0.782608695652174,0.434782608695652,0.434782608695652,0.391304347826087,0.0869565217391304,0.391304347826087,0.347826086956522,0.869565217391304,0.956521739130435,0.304347826086957
"116",8,2013,0.5,NA,0.5,0.181818181818182,0.818181818181818,0.272727272727273,0.136363636363636,0.5,0.0454545454545455,0.545454545454545,0.272727272727273,0.863636363636364,0.954545454545455,0.454545454545455
"117",9,2013,0.619047619047619,NA,0.476190476190476,0.142857142857143,0.904761904761905,0.666666666666667,0.0952380952380952,0.333333333333333,0.0952380952380952,0.428571428571429,0.428571428571429,0.952380952380952,1,0.761904761904762
"118",10,2013,0.565217391304348,0.91304347826087,0.869565217391304,0.173913043478261,0.956521739130435,0.608695652173913,0.173913043478261,0.608695652173913,0.130434782608696,0.826086956521739,0.565217391304348,0.91304347826087,0.956521739130435,0.391304347826087
"119",11,2013,0.571428571428571,0.80952380952381,0.952380952380952,0.238095238095238,0.761904761904762,0.476190476190476,0.285714285714286,0.571428571428571,0.285714285714286,0.571428571428571,0.428571428571429,1,0.904761904761905,0.380952380952381
"120",12,2013,0.636363636363636,0.636363636363636,0.863636363636364,0.363636363636364,0.636363636363636,0.5,0.318181818181818,0.545454545454545,0.454545454545455,0.727272727272727,0.5,1,0.954545454545455,0.636363636363636
"121",1,2014,0.434782608695652,0.869565217391304,0.652173913043478,0.0869565217391304,0.739130434782609,0.347826086956522,0.304347826086957,0.565217391304348,0.173913043478261,0.521739130434783,0.347826086956522,1,1,0.565217391304348
"122",2,2014,0.5,0.85,0.65,0.25,0.95,0.2,0.3,0.45,0.05,0.35,0.35,1,1,0.3
"123",3,2014,0.19047619047619,0.857142857142857,0.714285714285714,0.0476190476190476,0.80952380952381,0.428571428571429,0.0952380952380952,0.476190476190476,0.0952380952380952,0.428571428571429,0.523809523809524,1,0.904761904761905,0.238095238095238
"124",4,2014,0.545454545454545,0.818181818181818,0.863636363636364,0.227272727272727,0.909090909090909,0.454545454545455,0.363636363636364,0.409090909090909,0.181818181818182,0.454545454545455,0.454545454545455,1,0.954545454545455,0.227272727272727
"125",5,2014,0.681818181818182,0.954545454545455,0.863636363636364,0.363636363636364,0.818181818181818,0.681818181818182,0.318181818181818,0.590909090909091,0.318181818181818,0.636363636363636,0.545454545454545,1,0.954545454545455,0.363636363636364
"126",6,2014,0.238095238095238,0.857142857142857,0.904761904761905,0.285714285714286,0.80952380952381,0.19047619047619,0.285714285714286,0.476190476190476,0.285714285714286,0.761904761904762,0.476190476190476,1,0.952380952380952,0.19047619047619
"127",7,2014,0.521739130434783,1,0.739130434782609,0.347826086956522,0.956521739130435,0.260869565217391,0.347826086956522,0.695652173913043,0.260869565217391,0.652173913043478,0.521739130434783,1,0.91304347826087,0.260869565217391
