"","Group.1","Group.2","ENERGIJOS.SKIRSTYMO.OPERATORIUS","TELIA.LIETUVA","AGROWILL.GROUP","AMBER.GRID.AB","APRANGA","GRIGISKES","GUBERNIJA","INVALDA","INVL.BALTIC.FARM","INVL.TECHNOLOGY","K2.LT.AB","KAUNO.ENERGIJA","KLAIPEDOS.NAFTA","LIETUVOS.ENERGIJA","LINAS","LINAS.AGRO.GROUP","LITGRID","PANEVEZIO.STATYBOS.TTAS.","PIENO.ZVAIGZDES","ROKISKIO.SURIS","SIAULIU.BANKAS","SNAIGE","UTENOS.TRIKOTAZAS","VILKYSKIU.PIENINE","VILNIAUS.BALDU.KOMBINATA","VILNIAUS.DEGTINE","ZEMATIJOS.PIENAS"
"45",12,2006,NA,0.380952380952381,NA,NA,0.238095238095238,0.428571428571429,0.714285714285714,0.19047619047619,NA,NA,NA,0.571428571428571,0.80952380952381,NA,1,NA,NA,0.285714285714286,0.333333333333333,0.380952380952381,0.619047619047619,0.285714285714286,0.523809523809524,0.904761904761905,0.619047619047619,0.523809523809524,0.285714285714286
"46",1,2007,NA,0.521739130434783,NA,NA,0.0869565217391304,0.478260869565217,0.521739130434783,0.130434782608696,NA,NA,NA,0.391304347826087,0.782608695652174,NA,1,NA,NA,0.130434782608696,0.260869565217391,0.478260869565217,0.347826086956522,0.304347826086957,0.391304347826087,0.782608695652174,0.130434782608696,0.521739130434783,0.391304347826087
"47",2,2007,NA,0.3,NA,NA,0.05,0.6,0.7,0.15,NA,NA,NA,0.7,0.9,NA,0.8,NA,NA,0.15,0.5,0.15,0.7,0.35,0.55,0.55,0.6,0.45,0.5
"48",3,2007,NA,0.181818181818182,NA,NA,0.136363636363636,0.5,0.636363636363636,0.272727272727273,NA,NA,NA,0.863636363636364,0.590909090909091,NA,0.636363636363636,NA,NA,0.136363636363636,0.5,0.409090909090909,0.545454545454545,0.545454545454545,0.818181818181818,0.727272727272727,0.818181818181818,0.636363636363636,0.636363636363636
"49",4,2007,NA,0.571428571428571,NA,NA,0.333333333333333,0.523809523809524,0.428571428571429,0.333333333333333,NA,NA,NA,1,0.761904761904762,NA,0.904761904761905,NA,NA,0.428571428571429,0.666666666666667,0.523809523809524,0.761904761904762,0.619047619047619,0.666666666666667,0.761904761904762,0.619047619047619,0.571428571428571,0.523809523809524
"50",5,2007,NA,0.565217391304348,NA,NA,0.347826086956522,0.478260869565217,0.478260869565217,0.304347826086957,NA,NA,NA,0.956521739130435,0.782608695652174,NA,0.91304347826087,NA,NA,0.304347826086957,0.434782608695652,0.304347826086957,0.695652173913043,0.608695652173913,0.739130434782609,0.739130434782609,0.869565217391304,0.695652173913043,0.652173913043478
"51",6,2007,NA,0.619047619047619,NA,NA,0.142857142857143,0.428571428571429,0.523809523809524,0.142857142857143,NA,NA,NA,0.904761904761905,0.80952380952381,NA,0.333333333333333,NA,NA,0.238095238095238,0.380952380952381,0.571428571428571,0.523809523809524,0.428571428571429,0.666666666666667,0.714285714285714,0.714285714285714,0.666666666666667,0.761904761904762
"52",7,2007,NA,0.272727272727273,NA,NA,0.181818181818182,0.545454545454545,0.590909090909091,0.0909090909090909,NA,NA,NA,0.727272727272727,0.636363636363636,NA,0.818181818181818,NA,NA,0.0909090909090909,0.545454545454545,0.363636363636364,0.545454545454545,0.363636363636364,0.636363636363636,0.727272727272727,0.5,0.454545454545455,0.545454545454545
"53",8,2007,NA,0.521739130434783,NA,NA,0.260869565217391,0.652173913043478,0.565217391304348,0.0434782608695652,NA,NA,NA,0.695652173913043,0.826086956521739,NA,0.91304347826087,NA,NA,0.217391304347826,0.173913043478261,0.521739130434783,0.739130434782609,0.565217391304348,0.826086956521739,0.739130434782609,0.608695652173913,0.565217391304348,0.173913043478261
"54",9,2007,NA,0.6,NA,NA,0,0.6,0.65,0.15,NA,NA,NA,0.65,0.65,NA,1,NA,NA,0.1,0.2,0.4,0.9,0.55,0.95,0.4,0.65,1,0.3
