"","Group.1","Group.2","CEZ","KOMERCNI.BANKA","TELF.O2.CZECH.REPUBLIC","UNIPETROL","MONETA.MONEY.BANK","PHILIP.MORRIS.CR","BOREALIS.EXPLORATION","E4U","ENERGOAQUA","ENERGOCHEMICA","FORTUNA.ENTM.GROUP","JACHYMOV","KOFOLA.CESKOSLOVENSKO","PEGAS.NONWOVENS","PRAZSKE.SLUZBY","RM.S.HOLDING","SAFETY.REAL.INVESTICNI.FOND","TOMA","CENTRAL.EUR.MEDIA..PRA.","ERSTE.GROUP.BANK..PRA.","NEW.WORLD.RES...PRA.","PHOTON.ENERGY..PRA.","STOCK.SPIRITS.GROUP.PRA.","TATRY.MOUNTAIN..PRA..RESORTS.6","VGP..WI...PRA.","VIENNA.IN.GROUP..PRA."
"105",9,2012,0.0526315789473684,0,0.157894736842105,0.105263157894737,NA,0.105263157894737,NA,0.315789473684211,1,1,0,1,NA,0.105263157894737,1,1,NA,0.894736842105263,0,0,0.0526315789473684,NA,NA,NA,1,0
"106",10,2012,0.0869565217391304,0.0434782608695652,0.0869565217391304,0,NA,0.0434782608695652,NA,0.478260869565217,0.826086956521739,1,0.0434782608695652,1,NA,0.0869565217391304,1,0.739130434782609,NA,0.956521739130435,0.173913043478261,0.0434782608695652,0.0434782608695652,NA,NA,1,1,0.0434782608695652
"107",11,2012,0,0,0.0909090909090909,0.272727272727273,NA,0,NA,0.363636363636364,0.909090909090909,1,0.0454545454545455,1,NA,0.0454545454545455,0.909090909090909,0.818181818181818,NA,0.909090909090909,0,0.0454545454545455,0.136363636363636,NA,NA,0.545454545454545,1,0
"108",12,2012,0.176470588235294,0,0,0.176470588235294,NA,0.117647058823529,NA,0.176470588235294,0.941176470588235,1,0.117647058823529,1,NA,0.117647058823529,1,0.823529411764706,NA,0.705882352941177,0,0,0,NA,NA,0.294117647058824,1,0.0588235294117647
"109",1,2013,0.0454545454545455,0,0.0454545454545455,0.0909090909090909,NA,0.0454545454545455,NA,0.772727272727273,1,1,0.0454545454545455,1,NA,0.0909090909090909,0.954545454545455,0.909090909090909,NA,0.954545454545455,0.0454545454545455,0,0.0454545454545455,NA,NA,0.272727272727273,1,0.0454545454545455
"110",2,2013,0,0.05,0.05,0.15,NA,0.05,NA,0.45,1,1,0.1,1,NA,0.1,0.95,0.95,NA,0.95,0.05,0,0.05,NA,NA,0.15,1,0
"111",3,2013,0.05,0.05,0,0.2,NA,0.1,NA,0.55,1,1,0,1,NA,0.1,1,0.9,NA,0.9,0,0.05,0.1,NA,NA,0.2,1,0
"112",4,2013,0.0476190476190476,0,0,0.428571428571429,NA,0,NA,0.571428571428571,1,1,0.0476190476190476,1,NA,0.19047619047619,0.952380952380952,0.904761904761905,NA,0.952380952380952,0,0,0.0952380952380952,NA,NA,0.0952380952380952,1,0
"113",5,2013,0.0476190476190476,0,0,0.285714285714286,NA,0.0476190476190476,NA,0.571428571428571,1,1,0.0476190476190476,1,NA,0.0476190476190476,1,0.904761904761905,NA,1,0,0,0,NA,NA,0.142857142857143,1,0.0476190476190476
"114",6,2013,0,0.05,0.1,0.15,NA,0,1,0.5,1,1,0,1,NA,0.15,0.95,0.85,NA,0.85,0.15,0,0,NA,NA,0.4,1,0.05
"115",7,2013,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.409090909090909,NA,0.0454545454545455,1,0.5,0.954545454545455,1,0.0454545454545455,0.954545454545455,NA,0,0.954545454545455,0.909090909090909,NA,0.818181818181818,0,0,0.0454545454545455,NA,NA,0.181818181818182,1,0.0454545454545455
"116",8,2013,0.0454545454545455,0,0.0454545454545455,0.227272727272727,NA,0.0909090909090909,1,0.636363636363636,1,1,0.136363636363636,1,NA,0.0454545454545455,0.954545454545455,1,NA,0.909090909090909,0.0454545454545455,0,0,NA,NA,0.318181818181818,1,0.136363636363636
"117",9,2013,0.0476190476190476,0.0476190476190476,0,0.476190476190476,NA,0.0476190476190476,1,0.80952380952381,0.952380952380952,1,0.19047619047619,0.952380952380952,NA,0.0476190476190476,0.952380952380952,1,NA,0.952380952380952,0.0476190476190476,0,0.0476190476190476,NA,NA,0.285714285714286,1,0
"118",10,2013,0,0,0,0.409090909090909,NA,0,1,0.545454545454545,1,1,0.181818181818182,1,NA,0,0.909090909090909,0.818181818181818,NA,0.954545454545455,0,0.0454545454545455,0.0454545454545455,NA,NA,0.136363636363636,1,0.0454545454545455
"119",11,2013,0,0.0476190476190476,0.0476190476190476,0.428571428571429,NA,0,1,0.571428571428571,1,1,0,0.952380952380952,NA,0.142857142857143,0.952380952380952,1,NA,0.904761904761905,0,0,0.0476190476190476,NA,NA,0.142857142857143,1,0.0952380952380952
"120",12,2013,0,0,0.222222222222222,0.222222222222222,NA,0.111111111111111,1,0.722222222222222,1,1,0.0555555555555556,1,NA,0,1,0.888888888888889,NA,0.944444444444444,0,0.0555555555555556,0.166666666666667,NA,0,0.333333333333333,1,0.111111111111111
"121",1,2014,0,0.0909090909090909,0.0909090909090909,0,NA,0.136363636363636,1,0.636363636363636,1,1,0.0454545454545455,1,NA,0.0909090909090909,0.545454545454545,0.954545454545455,NA,0.909090909090909,0.0454545454545455,0,0.0454545454545455,NA,0,0.727272727272727,1,0.0454545454545455
"122",2,2014,0,0.05,0.1,0.2,NA,0.15,1,0.75,1,1,0.1,1,NA,0,0.7,0.95,NA,0.85,0.05,0.05,0,NA,0.15,0.65,1,0
"123",3,2014,0,0,0.19047619047619,0.0476190476190476,NA,0.0952380952380952,1,0.761904761904762,0.952380952380952,0.952380952380952,0.19047619047619,0.714285714285714,NA,0,0.857142857142857,1,NA,0.80952380952381,0,0,0.0952380952380952,NA,0.142857142857143,0.666666666666667,1,0
"124",4,2014,0,0.05,0.1,0,NA,0.05,1,0.55,1,1,0,0.75,NA,0,0.95,0.9,NA,0.85,0,0,0.15,NA,0,0.75,1,0.05
"125",5,2014,0.05,0.05,0,0,NA,0.05,1,0.45,1,1,0,1,NA,0.05,0.8,0.95,NA,0.85,0.05,0,0,NA,0.25,0.85,1,0
"126",6,2014,0,0.0476190476190476,0.142857142857143,0.142857142857143,NA,0.0476190476190476,1,0.523809523809524,1,1,0,0.571428571428571,NA,0.142857142857143,0.523809523809524,1,NA,0.857142857142857,0.0476190476190476,0.0476190476190476,0.0476190476190476,NA,0.19047619047619,0.761904761904762,0.952380952380952,0.0476190476190476
"127",7,2014,0,0,0,0,NA,0,1,0.608695652173913,0.956521739130435,1,0.0434782608695652,0.91304347826087,NA,0.0434782608695652,0.652173913043478,1,NA,0.91304347826087,0.0434782608695652,0,0.0434782608695652,NA,0.260869565217391,0.869565217391304,1,0.0869565217391304
"128",8,2014,0,0,0.0476190476190476,0.0952380952380952,NA,0.0476190476190476,1,0.571428571428571,0.952380952380952,1,0,1,NA,0.0952380952380952,0.904761904761905,0.904761904761905,NA,0.952380952380952,0,0,0.142857142857143,NA,0.142857142857143,0.857142857142857,1,0
"129",9,2014,0,0,0.0909090909090909,0,NA,0.0909090909090909,1,0.363636363636364,1,1,0.0909090909090909,0.954545454545455,NA,0.0454545454545455,1,0.909090909090909,NA,1,0.0454545454545455,0,0.363636363636364,NA,0.0454545454545455,0.727272727272727,1,0.0454545454545455
"130",10,2014,0,0.0454545454545455,0,0.136363636363636,NA,0,1,0.454545454545455,1,1,0.0454545454545455,0.909090909090909,NA,0.0909090909090909,0.954545454545455,1,NA,0.954545454545455,0,0,0.545454545454545,NA,0.0454545454545455,0.590909090909091,1,0
"131",11,2014,0,0.0526315789473684,0.105263157894737,0.473684210526316,NA,0.0526315789473684,1,0.157894736842105,1,1,0,0.631578947368421,NA,0.105263157894737,1,0.894736842105263,NA,1,0,0,0.947368421052632,NA,0,0.947368421052632,1,0.105263157894737
"132",12,2014,0,0,0,0.157894736842105,NA,0.105263157894737,1,0.315789473684211,0.947368421052632,1,0.105263157894737,0.842105263157895,NA,0.105263157894737,0.736842105263158,0.789473684210526,NA,1,0,0,0.0526315789473684,NA,0.0526315789473684,0.842105263157895,1,0.0526315789473684
