"","Group.1","Group.2","TALLINK.GROUP","ARCO.VARA","BALTIKA","EKSPRESS.GRUPP","HARJU.ELEKTER","LHV.GROUP","LINDA","MERKO.EHITUS","NORDECON","OLYMPIC.ENTM.GROUP"
"81",9,2010,0.272727272727273,0.318181818181818,0.181818181818182,0.181818181818182,0.363636363636364,NA,NA,0.0909090909090909,0.0454545454545455,0.272727272727273
"82",10,2010,0.285714285714286,0.0476190476190476,0.0952380952380952,0.285714285714286,0.19047619047619,NA,NA,0.142857142857143,0.0476190476190476,0.285714285714286
"83",11,2010,0.227272727272727,0.0454545454545455,0.136363636363636,0.272727272727273,0.0909090909090909,NA,NA,0.0909090909090909,0.136363636363636,0.136363636363636
"84",12,2010,0.652173913043478,0.173913043478261,0.260869565217391,0.173913043478261,0.260869565217391,NA,NA,0.217391304347826,0.478260869565217,0.391304347826087
"85",1,2011,0.285714285714286,0.19047619047619,0.238095238095238,0.238095238095238,0.0952380952380952,NA,NA,0.238095238095238,0.0952380952380952,0.238095238095238
"86",2,2011,0.55,0.2,0.3,0.45,0.3,NA,NA,0.15,0.3,0.4
"87",3,2011,0.347826086956522,0.173913043478261,0.130434782608696,0.0869565217391304,0.173913043478261,NA,NA,0.0434782608695652,0.217391304347826,0.0869565217391304
"88",4,2011,0.523809523809524,0.238095238095238,0.380952380952381,0.428571428571429,0.333333333333333,NA,NA,0.142857142857143,0.333333333333333,0.285714285714286
"89",5,2011,0.454545454545455,0.136363636363636,0.181818181818182,0.318181818181818,0.272727272727273,NA,NA,0.136363636363636,0.227272727272727,0.136363636363636
"90",6,2011,0.681818181818182,0.227272727272727,0.318181818181818,0.272727272727273,0.5,NA,NA,0.227272727272727,0.363636363636364,0.227272727272727
"91",7,2011,0.571428571428571,0.0952380952380952,0.0476190476190476,0.428571428571429,0.428571428571429,NA,NA,0.19047619047619,0.333333333333333,0.285714285714286
"92",8,2011,0.173913043478261,0.130434782608696,0.304347826086957,0.217391304347826,0.130434782608696,NA,NA,0.0434782608695652,0.130434782608696,0.0869565217391304
"93",9,2011,0.590909090909091,0.181818181818182,0.5,0.318181818181818,0.227272727272727,NA,NA,0.0909090909090909,0.136363636363636,0.363636363636364
"94",10,2011,0.142857142857143,0.19047619047619,0.19047619047619,0.380952380952381,0.238095238095238,NA,NA,0.238095238095238,0.238095238095238,0.0952380952380952
"95",11,2011,0.409090909090909,0.181818181818182,0.227272727272727,0.272727272727273,0.318181818181818,NA,NA,0.0909090909090909,0.227272727272727,0.0454545454545455
"96",12,2011,0.5,0.318181818181818,0.5,0.363636363636364,0.272727272727273,NA,NA,0.272727272727273,0.272727272727273,0.181818181818182
"97",1,2012,0.636363636363636,0.409090909090909,0.454545454545455,0.318181818181818,0.272727272727273,NA,NA,0.0909090909090909,0.227272727272727,0.136363636363636
"98",2,2012,0.80952380952381,0.238095238095238,0.333333333333333,0.476190476190476,0.285714285714286,NA,NA,0.0952380952380952,0.285714285714286,0.380952380952381
"99",3,2012,0.727272727272727,0.318181818181818,0.363636363636364,0.318181818181818,0.318181818181818,NA,NA,0.0909090909090909,0.227272727272727,0.227272727272727
"100",4,2012,0.476190476190476,0.333333333333333,0.571428571428571,0.523809523809524,0.523809523809524,NA,NA,0.0952380952380952,0.619047619047619,0.333333333333333
"101",5,2012,0.695652173913043,0.304347826086957,0.391304347826087,0.304347826086957,0.173913043478261,NA,NA,0.173913043478261,0.434782608695652,0.0869565217391304
