"date","compname","varname","value"
2014-12-08,"FACEBOOK CLASS A","MARKET VALUE",146755.9
2014-12-09,"FACEBOOK CLASS A","MARKET VALUE",156125.9
2014-12-10,"FACEBOOK CLASS A","MARKET VALUE",162000.8
2014-12-11,"FACEBOOK CLASS A","MARKET VALUE",166172.4
2014-12-12,"FACEBOOK CLASS A","MARKET VALUE",173088.9
2015-12-01,"FACEBOOK CLASS A","MARKET VALUE",170620.3
2015-12-02,"FACEBOOK CLASS A","MARKET VALUE",170475.6
2015-12-03,"FACEBOOK CLASS A","MARKET VALUE",176513.7
2015-12-04,"FACEBOOK CLASS A","MARKET VALUE",183468.7
2015-12-05,"FACEBOOK CLASS A","MARKET VALUE",174199.4
2015-12-06,"FACEBOOK CLASS A","MARKET VALUE",183352.4
2015-12-07,"FACEBOOK CLASS A","MARKET VALUE",197790.4
2015-12-08,"FACEBOOK CLASS A","MARKET VALUE",212844.5
2015-12-09,"FACEBOOK CLASS A","MARKET VALUE",208008.6
2015-12-10,"FACEBOOK CLASS A","MARKET VALUE",213002.7
2015-12-11,"FACEBOOK CLASS A","MARKET VALUE",244096.6
2015-12-12,"FACEBOOK CLASS A","MARKET VALUE",230764.2
2016-12-01,"FACEBOOK CLASS A","MARKET VALUE",224549.9
2016-12-02,"FACEBOOK CLASS A","MARKET VALUE",234106.6
2016-12-03,"FACEBOOK CLASS A","MARKET VALUE",251089.3
2016-12-04,"FACEBOOK CLASS A","MARKET VALUE",253843.1
2016-12-05,"FACEBOOK CLASS A","MARKET VALUE",278079.4
2016-12-06,"FACEBOOK CLASS A","MARKET VALUE",269617.8
2016-12-07,"FACEBOOK CLASS A","MARKET VALUE",272646.4
2016-12-08,"FACEBOOK CLASS A","MARKET VALUE",290091.1
2016-12-09,"FACEBOOK CLASS A","MARKET VALUE",298941.6
2016-12-10,"FACEBOOK CLASS A","MARKET VALUE",299777.8
2012-12-10,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2012-12-11,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2012-12-12,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2013-12-01,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2013-12-02,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2013-12-03,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2013-12-04,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2013-12-05,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2013-12-06,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2013-12-07,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2013-12-08,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2013-12-09,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2013-12-10,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2013-12-11,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2013-12-12,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2014-12-01,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2014-12-02,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2014-12-03,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2014-12-04,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2014-12-05,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2014-12-06,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2014-12-07,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2014-12-08,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2014-12-09,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2014-12-10,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2014-12-11,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2014-12-12,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2015-12-01,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2015-12-02,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2015-12-03,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2015-12-04,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2015-12-05,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2015-12-06,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2015-12-07,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2015-12-08,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2015-12-09,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2015-12-10,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2015-12-11,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2015-12-12,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2016-12-01,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2016-12-02,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2016-12-03,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2016-12-04,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2016-12-05,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2016-12-06,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2016-12-07,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2016-12-08,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2016-12-09,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2016-12-10,"FACEBOOK CLASS A","DIVIDEND YIELD",0
2012-12-10,"APPLE","MARKET VALUE",590297.4
2012-12-11,"APPLE","MARKET VALUE",510635.6
2012-12-12,"APPLE","MARKET VALUE",507032.9
2013-12-01,"APPLE","MARKET VALUE",488591.6
2013-12-02,"APPLE","MARKET VALUE",439385.1
2013-12-03,"APPLE","MARKET VALUE",402320.5
2013-12-04,"APPLE","MARKET VALUE",403431.1
2013-12-05,"APPLE","MARKET VALUE",425179.8
2013-12-06,"APPLE","MARKET VALUE",405674.6
2013-12-07,"APPLE","MARKET VALUE",387482.8
2013-12-08,"APPLE","MARKET VALUE",424595
2013-12-09,"APPLE","MARKET VALUE",429437.3
2013-12-10,"APPLE","MARKET VALUE",447717.9
2013-12-11,"APPLE","MARKET VALUE",467872.4
2013-12-12,"APPLE","MARKET VALUE",504338.9
2014-12-01,"APPLE","MARKET VALUE",475376.5
2014-12-02,"APPLE","MARKET VALUE",478034.6
2014-12-03,"APPLE","MARKET VALUE",478650
2014-12-04,"APPLE","MARKET VALUE",447582
2014-12-05,"APPLE","MARKET VALUE",510652.3
2014-12-06,"APPLE","MARKET VALUE",556478.4
2014-12-07,"APPLE","MARKET VALUE",570164.4
2014-12-08,"APPLE","MARKET VALUE",574655.3
2014-12-09,"APPLE","MARKET VALUE",608726.3
2014-12-10,"APPLE","MARKET VALUE",590765.3
2014-12-11,"APPLE","MARKET VALUE",652463.4
2014-12-12,"APPLE","MARKET VALUE",643548.8
2015-12-01,"APPLE","MARKET VALUE",636353.6
2015-12-02,"APPLE","MARKET VALUE",736597.1
2015-12-03,"APPLE","MARKET VALUE",724889.8
2015-12-04,"APPLE","MARKET VALUE",732226.5
2015-12-05,"APPLE","MARKET VALUE",725111.9
2015-12-06,"APPLE","MARKET VALUE",732629.6
2015-12-07,"APPLE","MARKET VALUE",703031.5
2015-12-08,"APPLE","MARKET VALUE",657181.4
2015-12-09,"APPLE","MARKET VALUE",651307.6
2015-12-10,"APPLE","MARKET VALUE",622206.8
2015-12-11,"APPLE","MARKET VALUE",645177.1
2015-12-12,"APPLE","MARKET VALUE",631015.7
2016-12-01,"APPLE","MARKET VALUE",554236.3
2016-12-02,"APPLE","MARKET VALUE",521135.1
2016-12-03,"APPLE","MARKET VALUE",566988.8
2016-12-04,"APPLE","MARKET VALUE",604926.8
2016-12-05,"APPLE","MARKET VALUE",494830.5
2016-12-06,"APPLE","MARKET VALUE",541333.8
2016-12-07,"APPLE","MARKET VALUE",533610.6
2016-12-08,"APPLE","MARKET VALUE",582921.5
2016-12-09,"APPLE","MARKET VALUE",568157.3
2016-12-10,"APPLE","MARKET VALUE",632279.7
2012-12-10,"FACEBOOK CLASS A","PER",130.1
2012-12-11,"FACEBOOK CLASS A","PER",NA
2012-12-12,"FACEBOOK CLASS A","PER",NA
2013-12-01,"FACEBOOK CLASS A","PER",NA
2013-12-02,"FACEBOOK CLASS A","PER",2737
2013-12-03,"FACEBOOK CLASS A","PER",2783
2013-12-04,"FACEBOOK CLASS A","PER",2740
2013-12-05,"FACEBOOK CLASS A","PER",2668
2013-12-06,"FACEBOOK CLASS A","PER",1188.5
2013-12-07,"FACEBOOK CLASS A","PER",1295.5
2013-12-08,"FACEBOOK CLASS A","PER",182
2013-12-09,"FACEBOOK CLASS A","PER",213.1
2013-12-10,"FACEBOOK CLASS A","PER",233.9
2013-12-11,"FACEBOOK CLASS A","PER",111
2013-12-12,"FACEBOOK CLASS A","PER",123.4
2014-12-01,"FACEBOOK CLASS A","PER",138
2014-12-02,"FACEBOOK CLASS A","PER",108.3
2014-12-03,"FACEBOOK CLASS A","PER",119.1
2014-12-04,"FACEBOOK CLASS A","PER",98.4
2014-12-05,"FACEBOOK CLASS A","PER",100.6
2014-12-06,"FACEBOOK CLASS A","PER",108.1
2014-12-07,"FACEBOOK CLASS A","PER",111.5
2014-12-08,"FACEBOOK CLASS A","PER",79.2
2014-12-09,"FACEBOOK CLASS A","PER",84.3
2014-12-10,"FACEBOOK CLASS A","PER",79.3
2014-12-11,"FACEBOOK CLASS A","PER",70.8
2014-12-12,"FACEBOOK CLASS A","PER",73.8
2015-12-01,"FACEBOOK CLASS A","PER",72.7
2015-12-02,"FACEBOOK CLASS A","PER",69.1
2015-12-03,"FACEBOOK CLASS A","PER",71.6
2015-12-04,"FACEBOOK CLASS A","PER",74.4
2015-12-05,"FACEBOOK CLASS A","PER",74.6
2015-12-06,"FACEBOOK CLASS A","PER",78.5
2015-12-07,"FACEBOOK CLASS A","PER",84.7
2015-12-08,"FACEBOOK CLASS A","PER",95.2
2015-12-09,"FACEBOOK CLASS A","PER",93.1
2015-12-10,"FACEBOOK CLASS A","PER",95.3
2015-12-11,"FACEBOOK CLASS A","PER",108.5
2015-12-12,"FACEBOOK CLASS A","PER",102.5
2016-12-01,"FACEBOOK CLASS A","PER",99.8
2016-12-02,"FACEBOOK CLASS A","PER",79
2016-12-03,"FACEBOOK CLASS A","PER",84.7
2016-12-04,"FACEBOOK CLASS A","PER",85.6
2016-12-05,"FACEBOOK CLASS A","PER",73.7
2016-12-06,"FACEBOOK CLASS A","PER",71.5
2016-12-07,"FACEBOOK CLASS A","PER",72.3
2016-12-08,"FACEBOOK CLASS A","PER",59.8
2016-12-09,"FACEBOOK CLASS A","PER",61.6
2016-12-10,"FACEBOOK CLASS A","PER",61.7
2012-12-10,"FACEBOOK CLASS A","PRICE INDEX",51.1
2012-12-11,"FACEBOOK CLASS A","PRICE INDEX",52.5
2012-12-12,"FACEBOOK CLASS A","PRICE INDEX",72.1
2013-12-01,"FACEBOOK CLASS A","PRICE INDEX",83
2013-12-02,"FACEBOOK CLASS A","PRICE INDEX",71.6
2013-12-03,"FACEBOOK CLASS A","PRICE INDEX",72.8
2013-12-04,"FACEBOOK CLASS A","PRICE INDEX",71.7
2013-12-05,"FACEBOOK CLASS A","PRICE INDEX",69.8
2013-12-06,"FACEBOOK CLASS A","PRICE INDEX",62.2
2013-12-07,"FACEBOOK CLASS A","PRICE INDEX",67.8
2013-12-08,"FACEBOOK CLASS A","PRICE INDEX",100
2013-12-09,"FACEBOOK CLASS A","PRICE INDEX",117
2013-12-10,"FACEBOOK CLASS A","PRICE INDEX",128.5
2013-12-11,"FACEBOOK CLASS A","PRICE INDEX",121.9
2013-12-12,"FACEBOOK CLASS A","PRICE INDEX",135.6
2014-12-01,"FACEBOOK CLASS A","PRICE INDEX",151.5
2014-12-02,"FACEBOOK CLASS A","PRICE INDEX",168.6
2014-12-03,"FACEBOOK CLASS A","PRICE INDEX",185.4
2014-12-04,"FACEBOOK CLASS A","PRICE INDEX",153.1
2014-12-05,"FACEBOOK CLASS A","PRICE INDEX",156.5
2014-12-06,"FACEBOOK CLASS A","PRICE INDEX",168.2
2014-12-07,"FACEBOOK CLASS A","PRICE INDEX",173.5
2014-12-08,"FACEBOOK CLASS A","PRICE INDEX",190.5
2014-12-09,"FACEBOOK CLASS A","PRICE INDEX",202.7
2014-12-10,"FACEBOOK CLASS A","PRICE INDEX",190.7
2014-12-11,"FACEBOOK CLASS A","PRICE INDEX",195.4
2014-12-12,"FACEBOOK CLASS A","PRICE INDEX",203.6
2015-12-01,"FACEBOOK CLASS A","PRICE INDEX",200.7
2015-12-02,"FACEBOOK CLASS A","PRICE INDEX",199.4
2015-12-03,"FACEBOOK CLASS A","PRICE INDEX",206.5
2015-12-04,"FACEBOOK CLASS A","PRICE INDEX",214.6
2015-12-05,"FACEBOOK CLASS A","PRICE INDEX",202.6
2015-12-06,"FACEBOOK CLASS A","PRICE INDEX",213.3
2015-12-07,"FACEBOOK CLASS A","PRICE INDEX",230
2015-12-08,"FACEBOOK CLASS A","PRICE INDEX",246.4
2015-12-09,"FACEBOOK CLASS A","PRICE INDEX",240.8
2015-12-10,"FACEBOOK CLASS A","PRICE INDEX",246.5
2015-12-11,"FACEBOOK CLASS A","PRICE INDEX",282.5
2015-12-12,"FACEBOOK CLASS A","PRICE INDEX",267.1
2016-12-01,"FACEBOOK CLASS A","PRICE INDEX",259.9
2016-12-02,"FACEBOOK CLASS A","PRICE INDEX",266.8
2016-12-03,"FACEBOOK CLASS A","PRICE INDEX",286.2
2016-12-04,"FACEBOOK CLASS A","PRICE INDEX",289.3
2016-12-05,"FACEBOOK CLASS A","PRICE INDEX",314.6
2016-12-06,"FACEBOOK CLASS A","PRICE INDEX",305
2016-12-07,"FACEBOOK CLASS A","PRICE INDEX",308.5
2016-12-08,"FACEBOOK CLASS A","PRICE INDEX",326.6
2016-12-09,"FACEBOOK CLASS A","PRICE INDEX",336.6
2016-12-10,"FACEBOOK CLASS A","PRICE INDEX",337.5
2012-12-10,"APPLE","DIVIDEND YIELD",1.68
2012-12-11,"APPLE","DIVIDEND YIELD",1.95
2012-12-12,"APPLE","DIVIDEND YIELD",1.97
2013-12-01,"APPLE","DIVIDEND YIELD",2.04
2013-12-02,"APPLE","DIVIDEND YIELD",2.27
2013-12-03,"APPLE","DIVIDEND YIELD",2.47
2013-12-04,"APPLE","DIVIDEND YIELD",2.47
2013-12-05,"APPLE","DIVIDEND YIELD",2.69
2013-12-06,"APPLE","DIVIDEND YIELD",2.82
2013-12-07,"APPLE","DIVIDEND YIELD",2.86
2013-12-08,"APPLE","DIVIDEND YIELD",2.61
2013-12-09,"APPLE","DIVIDEND YIELD",2.58
2013-12-10,"APPLE","DIVIDEND YIELD",2.48
2013-12-11,"APPLE","DIVIDEND YIELD",2.35
2013-12-12,"APPLE","DIVIDEND YIELD",2.18
2014-12-01,"APPLE","DIVIDEND YIELD",2.29
2014-12-02,"APPLE","DIVIDEND YIELD",2.28
2014-12-03,"APPLE","DIVIDEND YIELD",2.27
2014-12-04,"APPLE","DIVIDEND YIELD",2.35
2014-12-05,"APPLE","DIVIDEND YIELD",2.22
2014-12-06,"APPLE","DIVIDEND YIELD",2.04
2014-12-07,"APPLE","DIVIDEND YIELD",1.97
2014-12-08,"APPLE","DIVIDEND YIELD",1.96
2014-12-09,"APPLE","DIVIDEND YIELD",1.85
2014-12-10,"APPLE","DIVIDEND YIELD",1.87
2014-12-11,"APPLE","DIVIDEND YIELD",1.69
2014-12-12,"APPLE","DIVIDEND YIELD",1.71
2015-12-01,"APPLE","DIVIDEND YIELD",1.72
2015-12-02,"APPLE","DIVIDEND YIELD",1.49
2015-12-03,"APPLE","DIVIDEND YIELD",1.51
2015-12-04,"APPLE","DIVIDEND YIELD",1.48
2015-12-05,"APPLE","DIVIDEND YIELD",1.65
2015-12-06,"APPLE","DIVIDEND YIELD",1.64
2015-12-07,"APPLE","DIVIDEND YIELD",1.69
2015-12-08,"APPLE","DIVIDEND YIELD",1.8
2015-12-09,"APPLE","DIVIDEND YIELD",1.82
2015-12-10,"APPLE","DIVIDEND YIELD",1.86
2015-12-11,"APPLE","DIVIDEND YIELD",1.8
2015-12-12,"APPLE","DIVIDEND YIELD",1.84
2016-12-01,"APPLE","DIVIDEND YIELD",2.08
2016-12-02,"APPLE","DIVIDEND YIELD",2.21
2016-12-03,"APPLE","DIVIDEND YIELD",2.03
2016-12-04,"APPLE","DIVIDEND YIELD",1.88
2016-12-05,"APPLE","DIVIDEND YIELD",2.52
2016-12-06,"APPLE","DIVIDEND YIELD",2.31
2016-12-07,"APPLE","DIVIDEND YIELD",2.34
2016-12-08,"APPLE","DIVIDEND YIELD",2.11
2016-12-09,"APPLE","DIVIDEND YIELD",2.16
2016-12-10,"APPLE","DIVIDEND YIELD",1.94
2012-12-10,"APPLE","PER",14.8
2012-12-11,"APPLE","PER",12.3
2012-12-12,"APPLE","PER",12.2
2013-12-01,"APPLE","PER",11.8
2013-12-02,"APPLE","PER",10.6
2013-12-03,"APPLE","PER",9.7
2013-12-04,"APPLE","PER",9.7
2013-12-05,"APPLE","PER",10.8
2013-12-06,"APPLE","PER",10.3
2013-12-07,"APPLE","PER",10.2
2013-12-08,"APPLE","PER",11.7
2013-12-09,"APPLE","PER",11.8
2013-12-10,"APPLE","PER",12.3
2013-12-11,"APPLE","PER",13.1
2013-12-12,"APPLE","PER",14.1
2014-12-01,"APPLE","PER",13.4
2014-12-02,"APPLE","PER",13.3
2014-12-03,"APPLE","PER",13.3
2014-12-04,"APPLE","PER",12.9
2014-12-05,"APPLE","PER",14.1
2014-12-06,"APPLE","PER",15.4
2014-12-07,"APPLE","PER",15.9
2014-12-08,"APPLE","PER",15.5
2014-12-09,"APPLE","PER",16.4
2014-12-10,"APPLE","PER",16.2
2014-12-11,"APPLE","PER",17.2
2014-12-12,"APPLE","PER",17
2015-12-01,"APPLE","PER",16.9
2015-12-02,"APPLE","PER",17.1
2015-12-03,"APPLE","PER",16.9
2015-12-04,"APPLE","PER",17.2
2015-12-05,"APPLE","PER",15.5
2015-12-06,"APPLE","PER",15.7
2015-12-07,"APPLE","PER",15.2
2015-12-08,"APPLE","PER",13.3
2015-12-09,"APPLE","PER",13.2
2015-12-10,"APPLE","PER",12.9
2015-12-11,"APPLE","PER",12.6
2015-12-12,"APPLE","PER",12.3
2016-12-01,"APPLE","PER",10.8
2016-12-02,"APPLE","PER",10
2016-12-03,"APPLE","PER",10.8
2016-12-04,"APPLE","PER",11.7
2016-12-05,"APPLE","PER",10
2016-12-06,"APPLE","PER",11
2016-12-07,"APPLE","PER",10.8
2016-12-08,"APPLE","PER",12.6
2016-12-09,"APPLE","PER",12.3
2016-12-10,"APPLE","PER",13.7
2012-12-10,"APPLE","PRICE INDEX",17522.5
2012-12-11,"APPLE","PRICE INDEX",15104.8
2012-12-12,"APPLE","PRICE INDEX",14998.3
2013-12-01,"APPLE","PRICE INDEX",14477.9
2013-12-02,"APPLE","PRICE INDEX",13019.8
2013-12-03,"APPLE","PRICE INDEX",11921.5
2013-12-04,"APPLE","PRICE INDEX",11959.6
2013-12-05,"APPLE","PRICE INDEX",12604.4
2013-12-06,"APPLE","PRICE INDEX",12026.2
2013-12-07,"APPLE","PRICE INDEX",11868.1
2013-12-08,"APPLE","PRICE INDEX",13004.8
2013-12-09,"APPLE","PRICE INDEX",13153.1
2013-12-10,"APPLE","PRICE INDEX",13713
2013-12-11,"APPLE","PRICE INDEX",14469.8
2013-12-12,"APPLE","PRICE INDEX",15597.6
2014-12-01,"APPLE","PRICE INDEX",14829.6
2014-12-02,"APPLE","PRICE INDEX",14912.5
2014-12-03,"APPLE","PRICE INDEX",14931.7
2014-12-04,"APPLE","PRICE INDEX",14458.7
2014-12-05,"APPLE","PRICE INDEX",16496.1
2014-12-06,"APPLE","PRICE INDEX",17976.5
2014-12-07,"APPLE","PRICE INDEX",18547.2
2014-12-08,"APPLE","PRICE INDEX",18693.3
2014-12-09,"APPLE","PRICE INDEX",19801.6
2014-12-10,"APPLE","PRICE INDEX",19620.4
2014-12-11,"APPLE","PRICE INDEX",21669.6
2014-12-12,"APPLE","PRICE INDEX",21373.5
2015-12-01,"APPLE","PRICE INDEX",21280
2015-12-02,"APPLE","PRICE INDEX",24632.2
2015-12-03,"APPLE","PRICE INDEX",24240.7
2015-12-04,"APPLE","PRICE INDEX",24756.9
2015-12-05,"APPLE","PRICE INDEX",24516.3
2015-12-06,"APPLE","PRICE INDEX",24770.5
2015-12-07,"APPLE","PRICE INDEX",24012.8
2015-12-08,"APPLE","PRICE INDEX",22446.8
2015-12-09,"APPLE","PRICE INDEX",22246.1
2015-12-10,"APPLE","PRICE INDEX",21737.7
2015-12-11,"APPLE","PRICE INDEX",22540.2
2015-12-12,"APPLE","PRICE INDEX",22045.5
2016-12-01,"APPLE","PRICE INDEX",19470.5
2016-12-02,"APPLE","PRICE INDEX",18307.6
2016-12-03,"APPLE","PRICE INDEX",19918.5
2016-12-04,"APPLE","PRICE INDEX",21511.8
2016-12-05,"APPLE","PRICE INDEX",17596.7
2016-12-06,"APPLE","PRICE INDEX",19250.4
2016-12-07,"APPLE","PRICE INDEX",18975.7
2016-12-08,"APPLE","PRICE INDEX",21071.6
2016-12-09,"APPLE","PRICE INDEX",20537.9
2016-12-10,"APPLE","PRICE INDEX",22855.8
2012-12-10,"MICROSOFT","PRICE",29.2
2012-12-11,"MICROSOFT","PRICE",28.22
2012-12-12,"MICROSOFT","PRICE",27.24
2013-12-01,"MICROSOFT","PRICE",26.83
2013-12-02,"MICROSOFT","PRICE",27.88
2013-12-03,"MICROSOFT","PRICE",27.91
2013-12-04,"MICROSOFT","PRICE",28.79
2013-12-05,"MICROSOFT","PRICE",32.69
2013-12-06,"MICROSOFT","PRICE",35
2013-12-07,"MICROSOFT","PRICE",35.67
2013-12-08,"MICROSOFT","PRICE",32.87
2013-12-09,"MICROSOFT","PRICE",32.69
2013-12-10,"MICROSOFT","PRICE",34.13
2013-12-11,"MICROSOFT","PRICE",37.36
2013-12-12,"MICROSOFT","PRICE",37.22
2014-12-01,"MICROSOFT","PRICE",36.04
2014-12-02,"MICROSOFT","PRICE",37.47
2014-12-03,"MICROSOFT","PRICE",38.27
2014-12-04,"MICROSOFT","PRICE",39.209
2014-12-05,"MICROSOFT","PRICE",39.97
2014-12-06,"MICROSOFT","PRICE",40.58
2014-12-07,"MICROSOFT","PRICE",42.09
2014-12-08,"MICROSOFT","PRICE",43.52
2014-12-09,"MICROSOFT","PRICE",46.695
2014-12-10,"MICROSOFT","PRICE",44.03
2014-12-11,"MICROSOFT","PRICE",48.78
2014-12-12,"MICROSOFT","PRICE",46.95
2015-12-01,"MICROSOFT","PRICE",46.6
2015-12-02,"MICROSOFT","PRICE",43.09
2015-12-03,"MICROSOFT","PRICE",41.02
2015-12-04,"MICROSOFT","PRICE",41.72
2015-12-05,"MICROSOFT","PRICE",47.35
2015-12-06,"MICROSOFT","PRICE",45.97
2015-12-07,"MICROSOFT","PRICE",44.61
2015-12-08,"MICROSOFT","PRICE",46.74
2015-12-09,"MICROSOFT","PRICE",43.48
2015-12-10,"MICROSOFT","PRICE",47
2015-12-11,"MICROSOFT","PRICE",53.32
2015-12-12,"MICROSOFT","PRICE",54.06
2016-12-01,"MICROSOFT","PRICE",52.78
2016-12-02,"MICROSOFT","PRICE",50.5
2016-12-03,"MICROSOFT","PRICE",53.07
2016-12-04,"MICROSOFT","PRICE",54.65
2016-12-05,"MICROSOFT","PRICE",51.51
2016-12-06,"MICROSOFT","PRICE",51.48
2016-12-07,"MICROSOFT","PRICE",53.21
2016-12-08,"MICROSOFT","PRICE",57.94
2016-12-09,"MICROSOFT","PRICE",57.05
2016-12-10,"MICROSOFT","PRICE",57.11
2012-12-10,"MICROSOFT","MARKET VALUE",245922.3
2012-12-11,"MICROSOFT","MARKET VALUE",237512.4
2012-12-12,"MICROSOFT","MARKET VALUE",229264.3
2013-12-01,"MICROSOFT","MARKET VALUE",225813.5
2013-12-02,"MICROSOFT","MARKET VALUE",233529.5
2013-12-03,"MICROSOFT","MARKET VALUE",233780.8
2013-12-04,"MICROSOFT","MARKET VALUE",240428.2
2013-12-05,"MICROSOFT","MARKET VALUE",272997.4
2013-12-06,"MICROSOFT","MARKET VALUE",292288.6
2013-12-07,"MICROSOFT","MARKET VALUE",297059.7
2013-12-08,"MICROSOFT","MARKET VALUE",273805.6
2013-12-09,"MICROSOFT","MARKET VALUE",272306.1
2013-12-10,"MICROSOFT","MARKET VALUE",285352
2013-12-11,"MICROSOFT","MARKET VALUE",311879.9
2013-12-12,"MICROSOFT","MARKET VALUE",310711.2
2014-12-01,"MICROSOFT","MARKET VALUE",299131.8
2014-12-02,"MICROSOFT","MARKET VALUE",311000.7
2014-12-03,"MICROSOFT","MARKET VALUE",317640.7
2014-12-04,"MICROSOFT","MARKET VALUE",325434.5
2014-12-05,"MICROSOFT","MARKET VALUE",330168.4
2014-12-06,"MICROSOFT","MARKET VALUE",335207
2014-12-07,"MICROSOFT","MARKET VALUE",346779.4
2014-12-08,"MICROSOFT","MARKET VALUE",358561
2014-12-09,"MICROSOFT","MARKET VALUE",384719.8
2014-12-10,"MICROSOFT","MARKET VALUE",363468.6
2014-12-11,"MICROSOFT","MARKET VALUE",402086.1
2014-12-12,"MICROSOFT","MARKET VALUE",387001.7
2015-12-01,"MICROSOFT","MARKET VALUE",382958.8
2015-12-02,"MICROSOFT","MARKET VALUE",353500.9
2015-12-03,"MICROSOFT","MARKET VALUE",336519.2
2015-12-04,"MICROSOFT","MARKET VALUE",342261.8
2015-12-05,"MICROSOFT","MARKET VALUE",383041.1
2015-12-06,"MICROSOFT","MARKET VALUE",371877.4
2015-12-07,"MICROSOFT","MARKET VALUE",360875.6
2015-12-08,"MICROSOFT","MARKET VALUE",373825.6
2015-12-09,"MICROSOFT","MARKET VALUE",347752.1
2015-12-10,"MICROSOFT","MARKET VALUE",375373.3
2015-12-11,"MICROSOFT","MARKET VALUE",425915.4
2015-12-12,"MICROSOFT","MARKET VALUE",431826.4
2016-12-01,"MICROSOFT","MARKET VALUE",421601.9
2016-12-02,"MICROSOFT","MARKET VALUE",399419.7
2016-12-03,"MICROSOFT","MARKET VALUE",419746.7
2016-12-04,"MICROSOFT","MARKET VALUE",432243.3
2016-12-05,"MICROSOFT","MARKET VALUE",404892.4
2016-12-06,"MICROSOFT","MARKET VALUE",404656.6
2016-12-07,"MICROSOFT","MARKET VALUE",418255.3
2016-12-08,"MICROSOFT","MARKET VALUE",451498.3
2016-12-09,"MICROSOFT","MARKET VALUE",444562.9
2016-12-10,"MICROSOFT","MARKET VALUE",445030.4
2012-12-10,"MICROSOFT","DIVIDEND YIELD",3.15
2012-12-11,"MICROSOFT","DIVIDEND YIELD",3.26
2012-12-12,"MICROSOFT","DIVIDEND YIELD",3.38
2013-12-01,"MICROSOFT","DIVIDEND YIELD",3.43
2013-12-02,"MICROSOFT","DIVIDEND YIELD",3.3
2013-12-03,"MICROSOFT","DIVIDEND YIELD",3.3
2013-12-04,"MICROSOFT","DIVIDEND YIELD",3.2
2013-12-05,"MICROSOFT","DIVIDEND YIELD",2.81
2013-12-06,"MICROSOFT","DIVIDEND YIELD",2.63
2013-12-07,"MICROSOFT","DIVIDEND YIELD",2.58
2013-12-08,"MICROSOFT","DIVIDEND YIELD",2.8
2013-12-09,"MICROSOFT","DIVIDEND YIELD",2.81
2013-12-10,"MICROSOFT","DIVIDEND YIELD",3.28
2013-12-11,"MICROSOFT","DIVIDEND YIELD",3
2013-12-12,"MICROSOFT","DIVIDEND YIELD",3.01
2014-12-01,"MICROSOFT","DIVIDEND YIELD",3.11
2014-12-02,"MICROSOFT","DIVIDEND YIELD",2.99
2014-12-03,"MICROSOFT","DIVIDEND YIELD",2.93
