"","Group.1","Group.2","ARCA.CONTINENTAL","ALFA.A","ALPEK.DE.CV","ALSEA.DE.CV","AMERICA.MOVIL.L","GRUPO.AEROPORTUARIO.DEL.SURESTE.B","GRUPO.BIMBO.A","BOLSA.MEXICANA.DE.VALORES","CEMEX.CPO","GRUPO.ELEKTRA","FOMENTO.ECONOMICO.MEXICANO","GRUPO.AEROPORTUARIO.DEL.PACIFICO","GRUPO.CARSO.SERIES.A1","GENTERA","GRUPO.FINANCIERO.INBURSA.SRIES.O","GPO.FINANCE.BANORTE","BANREGIO.GRUPO.FINANCIERO","GRUPO.MEXICO.B","GRUMA","INFRAESTRUCTURA.ENERGETICA.NOVA","KIMBERLY.CLARK.DE.MEXICO.A","COCA.COLA.FEMSA.L","GENOMMA.LAB.INTERNATIONAL","GRUPO.LALA","EL.PUERTO.DE.LIVERPOOL.C1","MEXICHEM.DE.CV","NEMAK","OHL.MEXICO","GRUPO.AEROPORTUARIO.DEL.CENTRO.NORTE.B","INDUST.PENOLES","PROMOTORA.Y.OPRD..INFRE.","GRUPO.FINANCIERO.SANTANDER.MEXICO.B","GRUPO.TELEVISA","CONTROLADORA.VUELA.COMPANIA.DE.AVIACION","WALMART.DE.MEXICO.V"
"50",2,2008,0.142857142857143,0.0952380952380952,1,0.142857142857143,0.0476190476190476,0.0476190476190476,0.0476190476190476,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,1,0.0476190476190476,0.0476190476190476,1,0.0476190476190476,0.0476190476190476,1,0.0476190476190476,0.0476190476190476,1,1,0.952380952380952,0.0952380952380952,1,1,0.0952380952380952,0.0476190476190476,0.0952380952380952,1,0.0476190476190476,1,0.0476190476190476
"51",3,2008,0.19047619047619,0.142857142857143,1,0.142857142857143,0.142857142857143,0.142857142857143,0.19047619047619,1,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.19047619047619,1,0.142857142857143,0.142857142857143,1,0.142857142857143,0.142857142857143,1,0.142857142857143,0.142857142857143,1,1,1,0.142857142857143,1,1,0.142857142857143,0.142857142857143,0.142857142857143,0.952380952380952,0.142857142857143,1,0.142857142857143
"52",4,2008,0.181818181818182,0,1,0.0454545454545455,0,0,0,1,0.0454545454545455,0,0,0,0,1,0.0909090909090909,0,1,0,0,1,0,0,1,1,0.909090909090909,0.0454545454545455,1,1,0,0,0.0454545454545455,0.954545454545455,0,1,0
"53",5,2008,0.0909090909090909,0.0454545454545455,1,0.136363636363636,0.0454545454545455,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.0909090909090909,1,1,1,0.0454545454545455,1,1,0.0909090909090909,0.0454545454545455,0.0909090909090909,1,0.0454545454545455,1,0.0454545454545455
"54",6,2008,0.285714285714286,0.0476190476190476,1,0,0,0,0.0476190476190476,0.523809523809524,0,0,0,0,0,1,0.0952380952380952,0,1,0,0,1,0.0952380952380952,0,0.619047619047619,1,1,0.0952380952380952,1,1,0,0,0,0.952380952380952,0,1,0.0476190476190476
"55",7,2008,0.173913043478261,0.0434782608695652,1,0.0434782608695652,0,0,0.0869565217391304,0.0434782608695652,0.0434782608695652,0,0,0,0,1,0.0434782608695652,0,1,0,0.0434782608695652,1,0.0434782608695652,0.0434782608695652,0.260869565217391,1,0.91304347826087,0,1,1,0.0434782608695652,0.0434782608695652,0,0.956521739130435,0.0434782608695652,1,0
"56",8,2008,0.380952380952381,0,1,0,0,0,0,0.0952380952380952,0.0952380952380952,0,0,0,0,1,0,0,1,0,0.0952380952380952,1,0,0,0.238095238095238,1,0.952380952380952,0,1,1,0.0476190476190476,0,0.142857142857143,1,0,1,0
"57",9,2008,0.136363636363636,0.0454545454545455,1,0.0909090909090909,0.0454545454545455,0.136363636363636,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0909090909090909,1,0.0909090909090909,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.181818181818182,1,0.863636363636364,0.0454545454545455,1,1,0.0909090909090909,0.0454545454545455,0.181818181818182,0.954545454545455,0.0454545454545455,1,0.0454545454545455
"58",10,2008,0.130434782608696,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.521739130434783,1,0,0,0.0869565217391304,1,0.91304347826087,0,1,1,0,0,0,0.956521739130435,0,1,0.0434782608695652
"59",11,2008,0.05,0.15,1,0.05,0.05,0.05,0.1,0.1,0.05,0.05,0.05,0.05,0.1,1,0.05,0.05,1,0.05,0.05,1,0.05,0.05,0.15,1,1,0.15,1,1,0.1,0.05,0.05,0.95,0.05,1,0.05
"60",12,2008,0.304347826086957,0.173913043478261,1,0.130434782608696,0.0869565217391304,0.130434782608696,0.173913043478261,0.217391304347826,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,1,0.0869565217391304,0.130434782608696,1,0.130434782608696,0.173913043478261,1,0.130434782608696,0.0869565217391304,0.130434782608696,1,0.956521739130435,0.173913043478261,1,1,0.0869565217391304,0.0869565217391304,0.0869565217391304,1,0.0869565217391304,1,0.0869565217391304
"61",1,2009,0.0909090909090909,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455,1,0.0909090909090909,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.136363636363636,1,1,0.0454545454545455,1,1,0.0454545454545455,0.0454545454545455,0.0909090909090909,1,0.0454545454545455,1,0.0454545454545455
"62",2,2009,0.15,0.2,1,0.1,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.1,0.05,1,0.05,0.1,1,0.05,0.05,1,0.05,0.1,0.15,1,1,0.05,1,1,0.1,0.05,0.2,1,0.05,1,0.05
"63",3,2009,0.181818181818182,0.136363636363636,1,0.136363636363636,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,1,0.0909090909090909,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.181818181818182,1,0.909090909090909,0.0909090909090909,1,1,0.0454545454545455,0.0454545454545455,0.181818181818182,1,0.0454545454545455,1,0.0454545454545455
"64",4,2009,0.136363636363636,0.136363636363636,1,0.136363636363636,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.136363636363636,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,0.136363636363636,1,0.772727272727273,0.0909090909090909,1,1,0.136363636363636,0.0909090909090909,0.318181818181818,0.954545454545455,0.0909090909090909,1,0.0909090909090909
"65",5,2009,0.0952380952380952,0.0476190476190476,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.142857142857143,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0952380952380952,1,0.0476190476190476,0.0476190476190476,1,0.0476190476190476,0.0952380952380952,1,0.0476190476190476,0.0476190476190476,0.0952380952380952,1,0.523809523809524,0.0476190476190476,1,1,0.0476190476190476,0.0476190476190476,0.0476190476190476,1,0.0476190476190476,1,0.142857142857143
