"","Group.1","Group.2","SACI.FALABELLA","EMPRESAS.COPEC","BANCO.DE.CHILE","BANCO.SANTANDER.CHILE","ENEL.AMERICAS","CENCOSUD","LATAM.AIRLINES.GROUP","BANCO.DE.CREDITO.E.INVERSION","EMPRESAS.CMPC","ENEL.GENERACION.CHILE","AES.GENER","AGUAS.ANDINAS","ANTAR.CHILE","COLBUN.MACHICURA","COMPANIA.CERVECERIAS.UNIDAS","EMPRESA.NACIONAL.DE.TELECOMUNICACIONES","ENEL.CHILE","ITAU.CORPBANCA","QUINENCO","SOCIEDAD.MATRIZ.BANCO.DE.CHILE.B","SOCIEDAD.QUIMICA.Y.MINERA.DE.CHILE.A.PREF.","BANMEDICA","COSTA.VERDE.AERONAUTICA","EMBOTELLADORA.ANDINA.SERIES.A","ENEL.DISTRIBUCION.CHILE","ENGIE.ENERGIA.CHILE","MIN.VALPARAISO","PARQUE.ARAUCO","PEHUENCHE","ADM.FDOS.DE.PENSIONES.CUPRUM","AFP.CAPITAL","AFP.PROVIDA","ALMENDRAL","AUSTRALIS.SEAFOODS","BANVIDA","BBVA.BANCO.BHIF","BICECORP.PREF.","CAP","CAROZZI","CGE.DISTRIBUCION","CIA.DE.TC.DE.CIL.","COCA-COLA.EMBONOR.SERIES.B.PREF.","COMPANIA.SUDAMERICANA.DE.VAPORES","CRISTALERIAS.DE.CHILE","ELECTROMETALRGCA","EMPRESAS.AQUACHILE","EMPRESAS.CCT","EMPRESAS.LIPIGAS","ENACAR","FONDOS.HABITAT","FORESTAL.CONST","FORUS","GAS.NATURAL.DE.CHILE","GASCO","GRUPO.SECURITY","HORTIFRUT","INSTITUTO.DE.DIAGNOSTICO","INVERSIONES.AGUAS.METROPOLITANAS","INVERSIONES.LA.CONSTRUCCION","MASISA","MOLYMET","MULTIEXPORT.FOODS","NACL.EXPLOSIVOS","NORTE.GRANDE","ORO.BLANCO","PAMPA.CALICHERA","RIPLEY.CORPORATION","SALFA.CORPORATION","SCOTIABANK.SUD.AMERICANO.SERIES.'A'","SIGDO.KOPPERS","SMU","SOCIEDAD.MATRIZ.SAAM","SOCIEDAD.PUNTA.DEL.COBRE.A.PREF.","SOCOVESA","SONDA","VINA.CONCHA.Y.TORO","WATTS","AGENCIAS.UNIVERS","AGRICOLA.NACION","ANDACOR","ANDROMACO","AUTOMOVILISMO.Y.TURISMO","AXXION","AZUL.AZUL.SHARES","BANCO.INTERNACIONAL","BESALCO","BETLAN.DOS","BLANCO.Y.NEGRO","BLUMAR","CABO.DE.HORNOS","CAMPOS.CHILENOS","CASABLANCA","CEM","CEMENTOS.BIO.BIO","CHG.ACCIONES.CIL.FDINV.","CINTAC","CLUB.DE.CAMPO","CLUB.UNION","COLOSO","COMERCIO","COMPANIA.AGROPECUARIA.COPEVAL","COMPANIA.CHILENA.DE.NAVIGACION.INTEROCEANICA","COMPANIA.GENERAL.DE.ELECTRICIDAD","COMPANIA.PESQUERA.CAMANCHACA","COMPANIAS.CIC","CONSOGRAL","CONSTRUCTORA.INGEVEC","COVADONGA","CRAIGHOUSE","CRUZADOS.SADP","CTI","CURAUMA","DUNCAN.FOX","ECHEVERRIA.IZQUIERDO","EDELMAG","EDELPA","ELECDA","ELECTRCA.IQUIQUE","ELECTRICA.ARICA","ELECTRICA.PUNTILLA","EMPRESAS.IANSA","EMPRESAS.LA.POLAR","EMSE.SANITARIOS.DEL.BIO.'A'","ENERGIA.LATINA","ENJOY","EPERVA","ESPANOLA","ESTACIONAM","ESVAL.'A'","FERROCARRIL.DEL.PACIFICO","FORESTAL.CHOLGUAN","FOSFOROS","FROWARD","GOLF","GRANADILLA","GRUPO.EMPRESAS.NAVIERAS","HIPERMARC","HIPICO","HIPODROMO","HITES","IM.TRUST.SA.ADMIN.GL.DE.FONDOS","INDUSTRIA.PRODUCTOS.ALIMENTICIOS","INFODEMA","INMOBILIARIA.SIXTERRA","INMOBILIARIA.SPORT.FRANCAIS","INMOBILIARIAN.SAN.PATRICIO","INTASA","INVER.SIEMEL","INVERCAP","INVERNOVA","INVERSIONES.AGRICOLAS.Y.COMERCIALES","INVERTEC.PESQUERA.MAR.DE.CHILOE","INVEXANS","INVIESPA","IQUIQUE","LAS.CONDES","LITORAL","MARBELLA.CLUB","MARINSA","MATRIZ.IDEAS","MELON","MOLLER.Y.PEREZ.COTAPOS","NAVARINO","NIBSA","NITRATOS.DE.CHILE","OLDBOYS","OXIQUIM","PACIFICO.V.REGION","PAZ","POLO","POLPAICO","POTASIOS.DE.CHILE.'A'","PREVISION","PREVISION.CLUB.'A'","PUERTO","PUYEHUE","QUEMCHI","QUILICURA","QUINTEC","REBRISA.A.PREF.","SANTA.EMILIANA","SANTA.RITA","SANTANA","SCHWAGER.ENERGY","SINTEX","SIPSA","SOCIED.INMB.VINA.DEL.MAR","SOFRUCO","SOMELA","SOPRAVAL","SOPROCAL","SOQUICOM","SPORTING","TECH.PACK","TELEFONOS.DELSUR","TRICAHUE","TRICOLORSA","UNESPA","UNION.EL.GOLF","VALORES","VENTANAS","VICONTO","VINA.SAN.PEDRO","VOLCAN","ZONA.FRANCA","AGUAS.ANDINAS.1","CGE.GAS.NATURAL","CIA.DE.TC.DE.CIL..PREF.","COCA-COLA.EMBONOR.PREF.","EMBOTELLADORA.ANDINA.SERIES.B.PREF.","EMSE.SADBB.'C'","EMSE.SANITARIOS.DEL.BIO.'B'","ESVAL.'B'","ESVAL.'C'","FONDO.MUTUO.ETF","HIPODROMO.PREFERRED.STOCK","PAMPA.CALICHERA.PREFERRED.STOCK","POTASIOS.DE.CHILE.'B'","PRINCE.OF.WALES.COUNTRY.CLUB.'B'","REBRISA.PREFERRED.STOCK","SOCIEDAD.MATRIZ.BANCO.DE.CHILE.A","SOCIEDAD.MATRIZ.BANCO.DE.CHILE.D.PREF.","SOCIEDAD.MATRIZ.BANCO.DE.CHILE.E.PREF.","SOCIEDAD.PUNTA.DEL.COBRE.C.PREF.","SOCIEDAD.PUNTA.DEL.COBRE.D.PREF.","SOCIEDAD.QUIMICA.Y.MINERA.DE.CHILE.B.PREF."
"70",10,2009,0,0.00464089863768654,0.00829586826434364,0.0165826283020774,0.00542513375142982,0.00714752177806453,0,0,0.0232509152822136,0,0.0137925520797064,0.00662942750196096,0,0,0.0110327195395458,0,NA,0,0,0,0.00250388626713702,0.00577397485157864,0,0,0.00672220078542478,0.0124505278610432,0,0.0163420170431977,0.00347792068562114,NA,0,0,0.00141568745965679,NA,0.0232892575109947,0,0,0.0223457796680003,NA,0,0.0302409744769494,0,0.00424857754773129,0,0.00103853491389588,NA,0,NA,0.0108433341438726,0.0257585479364209,0,0,NA,0.00297604877965956,0.00688573064754252,NA,0,0,NA,0.0111890479338582,0,0.011307279916059,0.0028238309149406,0.0128214766595647,0.0197841167827018,0.0112416559117133,0,0.00278280651044064,0,0.00756620319187633,NA,NA,0,0.00529320487081451,0,0,0.00150138472761312,0.00504775899800965,0,0,0.00483376357806034,0,0,0.00838273228579747,NA,0,NA,0,0.00502908401135969,0.0609937545592833,0.0259397156981487,0,0,0.00267178821146346,NA,0.0148638512252761,0,0,0.00118805226271995,0.0243975018237133,0,0.00496728521654587,NA,NA,0,0,NA,0,0,NA,0.00123533479221393,0.0142865305000928,0,NA,0.0025023078793552,0,0,0,0.00179644991773384,NA,0.00980495414866603,0.00560543349287625,0,NA,0.00409553145988752,0.000975900072948534,0,0.00731925054711399,0,0,0,0,0.000750692363806561,0.00231701607109217,0,0.0138658847095872,0,0,0,NA,NA,0,0,NA,0,0,0,0.0212977993433243,0.0192182981967813,0,0.000406594689864044,0,0.00949813005909292,0,0,0.0107437792156965,0,0,0.0202661570412667,NA,0.0124962340889395,NA,0,NA,NA,0,NA,0.00155451143716913,0,0,0.0027882859227101,NA,0,0,0.00162689268444858,0,0,0,0.00177427490915816,0,0.0104092592831098,4.24823304752993e-05,0,0,0.0066148003521329,0.0168470506190122,NA,0.00325300024316178,0,0,0,0,0,NA,0.0134606906613591,0.00506963090255039,0,0,0,0,0,0,0.00685550632093878,0,0.0115247095078144,0,NA,0.0297362975595347,0.00243975018237134,0,0,0,NA,0,NA,0,0,NA,0,0.0150138472761313,0.00444793859062292,0.00607504898342804,2.86945037620985e-05,0,0,0
"71",11,2009,0.01466742339599,0,0,0,0,0.016554465915301,0.00702636406885025,0.00480635794361552,0.0147729531430182,0,0.0104324293153404,0.00400247920235666,0.00864203264834072,0,0,0.00734269892941648,NA,0,0.0317412663306647,0,0.00168193172472976,0.00746338256110317,0,0.00655544953503289,0.00157848646996572,0,0,0.00407014756400139,0.00385544122247931,NA,0,0.00812589507655412,0.0130162476689224,NA,0,0,0.00804246766835982,0.0178024723807362,NA,0,0.0122534622681756,0,0,0,0,NA,0,NA,0.014249699334516,0.0150618500974688,0.00632889051259916,0.0156202253378184,NA,0.00772725139429757,0.0162761023218477,NA,0.0223068447494642,0.0240016848570595,NA,0.02731934304099,0.000670183817823067,0.0218060398758954,0.0119795301273601,0,0.00729336094611274,0,0.016637452060746,0.00560353194007454,0,0,NA,NA,0.0218752804052121,0,0,0.0147305706090499,0.00921106752098159,0.00912431340787192,0,0,0.00226355667483141,0,0.00587882845813518,0.00343669878821168,NA,0.0293203241538295,NA,0.00410811733675775,0.00678448881062062,0,0.0115269412108355,0,0,0.0187865097183955,NA,0.00397881796046818,0,0.00282080083085756,0.0117088156293452,0,0,0.00516414950406274,NA,NA,0,0,NA,0,0,NA,0,0,0.0043616080550862,NA,0.00256494588021289,0,0.014757852772566,0.0141803482064469,0.0125499399737502,NA,0.0309170472031682,0.0159727259897327,0,NA,0.00745168506575095,0.00181359809712022,0,0,0,0,0.00146568336012164,0,0,0.000479429136488396,0,0.00161561107225633,0.015422634972223,0,0,NA,NA,0.00272383633296944,0.00256494588021289,NA,0,0,0,0,0,0,0,0,0.0146832572531039,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,0.01183010453574,0.0175031066260649,0,0.00150879169424287,NA,0,0.0170996457313837,0,0,0,0,0,0,0.0171138865261996,1.84860964339779e-05,0,0,0.00646975129862972,0.00759983964507522,NA,0,0,0,0,0.0208909305539127,0,NA,0.00629207503082526,0.00410391340834062,0,0,0,0,0.00580329870395817,7.0757127730013e-05,0.00695962270730765,0,0.00481553135245483,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0.015688991569009,0.00616630069539072,0.000766673793362326,0,0,0.00889569519455919
"72",12,2009,0,0,0.00496581833896251,0,0,0,0,0,0,0,0,0.00331892399836841,0.0118456597621877,0.010936826758523,0,0,NA,0,0,0,0.00411583391778919,0.0145797046773434,0,0,0,0,0.0101626189274495,0.00781418215837152,0.00996614079167241,NA,0.0170588771906386,0,0.0109617944181775,NA,0.0165090665071708,0.00255330034399699,0,0.00261599856258413,NA,0,0.00198749089923872,0,0.00878828699709842,0,0.000768995215205345,NA,0.0158925492704478,NA,0.00150078098451366,0,0.00409115758655721,0.00508441302013483,NA,0,0.0082352405455473,NA,0.00782121499936231,0.00581458068457319,NA,0,0,0.00870124366353322,0.012124610493571,0.0139984908726938,0,0,0.024850364966172,0,0,0,NA,NA,0.00728196429091909,0.0100025205350126,0.00360485183751025,0.00656649706841159,0.00653771585737487,0.00462146958249718,0,0,0.00194728325490968,0,0,0.00740401956983126,NA,0,NA,0,8.41944639637542e-05,0,0,0,0.00730072226620339,0.0199462255352315,NA,0.0275019546430955,0,0,0,0,0.00273174207406681,0,NA,NA,0.0149685361009901,0.0217613242754481,NA,0,0,0.00495505244111284,0.00825770437860136,0,0,NA,0.00556699954939256,0.0148649200513094,0.00216391676836854,0.000933937205292146,0.000827097075909747,NA,0,0,0,NA,0,0.00263118928390313,0,0,0,0.00816776157148399,0,0.0180927485355258,0.0056823463230441,0.00216391676836854,0,0.00657740749777609,0.0110150595585417,0,0.00914348646056301,0.00767940483142946,NA,0.00320856624275335,0,NA,0,0,0.021472712547657,0.00193613605590869,0.012479855283778,0,0,0,0.00980073155543472,0,0,0,0,0,0.0162563778169664,NA,0.0195401684183679,NA,0,NA,NA,0,NA,0.00319124057542652,0,0.00150889331415969,0,NA,0,0,0.00289844419395654,0,0.00131791695098115,0,0.00379898961838535,0,0.000143151416984386,0.00502964438053227,0,0.0133524672835332,0.000866098755727414,0.00768660869459606,NA,0,0.00443087719237368,0,0,0.0147200635310959,0,NA,0.00600312393805465,0.00455081573931654,0,0,0,0,0.0102921921513566,0,0.00906384146941416,1.74615849945772e-05,0,0,NA,0.00124064561386464,0.00241328059284013,0.00437733733821952,0.0446632420991266,0,NA,0,NA,0.0206774268977438,0.00193823849074945,NA,0,0,0.0012458365996967,0.00203152970592743,0.0127161125737445,0,0,0
"73",1,2010,0.00823610588495264,0.00924324488134005,0,0.0165376195933087,0,0,0.00737104843817488,0.0127089731784474,0.00303834461945516,0.000974814181203348,0.00588991400558211,0.0115107030803498,0.00734114785914766,0.0124938829948505,0,0,NA,0.00983573824642792,0.0112277745693412,0,0.000144886824891489,0.00913269756799667,0,0.00507357304637609,0.00161105626408213,0,4.05540879951833e-05,0.00714905459753388,0.0152987213168506,NA,0.00314075005740354,0.00543384112162557,0.00336684845882794,NA,0.0128866679929636,0.0248125778382336,0.0091786450423102,0,NA,0,0.0105120109478866,0.00880262027269079,0,0,0.0034112114770641,NA,0,NA,0.00427887355623682,0.0126182841328661,0.00180442238651871,0,NA,0,0,NA,0.0275530764185141,0.0091161120448052,NA,0,0.00304842092498041,0,0.00904114914297317,0,0,0,0,0.0164818348920787,0,0,NA,NA,0.00507503658890972,0,0,0.00972624214058336,0.0040906710687094,0.000826991479235299,0,0,0.00469820862981942,0,0,0,NA,0.00789802245477924,NA,0,0,0,0,0,0.0118922314189298,0.00571167906451185,NA,0,0.0120230894585141,0,0.00440315499532716,0,0,0.000751326702096541,NA,NA,0,0,NA,0,0,0.00531183245863172,0,0.00303418730244721,0.00273594227222707,NA,0,0.00949240338608781,0,0,0,NA,0,0,0,NA,0.0130214470805539,0.00354695322550339,0,0,0,0,0,0.00224063304883803,0.00250238622459794,0.00652895314963281,0,0,0,0,0,0,NA,0.00247944768420579,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552420470138346,NA,0.00519482709916534,NA,0,NA,NA,0,NA,0.00789722934175804,0,0.00136433291500686,0,NA,0,0.00615586588109363,0.000102752750485565,0,0,0,0.0086718236516343,0,0.0179975429998934,0.00732499607441219,0,0,0,0.0136506728926837,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.0069322125840301,0,0.0256494588021289,NA,0,0,0.0159297100432156,0,0,NA,0,NA,0,0,NA,0,0,0.0300196746224019,0.00863565193907581,0.00627943422597157,0,0,0
"74",2,2010,0.0108403164748374,0,0,0.0164548094685351,0,0,0,0,0.0121134729225596,0.00160761374040727,0,0.0031936109779244,0,0.0118587004620931,0,0.00572102388421362,NA,0,0,0,0.00327190779053577,0.0053786242326928,0,0.0198766075042328,0.00341270383573618,0,0.00662088015161082,0.0117671370885571,0,NA,0,0,0,NA,0,0.00056919796887987,0.000171662879503452,0,NA,0,0.000132462613647416,0.00611910626963333,0,0.00360064640927692,0.000705509900944138,NA,2.55803248467376e-05,NA,0,0,0,0,NA,0.012083655438679,0,NA,0.00943390449498599,0.0152309079233076,NA,0.0111977425897562,0,0.00459778890531159,0.00707833833383229,0.00610294785061033,0.0170609924394001,0.000764417689502512,0,0.00491266006122495,0,0,NA,NA,0.00484985583457177,0.00626024323919612,0.00590700633341766,0,0.00322828698767688,0.00425778008217224,0,0,0,0,0,0.00690839032776269,NA,0,NA,0,0.00954081366997432,0,0,0,0.0125672600591706,0,NA,0.00240638639317807,0,0,0,0,0.00302177157008282,0.000726893799602329,NA,NA,0,0,NA,0,0,0.00724210361390198,0.00909813261368297,0,0.000468171489554866,NA,0,0.00431717057071838,0.000607686593442223,0,0.000145490063794409,NA,0,0,0,NA,0.00408245480875871,0,0,0,0,0,0.020468078370372,0.000337957365503768,0.00180246023478624,0,0,7.71931578066842e-05,0.002773015745825,0,0,0,NA,0.00184792505763276,0,NA,0,0,0,0,0,0,0,0,0.00660804841735002,0,0.0512278171991882,0,1.20164015652484e-05,0.00600820078262084,0,NA,0,NA,0,NA,NA,0,NA,0.000427980854197586,0.0140723952216095,0,0,NA,0,0,0.00164674503388129,0,0.00490992752128154,0.0149131538999725,0,0,0,3.22446249634042e-05,0,0,0.00219053514149342,0,NA,0,0,0,0,0.00999850146005332,0,NA,0,0.0020922601728552,0,0,0,0,0,0,0,0.00312503336186134,0,0,NA,0,0.000988445935205377,0,0,0,NA,0,NA,0.0132398897246117,0.00843738647809466,NA,0,0,0.00321421531381973,0.00831361586319275,0.00433961863168969,0,0,0
"75",3,2010,0.0192703673473947,0.0108110430724685,0.011616923014512,0.00836522792585447,0.0056341278122693,0.0117217063694141,0.0040594377842033,0.00502210581672034,0,0.0036900933484727,0.0125327222817064,0.00874079344578466,0.011324736405211,0.0124237403646064,0.0163824049326062,0.00883272916109877,NA,0,0,0,0,0,0,0.019137748372066,0,0.0102178786630635,0.0053669099854046,0.00601284768815576,0,NA,0.00293837119073202,0.00412552941119688,0.0159956462873066,NA,0.00428100455705476,0,0.00428999079515988,0,NA,0,0.00975448517351049,0.00165984446673857,0,0.0253403387541363,0.000312053893632855,NA,1.27463590465507e-05,NA,0,0.0368673146570197,0.000273790143305295,0.00503538676572233,NA,0,0.00809860575658601,NA,0,0.0122324729869066,NA,0,0,0.0102108246292604,0,0,0,0.00507036977379304,0,0,0,0.0109035895831199,NA,NA,0.0142012439709388,0,0,0.0144794917362978,0,0,0.0168180161552494,0,0,0,0.00756486725223522,0,NA,0,NA,0.00687204532516666,0,0,0,0,0.0128249807906517,0,NA,0,0,0.00119292847486983,0,0,0.0041266109474038,0,NA,NA,0.0485070922089628,0,NA,0,0,0.0120079614659323,0.0150480286630271,0,0.000179468971200809,NA,0,0,0,0,0,NA,0,0,0,NA,0.00914606413532632,0.000457366125587999,0,0,0,0,0,0.00335736957510633,0.000762691975736452,0,0,6.1633441847796e-05,0.016853843811362,0.00581552631499044,0,0,NA,0.00659480684119916,0,NA,0,0,0,0,0,0,0,0,0.00993751533839675,0,0,0.0139467444358015,0,0,0.0130505358785427,NA,0,NA,0,0,NA,0,NA,0,0.0534130047515705,0.00854775521363425,0,NA,0,0,0,0,0,0,0,0,0.0010338713448872,0.00044217040328637,0,0.0162810388005536,0,0.00978932627914353,NA,0,0,0,0,0,0.00775403508665392,NA,0,0.00616625518679075,0,0,0,0,0.0241423263937747,0,0,0,0,0,NA,0.00734592797683003,0.00230698564561604,0.00427070407964407,0,0,NA,0,NA,0.00743583494270915,0.00143133108487158,NA,0,0,0.00250142729063601,0.00761684727333254,0.00809116704694322,0,0,0.0144086251294034
"76",4,2010,0.00890363115521359,0,0.00574115106643537,0,0.00828149041605062,0,0,0,0,0,0,0,0.00557153103223124,0.0149027896457747,0.00643894708462574,0,NA,0.00556143560987046,0.016963538301992,0,0.000111913960375746,0.0162956245165066,0,0,0.000751320156515366,0.0182476552436181,0.00300469408128928,0,0,NA,0,0.00591256804477933,0.00639205758683022,NA,0,0.00309809546967789,0.00162650012158088,0.00732033284566851,NA,0,0.0193909808934193,0.00313279986050988,0.00945486926623406,0.00290227735955576,0.000143047241963134,NA,0.00135003297312426,NA,0,0.0304308811424276,3.34377081506663e-06,0.00536596175093209,NA,0.0018180805872317,0.0178710428977639,NA,0.00932920904033826,0.00522293184946218,NA,0,0.000646356770363731,0.00992469248844365,0.0137546629399566,0,0.0123292656071814,0.0164338530283614,0,0.010482389010839,0,0.0158506672147323,NA,NA,0.00765442246649075,0.00736012871009605,0.0131128349446643,0.0134303054810158,0.00487950036474267,0.00947996422602141,0,0,0.011387295684409,0,0,0,NA,0.0161323255207369,NA,0.00676709037142456,0,0,0.0146942856575752,0,0.00677708383992037,0,NA,0,0,6.56685332703871e-07,0,0,0,0,NA,NA,0.00424567145192205,0,NA,0,0,0,0,0.00945308730760186,0.000826834149937202,NA,0.000895321167842686,0.000214549023671135,0.000864160022925346,0,0,NA,0.000882278373934877,0,0,NA,0,0,0,0,0,0,0,0,0.000806528985907876,0,0,6.97569744780981e-05,0.00140497724496192,0,0.00513631617341333,0,NA,0.0018207090913219,0,NA,0,0,0,0,0.0112847581449637,0,0,0.0104858498928038,0,0,0,0,0,0,0.00538068700716637,NA,0,NA,0,0,NA,0,NA,0.00160876791888045,0.00746203786491174,0,0.0244698420978938,NA,0.00496220376075525,0.00415276323113719,0,0,0,0.00221795471124666,0.0137460758032618,0,0.000975900072948534,0.00650600048632355,0,0.0159803475609667,0.00231831465293204,0.00406625030395222,NA,0,0,0,0,0,0,NA,0,0,0.0382655554919293,0,0,0,0.0110079098590363,0,0.000845785119087852,0.0195338722200865,0.00338588078392388,0,NA,0,0,0.00486472063948165,0,0,NA,0,NA,0,0.0164752033080454,NA,0,0,0,0.0028551931468819,0.00196270405732666,0,0,0.00493843492784055
"77",5,2010,0,0,0.0151108559487439,0.00762024798581017,0,0.00548752499938601,0,0.00198676729565693,0,0.00887332532844616,0.00915014473782468,0.0052121258883272,0.0107196625195827,0.0117753727177344,0.0104988902065851,0,NA,0,0.0193150790016227,0.00478290644780702,0,0.0143323488377655,0,0,0.00120364677092948,0.00712220176256348,0.00951887185196756,0.00894838817975001,0.0123271192647998,NA,0.00732841680060824,0,0,NA,0.00458033090795726,0,2.80321954121547e-05,0,NA,0,0.00299329612136251,0,0.0116335490166956,0,0.00336583503632784,NA,0,NA,0.00456576600512578,0.0162818219152363,0,0,NA,0.00598182996749313,0,NA,0.0158016977846432,0.0202007150683833,NA,0,0.000809954350306431,0,0.0106747062861094,0,0.00895277109278809,0.00209502796879941,0,0,0,0,NA,NA,0,0,0.0119932443717196,0.0104707051001457,0.000244280560020274,0.000828923484298172,0,0,0,0,0,0,NA,0,NA,0.0105847913926938,0,0,0.0199530047608323,0,0.0191019650731013,0,NA,0,0,0.00178714054719337,0,0,0,0,NA,NA,0.0182824191791982,0,NA,0,0,0.0172502834772059,0,0.0285583477316525,0,NA,0.0328234453636439,0.00551847428367587,0.000987212213928452,0,0.00181976402817079,NA,0.0132394170707971,0.00390191844214674,0,NA,0.00340085050019937,0,0,0,0,0,0.0039718822547102,0.00844216093761931,0,0,0,0.00477379410069765,0.00341992784028386,0,0,0,NA,0,0,NA,0,0,0,0,0,0.0320838591201887,0,0,0.011112721043601,0,0,0.000394607058494289,0,0,0.0160804305846242,NA,0.0149452206292676,NA,0,0,NA,0,NA,0.00823632621535027,0.0159080841124385,0,0.0233016884359449,NA,0,0,0,0,0,0,0,0,0.00971962619910871,0,0,0.0216052799902818,0.00932707592804685,8.92155088770195e-06,NA,0,0,0,0,0.0121827992953678,0,NA,0,0.0028480995198313,0,0,0,0,0.00367248840202721,0.0307849648858087,0.0055716498881287,0,0.00753996467752306,0,NA,0,0,0.0122704874901757,0,0,NA,0,NA,0,0.0370368414015195,NA,0,0,0,0.00585242009497137,0,0,0,0.016915184340773
"78",6,2010,0,0.00801623133634175,0,0.0193896781180102,0,0,0.00603777302039802,0.0202401296104087,0,0,0.00386724894908318,0.00384018194589754,0,0,0,0,NA,0.01200328656502,0,0,0.000112301504366915,0,0,0.00774364876488374,0.00423766323637842,0,2.69414142077577e-05,0,0.00889837100222023,NA,0.00464714320451683,0,0.0117735696474359,NA,0.0113790797320028,0,0.000799918092580766,0.00526183107116693,NA,0,0,0.00133806748361842,0,0.0194165622085723,0,NA,0.000284637521276657,NA,0.0325650529226524,0.00619834438864413,0.00182982148938708,0.00769422740994157,NA,0.0189347953869023,0.015087210200954,NA,0.00249541582974168,0,NA,0.00749395810846322,0,0,0.00165250656343862,0,0.00382894141382015,0,0,0,0,0,NA,NA,0.00893491141007942,0.0130780149645414,0.00424988494313934,0.0100237800407471,0.0107771624443922,0.00361444471462419,0,0,0.00339359067588564,0,0.0550627421173127,0,NA,0,NA,0.00847068188864789,0.00131307359043125,0,0,0,0,0.00492139988202772,NA,0,0,0,0.00560238930766751,0,0,0,NA,NA,0.0149092867107007,0,NA,0,0,0.0195546654697528,0.00612136048202701,0.00249871492548085,0,NA,0.00277968634711392,0,0.00185004753165598,0,0.00853384479374908,NA,0,0.00669683763165984,0,NA,0,0.0426510075042658,0,0.00453907010673736,0,0,0.0264757540718832,0.000897946203617781,0,0,0.0198397267577449,0,0,0,0,0.0159153491069928,NA,0.00393219809612963,5.63584615010248e-05,NA,0,0,0,0,0.00603349859763227,0,0,0,0,0,0,0.00148724180574491,0.00386495078395459,0,0,NA,0,NA,0,0,NA,0,NA,0.0139352431153488,0,0.000972695898224976,0,NA,0,0,0,0,0.00561844848005413,0.0108433341438726,0,0,0.0001016562575988,0,0,0,0.034686627711928,0.0267190000969796,NA,0,0.00975900072948534,0.00314806475144688,0,0.00528964648910609,0.0175161551554865,NA,0,1.7851037491612e-05,0,0,0,0,0,0,0,0,0,0,NA,0.0027882859227101,0.00187829889965064,0.00771890536865596,0,0,NA,0,NA,0,0.00697454539145829,NA,0,0,0.021693253964665,0.0067959703106604,0,0,0,0.0130612550199139
"79",7,2010,0,0,0.0131274682224745,0.0243830628899662,0,0,0.00872687637480759,0,0,0,0.00925587239671812,0.00412210335812407,0,0,0.00874726402133359,0.00497184972980863,NA,0,0,0,0,0,0,0,0,0,0,0.00732986446166286,0,NA,0,0,0.0110557111339245,NA,0.00461749664310977,0.0275253866729074,0.00405684880039625,0,NA,0,0.00847262934135601,0.00841989624814628,0.0136659763613516,0,0.00315838724389197,NA,0.00568970960685961,NA,0.00261998397962759,0,0.0097030864192003,0,NA,0.00279152044693883,0,NA,0,0.00479778303997955,NA,0.0060539051446662,0,0,0.0471842385681331,0,0,0.0186924860561534,0,0,0,0,NA,NA,0.00430175755059669,0,0,0.0098572933365028,0.00475365776780701,0,0,0,0,0,0,0.00926796803463713,NA,0,NA,0,0.00121207123797927,0,0,0,0.00697071480677523,0.00533208514895474,NA,0.0110296837745249,0,0,0,0,0.000668424707498998,0.00215833950769759,NA,NA,0,0,NA,0,0,0.0102672496903645,0,0.0123025192185349,0.00316898212521065,NA,0,0.00950431781309859,0,0.00293515421094155,0.00817388764673328,NA,0,0,0,NA,0.0165505037348954,0.00271963648698426,0,0.0095209763214491,0,0,0.00201271924469803,0.00519386593445996,0,0,0,0,0.0233170064105386,0.00108791155908323,0,0,NA,0.00343626786249483,0.00508232391285226,NA,0,0,0,0.0495244878531756,0.00979898630880107,0,0,0,0.00437039910667722,0,0,0,0,0,0,NA,0,NA,0.0278586667211876,0,NA,0,NA,0.00245983750168816,0,0,0.0288789665499773,NA,0.0104560722101629,0.006506020362276,1.68241229001928e-05,0,0.00519710098019929,0,0.00606992197132199,0,0,0,0,0.00699790370847218,0,0.00371762613082175,NA,0,0,0,0.00179613510358626,0.00485807674276061,0.00068279060756033,NA,0,0,0,0,0,0,0.00517058349857385,0,0,0.00300968568873364,0.00648464134604447,0,NA,0,0.0128769322769903,0,0,0,NA,0.0357830026747796,NA,0,0,NA,0,0,0,0.0162972972934367,0.0214218864145276,0,0,0.0058792517539713
