Month;Year;AMBEV ON;GERDAU PN;ECOD.INFU.E LOG.ON;METALURGICA GERDAU PN;LOJAS RENNER ON;ITAU UNIBANCO HOLDING PN;CPFL ENERGIA ON;LOJAS AMERICANAS PN REP1 PN;CYRELA BRAZIL REALTY ON;SMILES ON;CIA ENERGETICA DE MINAS GERAIS PN;BANCO SANTANDER BRASIL UNITS;BRF BRASIL FOODS ON;USINAS SIDERURGICAS DE MINAS GERAIS A PN;ENGIE BRASIL ENERGIA ON;WEG ON;QUALICORP ON;EMBRAER ON;CMPH.COCS. RODOVIARIAS ON;ENERGIAS DO BRASIL ON BRAZIL;RUMO ON;RAIA DROGASIL ON;HYPERMARCAS ON;ITAUSA INVESTIMENTOS ITAU PN;MRV ENGENHARIA E PARTICIPACOES ON;BANCO DO BRASIL ON;VALE ON;KLABIN UNITS;MARFRIG FRIGORIFICOS ON;BMF BOVESPA BLVAL. MEREFU.ON;BB SEGURIDADE ON;PETROLEO BRASILEIRO PN;ESTACIO PARTICIPACOES ON;EQUATORIAL ENERGIA ON;CIA PARANAENSE DE ENERGIA COPEL PN;BRASKEM PN SERIES 'A';BANCO BRADESCO PN;MULTIPLAN EMPE. IMOBS.ON;SUZANO BAHIA SUL PAPEL CELULOSE A PN;NATURA COSMETICOS ON;VALE PN;BANCO BRADESCO ON;CIELO ON;KROTON EDUCACIONAL ON;FIBRIA CELULOSE ON;CPAD.SANMT.BASICO DE SAOP.ON;LOCALIZA RENT A CAR ON;TELEFONICA BRASIL PN;BRADESPAR PN;BR MALLS PARTICIPACOES ON;COMPANHIA SIDERURGICA NACIONAL ON;ULTRAPAR PARTICIPOES ON;COSAN INDUSTRIA E COMERCIO ON;CMPBRA.DE DISTB. PN;JBS ON;CENTRAIS ELETR BRAS- ELETROBRAS ON;TIM PARTICIPACOES ON;PETROLEO BRASILEIRO ON
2;2004;0.02283105;0.010279001;NA;0.013623978;0;-0.032258065;NA;-0.02173913;NA;NA;-0.013215859;NA;0;-0.010709505;0.038751346;0;NA;-0.014326648;0.006578947;NA;NA;0;NA;-0.02484472;NA;0.028532609;0.012354152;NA;NA;NA;NA;-0.000917431;NA;NA;0;-0.037413148;-0.008639309;NA;-0.02262931;NA;0.017741935;-0.007731959;NA;NA;NA;-0.029503106;NA;0.010823348;0.008423586;NA;-0.013831259;0;NA;0.00494186;NA;0.057498518;0.006557377;0.004215852
2;2004;-0.022321429;-0.020348837;NA;-0.02688172;0;-0.013888889;NA;-0.037037037;NA;NA;-0.022321429;NA;0;-0.01894452;-0.049740933;0;NA;-0.040116279;0.045751634;NA;NA;0;NA;0;NA;0.009247028;-0.025084746;NA;NA;NA;NA;-0.015610652;NA;NA;-0.029288703;-0.007773459;0.002178649;NA;-0.001102536;NA;-0.0340729;-0.005194805;NA;NA;NA;-0.04;NA;-0.035372849;-0.038186158;NA;0.005610098;0;NA;-0.022273648;NA;-0.005605381;-0.029315961;-0.010075567
2;2004;0;0.005934718;NA;-0.008287293;0;-0.009859155;NA;-0.007692308;NA;NA;-0.03652968;NA;0;0;0.003271538;0;NA;0.004239855;0;NA;NA;0;NA;-0.01910828;NA;0.019633508;-0.029207232;NA;NA;NA;NA;-0.016791045;NA;NA;-0.037931034;-0.020705092;-0.017391304;NA;0.016556291;NA;-0.024610336;-0.020887728;NA;NA;NA;-0.023333333;NA;-0.018830525;0.008684864;NA;0.037656904;0;NA;-0.025147929;NA;-0.041149944;-0.016778523;-0.015267176
2;2004;-0.01369863;0;NA;0.015320334;0;0.007112376;NA;-0.015503876;NA;NA;0.025276461;NA;0;0.063448276;-0.016304348;0;NA;0.023522316;-0.025;NA;NA;0;NA;0;NA;0.003851091;0.047277937;NA;NA;NA;NA;0.011385199;NA;NA;0.015232975;0.010857143;0.022123894;NA;-0.017372421;NA;0.035323802;0.005333333;NA;NA;NA;-0.015358362;NA;0.005050505;0.007380074;NA;0.01344086;0;NA;-0.030349014;NA;-0.000587889;-0.027303754;0.006890612
2;2004;0.009259259;-0.010324484;NA;-0.013717421;0;0.028248588;NA;-0.015748031;NA;NA;-0.018489985;NA;0;-0.04539559;-0.022099448;0;NA;0.016499705;-0.025641026;NA;NA;0;NA;0.032467532;NA;-0.028132992;-0.019835841;NA;NA;NA;NA;-0.006566604;NA;NA;-0.046778464;-0.024872809;-0.010822511;NA;0.009944751;NA;-0.022745735;0.029177719;NA;NA;NA;-0.013864818;NA;-0.021105528;-0.015873016;NA;0;0;NA;0.015649452;NA;-0.029411765;-0.021052632;-0.01710864
2;2004;-0.027522936;-0.017883756;NA;-0.006954103;0;-0.04532967;NA;-0.016;NA;NA;-0.050235479;NA;0;-0.063858696;0.032768362;0;NA;-0.04;-0.019736842;NA;NA;0;NA;-0.018867925;NA;-0.076315789;-0.034193999;NA;NA;NA;NA;-0.046270066;NA;NA;-0.041666667;-0.086956522;-0.067833698;NA;0.015317287;NA;-0.017456359;-0.056701031;NA;NA;NA;-0.049209139;NA;-0.050308008;-0.022332506;NA;-0.034482759;0;NA;0;NA;-0.059393939;-0.071684588;-0.028720627
2;2004;0;-0.013657056;NA;-0.007002801;0;-0.002877698;NA;0.008130081;NA;NA;0.06446281;NA;0;-0.001451379;-0.026258206;0;NA;-0.027777778;-0.013422819;NA;NA;0;NA;-0.012820513;NA;0.01994302;0.015895954;NA;NA;NA;NA;0.000990099;NA;NA;0.073429952;0.021587302;0.037558685;NA;0;NA;0.005922166;0.032786885;NA;NA;NA;0.027726433;NA;0.016;0.007614213;NA;0.006868132;0;NA;0.005546995;NA;0.037371134;0.042471042;-0.002688172
2;2004;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;0;0;NA;NA;NA;NA;0;NA;NA;0;0;0;NA;0;NA;0;0;NA;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;0;0
2;2004;0;0;NA;0;0;0;NA;0;NA;NA;0;NA;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;0;0;NA;NA;NA;NA;0;NA;NA;0;0;0;NA;0;NA;0;0;NA;NA;NA;0;NA;0;0;NA;0;0;NA;0;NA;0;0;0
2;2004;0.004716981;0.043076923;NA;-0.001410437;0;0.001443001;NA;0.056451613;NA;NA;0.02173913;NA;0;0.021802326;0.02247191;0;NA;0.024223602;0.020408163;NA;NA;0;NA;-0.006493506;NA;0.016759777;-0.004267425;NA;NA;NA;NA;0.017804154;NA;NA;-0.01890189;0.041019267;0.013574661;NA;-0.02262931;NA;0.010933558;0.010582011;NA;NA;NA;0.075539568;NA;0.021493935;0.01511335;NA;0.021828104;0;NA;-0.019307386;NA;0.00931677;-0.007407407;0.017969452
